pxd	run	sample_base	fraction_id	pattern_type	group_size
PXD010103	20160331_QEp6_GeBo_SA_AKD_AP4B1KO_CCV_02_F1	20160331_QEp6_GeBo_SA_AKD_AP4B1KO_CCV_02	1	explicit_f	3
PXD010103	20160331_QEp6_GeBo_SA_AKD_AP4B1KO_CCV_02_F2	20160331_QEp6_GeBo_SA_AKD_AP4B1KO_CCV_02	2	explicit_f	3
PXD010103	20160331_QEp6_GeBo_SA_AKD_AP4B1KO_CCV_02_F3	20160331_QEp6_GeBo_SA_AKD_AP4B1KO_CCV_02	3	explicit_f	3
PXD010296	Bravo_RPB_MM_Exp1_F1	Bravo_RPB_MM_Exp1	1	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp1_F2	Bravo_RPB_MM_Exp1	2	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp1_F3	Bravo_RPB_MM_Exp1	3	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp1_F4	Bravo_RPB_MM_Exp1	4	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp1_F5	Bravo_RPB_MM_Exp1	5	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp1_F6	Bravo_RPB_MM_Exp1	6	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp2_F1	Bravo_RPB_MM_Exp2	1	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp2_F2	Bravo_RPB_MM_Exp2	2	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp2_F3	Bravo_RPB_MM_Exp2	3	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp2_F4	Bravo_RPB_MM_Exp2	4	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp2_F5	Bravo_RPB_MM_Exp2	5	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp2_F6	Bravo_RPB_MM_Exp2	6	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp3_F1	Bravo_RPB_MM_Exp3	1	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp3_F2	Bravo_RPB_MM_Exp3	2	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp3_F3	Bravo_RPB_MM_Exp3	3	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp3_F4	Bravo_RPB_MM_Exp3	4	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp3_F5	Bravo_RPB_MM_Exp3	5	explicit_f	6
PXD010296	Bravo_RPB_MM_Exp3_F6	Bravo_RPB_MM_Exp3	6	explicit_f	6
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_10min_F1	20161223_QE1_JT_dXRNAX_LAsH_10min	1	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_10min_F2	20161223_QE1_JT_dXRNAX_LAsH_10min	2	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_10min_F3	20161223_QE1_JT_dXRNAX_LAsH_10min	3	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_10min_F4	20161223_QE1_JT_dXRNAX_LAsH_10min	4	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_10min_F5	20161223_QE1_JT_dXRNAX_LAsH_10min	5	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_10min_F6	20161223_QE1_JT_dXRNAX_LAsH_10min	6	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_10min_F7	20161223_QE1_JT_dXRNAX_LAsH_10min	7	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_10min_F8	20161223_QE1_JT_dXRNAX_LAsH_10min	8	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_20min_F1	20161223_QE1_JT_dXRNAX_LAsH_20min	1	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_20min_F2	20161223_QE1_JT_dXRNAX_LAsH_20min	2	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_20min_F3	20161223_QE1_JT_dXRNAX_LAsH_20min	3	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_20min_F4	20161223_QE1_JT_dXRNAX_LAsH_20min	4	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_20min_F5	20161223_QE1_JT_dXRNAX_LAsH_20min	5	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_20min_F6	20161223_QE1_JT_dXRNAX_LAsH_20min	6	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_20min_F7	20161223_QE1_JT_dXRNAX_LAsH_20min	7	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_20min_F8	20161223_QE1_JT_dXRNAX_LAsH_20min	8	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_30min_F1	20161223_QE1_JT_dXRNAX_LAsH_30min	1	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_30min_F2	20161223_QE1_JT_dXRNAX_LAsH_30min	2	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_30min_F3	20161223_QE1_JT_dXRNAX_LAsH_30min	3	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_30min_F4	20161223_QE1_JT_dXRNAX_LAsH_30min	4	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_30min_F5	20161223_QE1_JT_dXRNAX_LAsH_30min	5	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_30min_F6	20161223_QE1_JT_dXRNAX_LAsH_30min	6	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_30min_F7	20161223_QE1_JT_dXRNAX_LAsH_30min	7	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_30min_F8	20161223_QE1_JT_dXRNAX_LAsH_30min	8	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_5min_F1	20161223_QE1_JT_dXRNAX_LAsH_5min	1	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_5min_F2	20161223_QE1_JT_dXRNAX_LAsH_5min	2	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_5min_F3	20161223_QE1_JT_dXRNAX_LAsH_5min	3	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_5min_F4	20161223_QE1_JT_dXRNAX_LAsH_5min	4	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_5min_F5	20161223_QE1_JT_dXRNAX_LAsH_5min	5	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_5min_F6	20161223_QE1_JT_dXRNAX_LAsH_5min	6	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_5min_F7	20161223_QE1_JT_dXRNAX_LAsH_5min	7	explicit_f	8
PXD010520	20161223_QE1_JT_dXRNAX_LAsH_5min_F8	20161223_QE1_JT_dXRNAX_LAsH_5min	8	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_10min_F1	20170106_QE1_JT_dXRNAX_HAsL_10min	1	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_10min_F2	20170106_QE1_JT_dXRNAX_HAsL_10min	2	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_10min_F3	20170106_QE1_JT_dXRNAX_HAsL_10min	3	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_10min_F4	20170106_QE1_JT_dXRNAX_HAsL_10min	4	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_10min_F5	20170106_QE1_JT_dXRNAX_HAsL_10min	5	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_10min_F6	20170106_QE1_JT_dXRNAX_HAsL_10min	6	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_10min_F7	20170106_QE1_JT_dXRNAX_HAsL_10min	7	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_10min_F8	20170106_QE1_JT_dXRNAX_HAsL_10min	8	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_20min_F1	20170106_QE1_JT_dXRNAX_HAsL_20min	1	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_20min_F2	20170106_QE1_JT_dXRNAX_HAsL_20min	2	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_20min_F3	20170106_QE1_JT_dXRNAX_HAsL_20min	3	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_20min_F4	20170106_QE1_JT_dXRNAX_HAsL_20min	4	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_20min_F5	20170106_QE1_JT_dXRNAX_HAsL_20min	5	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_20min_F6	20170106_QE1_JT_dXRNAX_HAsL_20min	6	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_20min_F7	20170106_QE1_JT_dXRNAX_HAsL_20min	7	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_20min_F8	20170106_QE1_JT_dXRNAX_HAsL_20min	8	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_30min_F1	20170106_QE1_JT_dXRNAX_HAsL_30min	1	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_30min_F2	20170106_QE1_JT_dXRNAX_HAsL_30min	2	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_30min_F3	20170106_QE1_JT_dXRNAX_HAsL_30min	3	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_30min_F4	20170106_QE1_JT_dXRNAX_HAsL_30min	4	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_30min_F5	20170106_QE1_JT_dXRNAX_HAsL_30min	5	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_30min_F6	20170106_QE1_JT_dXRNAX_HAsL_30min	6	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_30min_F7	20170106_QE1_JT_dXRNAX_HAsL_30min	7	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_30min_F8	20170106_QE1_JT_dXRNAX_HAsL_30min	8	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_5min_F1	20170106_QE1_JT_dXRNAX_HAsL_5min	1	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_5min_F2	20170106_QE1_JT_dXRNAX_HAsL_5min	2	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_5min_F3	20170106_QE1_JT_dXRNAX_HAsL_5min	3	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_5min_F4	20170106_QE1_JT_dXRNAX_HAsL_5min	4	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_5min_F5	20170106_QE1_JT_dXRNAX_HAsL_5min	5	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_5min_F6	20170106_QE1_JT_dXRNAX_HAsL_5min	6	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_5min_F7	20170106_QE1_JT_dXRNAX_HAsL_5min	7	explicit_f	8
PXD010520	20170106_QE1_JT_dXRNAX_HAsL_5min_F8	20170106_QE1_JT_dXRNAX_HAsL_5min	8	explicit_f	8
PXD010520	20170123_QE1_JT_dXRNAX_HAsL_0min_F1	20170123_QE1_JT_dXRNAX_HAsL_0min	1	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_HAsL_0min_F2	20170123_QE1_JT_dXRNAX_HAsL_0min	2	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_HAsL_0min_F3	20170123_QE1_JT_dXRNAX_HAsL_0min	3	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_HAsL_0min_F4	20170123_QE1_JT_dXRNAX_HAsL_0min	4	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_HAsL_0min_F5	20170123_QE1_JT_dXRNAX_HAsL_0min	5	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_HAsL_0min_F6	20170123_QE1_JT_dXRNAX_HAsL_0min	6	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_HAsL_0min_F7	20170123_QE1_JT_dXRNAX_HAsL_0min	7	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_LAsH_0min_F1	20170123_QE1_JT_dXRNAX_LAsH_0min	1	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_LAsH_0min_F2	20170123_QE1_JT_dXRNAX_LAsH_0min	2	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_LAsH_0min_F3	20170123_QE1_JT_dXRNAX_LAsH_0min	3	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_LAsH_0min_F4	20170123_QE1_JT_dXRNAX_LAsH_0min	4	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_LAsH_0min_F5	20170123_QE1_JT_dXRNAX_LAsH_0min	5	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_LAsH_0min_F6	20170123_QE1_JT_dXRNAX_LAsH_0min	6	explicit_f	7
PXD010520	20170123_QE1_JT_dXRNAX_LAsH_0min_F7	20170123_QE1_JT_dXRNAX_LAsH_0min	7	explicit_f	7
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min_F1	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min	1	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min_F2	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min	2	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min_F3	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min	3	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min_F4	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min	4	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min_F5	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min	5	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min_F6	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min	6	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min_F7	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min	7	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min_F8	20170316_QE_JT_MCF7_AsTimeline_LAsH_0min	8	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min_F1	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min	1	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min_F2	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min	2	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min_F3	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min	3	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min_F4	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min	4	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min_F5	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min	5	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min_F6	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min	6	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min_F7	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min	7	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min_F8	20170316_QE_JT_MCF7_AsTimeline_LAsH_10min	8	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min_F1	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min	1	explicit_f	6
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min_F2	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min	2	explicit_f	6
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min_F4	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min	4	explicit_f	6
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min_F5	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min	5	explicit_f	6
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min_F7	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min	7	explicit_f	6
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min_F8	20170316_QE_JT_MCF7_AsTimeline_LAsH_20min	8	explicit_f	6
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min_F1	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min	1	explicit_f	7
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min_F2	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min	2	explicit_f	7
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min_F4	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min	4	explicit_f	7
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min_F5	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min	5	explicit_f	7
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min_F6	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min	6	explicit_f	7
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min_F7	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min	7	explicit_f	7
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min_F8	20170316_QE_JT_MCF7_AsTimeline_LAsH_30min	8	explicit_f	7
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min_F1	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min	1	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min_F2	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min	2	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min_F3	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min	3	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min_F4	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min	4	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min_F5	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min	5	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min_F6	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min	6	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min_F7	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min	7	explicit_f	8
PXD010520	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min_F8	20170316_QE_JT_MCF7_AsTimeline_LAsH_5min	8	explicit_f	8
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10_F1	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10	1	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10_F2	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10	2	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10_F3	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10	3	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10_F4	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10	4	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10_F5	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10	5	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10_F6	20170510_QE1_JT_XRNAX_HEK_LxlH_pre10	6	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15_F1	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15	1	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15_F2	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15	2	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15_F3	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15	3	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15_F4	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15	4	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15_F5	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15	5	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15_F6	20170510_QE1_JT_XRNAX_HEK_LxlH_pre15	6	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20_F1	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20	1	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20_F2	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20	2	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20_F4	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20	4	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20_F5	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20	5	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20_F6	20170510_QE1_JT_XRNAX_HEK_LxlH_pre20	6	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30_F1	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30	1	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30_F2	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30	2	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30_F3	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30	3	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30_F4	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30	4	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30_F5	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30	5	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30_F6	20170510_QE1_JT_XRNAX_HEK_LxlH_pre30	6	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10_F1	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10	1	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10_F2	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10	2	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10_F3	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10	3	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10_F4	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10	4	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10_F5	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10	5	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10_F6	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre10	6	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15_F1	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15	1	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15_F2	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15	2	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15_F3	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15	3	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15_F4	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15	4	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15_F5	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15	5	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15_F6	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre15	6	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20_F2	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20	2	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20_F3	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20	3	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20_F4	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20	4	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20_F5	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20	5	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20_F6	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre20	6	explicit_f	5
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30_F1	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30	1	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30_F2	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30	2	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30_F3	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30	3	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30_F4	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30	4	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30_F5	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30	5	explicit_f	6
PXD010520	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30_F6	20170510_QE1_JT_XRNAX_HeLa_LxlH_pre30	6	explicit_f	6
PXD010520	20170517_QE1_JT_MCF7_HAsL_0min_F1	20170517_QE1_JT_MCF7_HAsL_0min	1	explicit_f	8
PXD010520	20170517_QE1_JT_MCF7_HAsL_0min_F2	20170517_QE1_JT_MCF7_HAsL_0min	2	explicit_f	8
PXD010520	20170517_QE1_JT_MCF7_HAsL_0min_F3	20170517_QE1_JT_MCF7_HAsL_0min	3	explicit_f	8
PXD010520	20170517_QE1_JT_MCF7_HAsL_0min_F4	20170517_QE1_JT_MCF7_HAsL_0min	4	explicit_f	8
PXD010520	20170517_QE1_JT_MCF7_HAsL_0min_F5	20170517_QE1_JT_MCF7_HAsL_0min	5	explicit_f	8
PXD010520	20170517_QE1_JT_MCF7_HAsL_0min_F6	20170517_QE1_JT_MCF7_HAsL_0min	6	explicit_f	8
PXD010520	20170517_QE1_JT_MCF7_HAsL_0min_F7	20170517_QE1_JT_MCF7_HAsL_0min	7	explicit_f	8
PXD010520	20170517_QE1_JT_MCF7_HAsL_0min_F8	20170517_QE1_JT_MCF7_HAsL_0min	8	explicit_f	8
PXD010520	20170517_QE1_JT_MCF7_HAsL_10min_F1	20170517_QE1_JT_MCF7_HAsL_10min	1	explicit_f	8
