pxd	run	source_parquet	coverage	scoring_mode	tissue	confidence	tissue_2	confidence_2	tissue_3	confidence_3	tissue_4	confidence_4	tissue_5	confidence_5
PXD008333	PI-401_Fr4-5_R2	sample_nsaf_matrix.parquet	0.2994	predict_proba	Testis	0.3437	Salivary gland	0.1013	Bone marrow	0.0528	Prostate	0.049	Lung	0.048
PXD008333	PI-401_Fr6-7_R2	sample_nsaf_matrix.parquet	0.288	predict_proba	Testis	0.3269	Prostate	0.2972	Bone marrow	0.0349	Parotid gland	0.0264	Ovary	0.0258
PXD008333	PI-401_Fr8-9_R1	sample_nsaf_matrix.parquet	0.3138	predict_proba	Testis	0.3162	Prostate	0.2593	Oviduct	0.0952	Salivary gland	0.071	Lung	0.0311
PXD008333	PI-401_Fr8-9_R2	sample_nsaf_matrix.parquet	0.3099	predict_proba	Testis	0.3699	Prostate	0.1298	Oviduct	0.1069	Salivary gland	0.0766	Lung	0.0421
PXD008333	PI-401_FrD_R1	sample_nsaf_matrix.parquet	0.3149	predict_proba	Testis	0.4053	Prostate	0.161	Salivary gland	0.0857	Lung	0.0422	Monocytes	0.0309
PXD008333	PI-401_FrD_R2	sample_nsaf_matrix.parquet	0.3186	predict_proba	Testis	0.3251	Prostate	0.2382	Oviduct	0.1062	Salivary gland	0.0708	Pituitary gland	0.0407
PXD008333	PI-656_Fr14-15_R1	sample_nsaf_matrix.parquet	0.2283	predict_proba	Prostate	0.3137	Oviduct	0.18	Testis	0.1221	Bone marrow	0.0463	Salivary gland	0.0308
PXD008333	PI-656_Fr14-15_R2	sample_nsaf_matrix.parquet	0.2296	predict_proba	Prostate	0.3096	Oviduct	0.1752	Testis	0.1683	Kidney	0.0299	Monocytes	0.0273
PXD008333	PI-656_Fr19-20-21_R1	sample_nsaf_matrix.parquet	0.1594	predict_proba	Testis	0.3177	Prostate	0.1637	Oviduct	0.1426	Lung	0.042	Thyroid	0.0393
PXD008333	PI-656_Fr19-20-21_R2	sample_nsaf_matrix.parquet	0.1567	predict_proba	Testis	0.3368	Prostate	0.17	Oviduct	0.1427	Lung	0.0377	Thyroid	0.0357
PXD008333	PI-656_FrE-F_R1	sample_nsaf_matrix.parquet	0.0763	shap_penalty1	Prostate	0.3605	Salivary gland	0.1082	Pituitary gland	0.0819	Testis	0.0451	Parotid gland	0.041
PXD008333	PI-702_Fr10-11_R1	sample_nsaf_matrix.parquet	0.2633	predict_proba	Prostate	0.3448	Testis	0.087	Salivary gland	0.0793	Oviduct	0.0543	Bone marrow	0.0416
PXD008333	PI-702_Fr10-11_R2	sample_nsaf_matrix.parquet	0.2591	predict_proba	Prostate	0.3524	Testis	0.1183	Salivary gland	0.0914	Monocytes	0.05	Bone marrow	0.0401
PXD008333	PI-702_Fr12-13_R1	sample_nsaf_matrix.parquet	0.2378	predict_proba	Prostate	0.3655	Testis	0.1923	Oviduct	0.0637	Bone marrow	0.0429	Ovary	0.0395
PXD008333	PI-702_Fr12-13_R2	sample_nsaf_matrix.parquet	0.2348	predict_proba	Prostate	0.3241	Testis	0.1809	Salivary gland	0.0808	Oviduct	0.0584	Bone marrow	0.0467
PXD008333	PI-702_Fr14-15_R1	sample_nsaf_matrix.parquet	0.225	predict_proba	Prostate	0.3618	Oviduct	0.1795	Testis	0.1416	Bone marrow	0.042	Adipose tissue	0.0211
PXD008333	PI-702_Fr22-23-24_R1	sample_nsaf_matrix.parquet	0.1159	predict_proba	Prostate	0.3331	Testis	0.1872	Oviduct	0.0542	Bone marrow	0.0504	Pituitary gland	0.046
PXD008333	PI-702_Fr22-23-24_R2	sample_nsaf_matrix.parquet	0.1139	predict_proba	Prostate	0.361	Testis	0.2005	Bone marrow	0.0465	Oviduct	0.04	Lung	0.04
PXD008333	PI-702_FrE-F_R1	sample_nsaf_matrix.parquet	0.0589	shap_penalty1	Prostate	0.3333	Salivary gland	0.1125	Pituitary gland	0.0761	B-cells	0.0584	Testis	0.0376
PXD008333	PI-702_FrE-F_R2	sample_nsaf_matrix.parquet	0.0564	shap_penalty1	Prostate	0.3735	Pituitary gland	0.0697	Salivary gland	0.0669	Testis	0.0426	Kidney	0.0391
PXD008333	PI-714_Fr10-11_R1	sample_nsaf_matrix.parquet	0.2745	predict_proba	Prostate	0.3245	Testis	0.2095	Salivary gland	0.0656	Parotid gland	0.0426	Bone marrow	0.0289
PXD008333	PI-714_Fr10-11_R2	sample_nsaf_matrix.parquet	0.2745	predict_proba	Prostate	0.3132	Testis	0.2195	Salivary gland	0.0601	Parotid gland	0.0475	Monocytes	0.0349
PXD008333	PI-714_Fr12-13_R2	sample_nsaf_matrix.parquet	0.249	predict_proba	Prostate	0.3084	Testis	0.2637	Lung	0.0389	Bone marrow	0.0311	Pituitary gland	0.0305
PXD008333	PI-714_Fr16-17-18_R1	sample_nsaf_matrix.parquet	0.1967	predict_proba	Prostate	0.3016	Testis	0.2734	Bone marrow	0.0496	Lung	0.0423	Esophagus	0.0412
PXD008333	PI-714_Fr16-17-18_R2	sample_nsaf_matrix.parquet	0.193	predict_proba	Testis	0.3061	Prostate	0.2681	Lung	0.0454	Bone marrow	0.0407	Esophagus	0.0363
PXD008333	PI-714_Fr19-20-21_R1	sample_nsaf_matrix.parquet	0.1437	predict_proba	Testis	0.3312	Prostate	0.2015	Bone marrow	0.0818	Lung	0.0579	Thyroid	0.038
PXD008333	PI-714_Fr1_R1	sample_nsaf_matrix.parquet	0.3258	predict_proba	Testis	0.3199	Prostate	0.1568	Salivary gland	0.0665	Bone marrow	0.0572	Lung	0.0527
PXD008333	PI-714_Fr2-3_R1	sample_nsaf_matrix.parquet	0.324	predict_proba	Testis	0.3479	Prostate	0.1697	Bone marrow	0.0481	Salivary gland	0.0431	Lung	0.0416
PXD008333	PI-714_Fr22-23-24_R1	sample_nsaf_matrix.parquet	0.1176	predict_proba	Prostate	0.3215	Testis	0.2091	Pituitary gland	0.0679	Bone marrow	0.0399	Lung	0.0343
PXD008333	PI-714_Fr22-23-24_R2	sample_nsaf_matrix.parquet	0.1167	predict_proba	Prostate	0.3066	Testis	0.2156	Pituitary gland	0.0676	Bone marrow	0.0429	Lung	0.0372
PXD008333	PI-714_FrD_R1	sample_nsaf_matrix.parquet	0.3189	predict_proba	Prostate	0.3124	Testis	0.2663	Salivary gland	0.08	Bone marrow	0.0291	Lung	0.0273
PXD008333	PI-714_FrD_R2	sample_nsaf_matrix.parquet	0.3189	predict_proba	Prostate	0.3132	Testis	0.2948	Salivary gland	0.0605	Lung	0.0356	Bone marrow	0.0253
PXD008333	PreV-012_Fr19-20-21_R1	sample_nsaf_matrix.parquet	0.1425	predict_proba	Testis	0.3305	Oviduct	0.2087	Lung	0.0481	Kidney	0.0375	Bone marrow	0.0334
PXD008333	PreV-012_Fr19-20-21_R2	sample_nsaf_matrix.parquet	0.1433	predict_proba	Testis	0.347	Oviduct	0.1771	Prostate	0.0715	Kidney	0.0408	Lung	0.037
PXD008333	PreV-012_Fr2-3_R1	sample_nsaf_matrix.parquet	0.2502	predict_proba	Testis	0.3259	Oviduct	0.1963	Prostate	0.1533	Lung	0.0313	Monocytes	0.0267
PXD008333	PreV-012_Fr22-23-24_R1	sample_nsaf_matrix.parquet	0.1283	predict_proba	Prostate	0.3324	Testis	0.205	Oviduct	0.0954	Bone marrow	0.0334	Monocytes	0.0317
PXD008333	PreV-013_Fr19-20-21_R1	sample_nsaf_matrix.parquet	0.1681	predict_proba	Testis	0.3149	Oviduct	0.1936	Prostate	0.1499	Stomach	0.0369	Lung	0.0307
PXD008333	PreV-013_Fr19-20-21_R2	sample_nsaf_matrix.parquet	0.1706	predict_proba	Testis	0.3083	Prostate	0.2644	Oviduct	0.1547	Bone marrow	0.0344	Lung	0.0314
PXD008333	PreV-013_Fr22-23-24_R2	sample_nsaf_matrix.parquet	0.1632	predict_proba	Prostate	0.3296	Testis	0.2191	Oviduct	0.091	Pituitary gland	0.0538	Bone marrow	0.0321
PXD008333	PreV-013_Fr8-9_R1	sample_nsaf_matrix.parquet	0.2914	predict_proba	Prostate	0.3229	Testis	0.2318	Oviduct	0.0957	Salivary gland	0.0615	Bone marrow	0.0353
PXD008333	PreV-013_FrE-F_R1	sample_nsaf_matrix.parquet	0.0928	shap_penalty1	Prostate	0.3184	Testis	0.1157	Salivary gland	0.1127	Pituitary gland	0.07	Oviduct	0.0484
PXD008333	PreV-013_FrE-F_R2	sample_nsaf_matrix.parquet	0.0937	shap_penalty1	Prostate	0.3265	Salivary gland	0.1136	Pituitary gland	0.0791	Oviduct	0.0704	Testis	0.0413
PXD008333	PreV-064_Fr12-13_R1	sample_nsaf_matrix.parquet	0.233	predict_proba	Prostate	0.3064	Testis	0.1743	Oviduct	0.1533	Ovary	0.0433	Lung	0.0323
PXD008333	PreV-064_Fr8-9_R1	sample_nsaf_matrix.parquet	0.2616	predict_proba	Prostate	0.3167	Oviduct	0.1392	Testis	0.1101	Salivary gland	0.0608	Ovary	0.0383
PXD008333	PreV-064_FrE-F_R2	sample_nsaf_matrix.parquet	0.0841	shap_penalty1	Prostate	0.3899	Pituitary gland	0.0699	Salivary gland	0.0449	Oviduct	0.0412	Small intestine	0.0362
PXD008440	VL_BX_22bis_1	sample_nsaf_matrix.parquet	0.1835	predict_proba	Colon	0.3005	Duodenum	0.0892	Lung	0.0687	Testis	0.0591	Small intestine	0.0476
PXD008440	VL_BX_22bis_2	sample_nsaf_matrix.parquet	0.2086	predict_proba	Colon	0.3248	Duodenum	0.0802	Small intestine	0.0573	Lung	0.0558	Stomach	0.046
PXD008440	VL_BX_22ter_2	sample_nsaf_matrix.parquet	0.2186	predict_proba	Colon	0.3415	Duodenum	0.0645	Small intestine	0.0551	Stomach	0.0522	Lung	0.0444
PXD008440	VL_BX_22ter_3	sample_nsaf_matrix.parquet	0.2164	predict_proba	Colon	0.3523	Small intestine	0.0568	Duodenum	0.0538	Testis	0.0447	Stomach	0.0406
PXD008440	VL_BX_29_2	sample_nsaf_matrix.parquet	0.1885	predict_proba	Colon	0.3401	Duodenum	0.0617	Testis	0.0491	Rectum	0.0472	Bone marrow	0.046
PXD008440	VL_BX_30_2	sample_nsaf_matrix.parquet	0.1673	predict_proba	Colon	0.3978	Rectum	0.0591	Duodenum	0.0473	Small intestine	0.0472	Kidney	0.0422
PXD008440	VL_BX_30ter_1	sample_nsaf_matrix.parquet	0.2228	predict_proba	Colon	0.3157	Stomach	0.1148	Liver	0.0644	Duodenum	0.0605	Parotid gland	0.0602
PXD008440	VL_BX_30ter_2	sample_nsaf_matrix.parquet	0.2372	predict_proba	Colon	0.3969	Rectum	0.0611	Duodenum	0.0569	Lung	0.046	Liver	0.0389
PXD008440	VL_BX_30ter_3	sample_nsaf_matrix.parquet	0.2221	predict_proba	Colon	0.4417	Rectum	0.0699	Testis	0.0445	Duodenum	0.0438	Appendix	0.0385
PXD008440	VL_BX_31_2	sample_nsaf_matrix.parquet	0.1517	predict_proba	Colon	0.3595	Liver	0.0624	Monocytes	0.0551	Duodenum	0.0542	Stomach	0.0487
PXD008440	VL_BX_31ter_2	sample_nsaf_matrix.parquet	0.2216	predict_proba	Colon	0.4192	Rectum	0.0567	Stomach	0.0481	Lung	0.0402	Appendix	0.0381
PXD008440	VL_BX_7qua_2	sample_nsaf_matrix.parquet	0.1203	predict_proba	Colon	0.3028	Lung	0.0656	Testis	0.0622	Stomach	0.0515	Small intestine	0.0423
PXD008601	20160531_QE5_nLC14_RJC_COLLAB_GeoG_992_01	sample_nsaf_matrix.parquet	0.0147	shap_penalty1	Salivary gland	0.3461	Nasal Polyps	0.064	Parotid gland	0.0479	Adrenal gland	0.0369	Skeletal muscle	0.0357
PXD008918	20150313_QEp1_LC7_GaPi_SA_Metaheps_d1_con_TM091_1	sample_nsaf_matrix.parquet	0.4245	predict_proba	Monocytes	0.361	Bone marrow	0.1001	Spleen	0.0562	Testis	0.0462	Lung	0.0438
PXD008918	20150313_QEp1_LC7_GaPi_SA_Metaheps_d1_con_TM091_2	sample_nsaf_matrix.parquet	0.4345	predict_proba	Monocytes	0.4091	Bone marrow	0.1006	Spleen	0.0626	Lymph node	0.0444	Lung	0.0405
PXD008918	20150313_QEp1_LC7_GaPi_SA_Metaheps_d1_con_TM091_3	sample_nsaf_matrix.parquet	0.4181	predict_proba	Monocytes	0.4013	Bone marrow	0.1014	Spleen	0.0522	Lung	0.0473	Kidney	0.0368
PXD008918	20150313_QEp1_LC7_GaPi_SA_Metaheps_d1_con_TM092_1	sample_nsaf_matrix.parquet	0.3529	predict_proba	Monocytes	0.3305	Bone marrow	0.0832	B-cells	0.0794	Kidney	0.0659	Spleen	0.053
PXD008918	20150313_QEp1_LC7_GaPi_SA_Metaheps_d1_con_TM092_2	sample_nsaf_matrix.parquet	0.3467	predict_proba	Monocytes	0.3396	Bone marrow	0.0998	Spleen	0.0829	Kidney	0.0575	Testis	0.05
PXD008918	20150313_QEp1_LC7_GaPi_SA_Metaheps_d1_con_TM092_3	sample_nsaf_matrix.parquet	0.3327	predict_proba	Monocytes	0.3735	Bone marrow	0.0833	Spleen	0.0591	Kidney	0.0551	Lung	0.0421
PXD008918	20150831_QEp3_GaPi_SA_ZMU014_Diclo_10uM_3	sample_nsaf_matrix.parquet	0.3897	predict_proba	Monocytes	0.3264	Bone marrow	0.105	Lung	0.0637	Lymph node	0.0413	Kidney	0.0405
PXD008918	20150831_QEp3_GaPi_SA_ZMU052_con_3	sample_nsaf_matrix.parquet	0.338	predict_proba	Monocytes	0.3014	Bone marrow	0.1054	Kidney	0.0771	Lung	0.057	Testis	0.0382
PXD008918	20150904_QEp3_GaPi_SA_ZMU052_Diclo_100uM_3	sample_nsaf_matrix.parquet	0.3305	predict_proba	Monocytes	0.3221	Bone marrow	0.0863	Lung	0.0647	Testis	0.0509	Kidney	0.0474
PXD008918	20150904_QEp3_GaPi_SA_ZMU069_Diclo_10uM_1	sample_nsaf_matrix.parquet	0.3427	predict_proba	Monocytes	0.3157	Bone marrow	0.106	Kidney	0.067	Lung	0.0578	Testis	0.0515
PXD008918	20150904_QEp3_GaPi_SA_ZMU069_con_1	sample_nsaf_matrix.parquet	0.3338	predict_proba	Monocytes	0.3044	Bone marrow	0.0942	Kidney	0.0684	Spleen	0.0538	Lung	0.0536
PXD008918	20150904_QEp3_GaPi_SA_ZMU069_con_3	sample_nsaf_matrix.parquet	0.3417	predict_proba	Monocytes	0.3141	Bone marrow	0.0793	Kidney	0.0667	Lung	0.0589	Testis	0.0575
PXD008918	20150904_QEp3_GaPi_SA_ZMU080_Diclo_100uM_1	sample_nsaf_matrix.parquet	0.286	predict_proba	Monocytes	0.3051	Bone marrow	0.1146	Lung	0.0488	Spleen	0.0475	Testis	0.0468
PXD008918	20150904_QEp3_GaPi_SA_ZMU080_Diclo_100uM_2	sample_nsaf_matrix.parquet	0.3281	predict_proba	Monocytes	0.3005	Bone marrow	0.1054	Spleen	0.0619	Kidney	0.0577	Testis	0.0564
PXD008918	20150904_QEp3_GaPi_SA_ZMU080_Diclo_100uM_3	sample_nsaf_matrix.parquet	0.285	predict_proba	Monocytes	0.302	Bone marrow	0.1229	Kidney	0.0609	Lung	0.0524	Spleen	0.0436
PXD008918	20150904_QEp3_GaPi_SA_ZMU080_Diclo_10uM_1	sample_nsaf_matrix.parquet	0.2893	predict_proba	Monocytes	0.3092	Bone marrow	0.1109	Lung	0.0561	Kidney	0.0509	Spleen	0.0487
PXD008918	20150904_QEp3_GaPi_SA_ZMU080_Diclo_10uM_2	sample_nsaf_matrix.parquet	0.3111	predict_proba	Monocytes	0.3021	Bone marrow	0.118	Kidney	0.0557	Lung	0.054	Testis	0.0479
PXD008918	20150904_QEp3_GaPi_SA_ZMU080_Diclo_10uM_3	sample_nsaf_matrix.parquet	0.3188	predict_proba	Monocytes	0.3024	Bone marrow	0.137	Spleen	0.0697	Lung	0.0442	Kidney	0.0374
PXD008918	20150904_QEp3_GaPi_SA_ZMU080_con_3	sample_nsaf_matrix.parquet	0.3161	predict_proba	Monocytes	0.308	Bone marrow	0.1282	Lung	0.0576	Kidney	0.0484	Spleen	0.0403
PXD008918	20150910_QEp3_GaPi_SA_ZMU069_Diclo_10uM_3	sample_nsaf_matrix.parquet	0.3537	predict_proba	Monocytes	0.3298	Bone marrow	0.0923	Lung	0.0639	Testis	0.0578	Kidney	0.0553
PXD008933	LQ_HF_20170224_6_3ul_60min_39	sample_nsaf_matrix.parquet	0.0243	shap_penalty1	Ovary	0.3203	Testis	0.0629	Salivary gland	0.0517	Placenta	0.043	Kidney	0.0421
PXD008934	Prosser_1004	sample_nsaf_matrix.parquet	0.251	predict_proba	Heart	0.4656	Ovary	0.0414	Bone marrow	0.0403	Skeletal muscle	0.0369	Esophagus	0.0356
PXD008934	Prosser_1085	sample_nsaf_matrix.parquet	0.2669	predict_proba	Heart	0.5286	Kidney	0.036	Skeletal muscle	0.033	Lung	0.0297	Ovary	0.0297
PXD008934	Prosser_1086	sample_nsaf_matrix.parquet	0.2524	predict_proba	Heart	0.5203	Skeletal muscle	0.0344	Endometrium	0.0326	Ovary	0.032	Bone marrow	0.0318
PXD008934	Prosser_1119	sample_nsaf_matrix.parquet	0.2628	predict_proba	Heart	0.5854	Kidney	0.04	Skeletal muscle	0.0394	Ovary	0.0267	Lung	0.0218
PXD008934	Prosser_1136	sample_nsaf_matrix.parquet	0.2654	predict_proba	Heart	0.5175	Skeletal muscle	0.0406	Lung	0.0381	Ovary	0.0315	Endometrium	0.0278
PXD008934	Prosser_1146	sample_nsaf_matrix.parquet	0.2549	predict_proba	Heart	0.4995	Testis	0.0477	Skeletal muscle	0.0454	Bone marrow	0.0316	Lung	0.0306
PXD008934	Prosser_1195	sample_nsaf_matrix.parquet	0.2552	predict_proba	Heart	0.5788	Skeletal muscle	0.0425	Bone marrow	0.0284	Lung	0.0281	Stomach	0.0225
PXD008934	Prosser_1198	sample_nsaf_matrix.parquet	0.2398	predict_proba	Heart	0.5778	Skeletal muscle	0.0425	Ovary	0.0309	Testis	0.0299	Lung	0.0286
PXD008934	Prosser_1200	sample_nsaf_matrix.parquet	0.2696	predict_proba	Heart	0.633	Lung	0.0277	Skeletal muscle	0.0273	Ovary	0.0272	Testis	0.0242
PXD008934	Prosser_1205	sample_nsaf_matrix.parquet	0.2686	predict_proba	Heart	0.6162	Kidney	0.035	Skeletal muscle	0.0336	Ovary	0.0248	Testis	0.0245
PXD008934	Prosser_1209	sample_nsaf_matrix.parquet	0.23	predict_proba	Heart	0.5607	Skeletal muscle	0.0344	Testis	0.0305	Lung	0.0271	Esophagus	0.0255
PXD008934	Prosser_1228	sample_nsaf_matrix.parquet	0.2828	predict_proba	Heart	0.5863	Skeletal muscle	0.0399	Ovary	0.0326	Kidney	0.0282	Lung	0.0238
PXD008934	Prosser_1273	sample_nsaf_matrix.parquet	0.2393	predict_proba	Heart	0.6031	Skeletal muscle	0.0581	Testis	0.03	Ovary	0.0262	Spleen	0.0234
PXD008934	Prosser_1288	sample_nsaf_matrix.parquet	0.2731	predict_proba	Heart	0.629	Skeletal muscle	0.0349	Kidney	0.0298	Ovary	0.0283	Bone marrow	0.0258
PXD008934	Prosser_1290	sample_nsaf_matrix.parquet	0.2536	predict_proba	Heart	0.5813	Skeletal muscle	0.0401	Kidney	0.0343	Bone marrow	0.0285	Ovary	0.028
PXD008934	Prosser_1304	sample_nsaf_matrix.parquet	0.274	predict_proba	Heart	0.6402	Skeletal muscle	0.0346	Ovary	0.0243	Testis	0.0222	Lung	0.022
PXD008934	Prosser_1311	sample_nsaf_matrix.parquet	0.2561	predict_proba	Heart	0.5446	Skeletal muscle	0.0394	Testis	0.0317	Ovary	0.0308	Kidney	0.0288
PXD008934	Prosser_1320	sample_nsaf_matrix.parquet	0.2445	predict_proba	Heart	0.6161	Ovary	0.0319	Esophagus	0.03	Skeletal muscle	0.0287	Kidney	0.0204
PXD008934	Prosser_1325	sample_nsaf_matrix.parquet	0.2587	predict_proba	Heart	0.6331	Bone marrow	0.0315	Testis	0.0299	Lung	0.0278	Endometrium	0.0239
PXD008934	Prosser_1339	sample_nsaf_matrix.parquet	0.2877	predict_proba	Heart	0.538	Skeletal muscle	0.0351	Ovary	0.0328	Bone marrow	0.0319	Lung	0.0273
PXD008934	Prosser_1356	sample_nsaf_matrix.parquet	0.2673	predict_proba	Heart	0.55	Skeletal muscle	0.0382	Endometrium	0.0306	Ovary	0.0282	Esophagus	0.0244
PXD008934	Prosser_1366	sample_nsaf_matrix.parquet	0.2542	predict_proba	Heart	0.6316	Ovary	0.0286	Lung	0.0278	Skeletal muscle	0.0268	Testis	0.0265
PXD008934	Prosser_1375	sample_nsaf_matrix.parquet	0.2482	predict_proba	Heart	0.5775	Skeletal muscle	0.0444	Lung	0.0274	Bone marrow	0.026	Ovary	0.0241
PXD008934	Prosser_1379	sample_nsaf_matrix.parquet	0.2353	predict_proba	Heart	0.5237	Skeletal muscle	0.0428	Kidney	0.0367	Lung	0.0327	Bone marrow	0.0309
PXD008934	Prosser_1383	sample_nsaf_matrix.parquet	0.2129	predict_proba	Heart	0.5101	Skeletal muscle	0.0503	Ovary	0.0327	Testis	0.03	Lung	0.028
PXD008934	Prosser_1425	sample_nsaf_matrix.parquet	0.2741	predict_proba	Heart	0.6175	Skeletal muscle	0.0401	Ovary	0.0335	Testis	0.0289	Esophagus	0.0235
PXD008934	Prosser_1427	sample_nsaf_matrix.parquet	0.247	predict_proba	Heart	0.6197	Skeletal muscle	0.0604	Kidney	0.03	Ovary	0.0249	Lung	0.0224
PXD008934	Prosser_1462	sample_nsaf_matrix.parquet	0.2221	predict_proba	Heart	0.4119	Kidney	0.0489	Lung	0.0483	Testis	0.0442	Bone marrow	0.0376
PXD008934	Prosser_1467	sample_nsaf_matrix.parquet	0.2515	predict_proba	Heart	0.5893	Skeletal muscle	0.0429	Ovary	0.0295	Lung	0.0264	Bone marrow	0.0241
PXD008934	Prosser_1472	sample_nsaf_matrix.parquet	0.2686	predict_proba	Heart	0.5584	Skeletal muscle	0.0378	Ovary	0.0364	Bone marrow	0.0291	Kidney	0.0279
PXD008934	Prosser_1510	sample_nsaf_matrix.parquet	0.282	predict_proba	Heart	0.5625	Skeletal muscle	0.0447	Bone marrow	0.0296	Kidney	0.0295	Ovary	0.0269
PXD008934	Prosser_1535	sample_nsaf_matrix.parquet	0.2643	predict_proba	Heart	0.6599	Skeletal muscle	0.0362	Ovary	0.0306	Esophagus	0.0273	Lung	0.0206
PXD008934	Prosser_1602	sample_nsaf_matrix.parquet	0.2524	predict_proba	Heart	0.5804	Liver	0.0533	Ovary	0.0342	Skeletal muscle	0.0325	Lung	0.0302
PXD008934	Prosser_1605	sample_nsaf_matrix.parquet	0.2363	predict_proba	Heart	0.6197	Skeletal muscle	0.0401	Ovary	0.0286	Testis	0.026	Lung	0.0241
PXD008992	5942	sample_nsaf_matrix.parquet	0.3843	predict_proba	Small intestine	0.4261	Duodenum	0.2549	Liver	0.089	Colon	0.0689	Rectum	0.0352
PXD008992	5943	sample_nsaf_matrix.parquet	0.3787	predict_proba	Small intestine	0.354	Duodenum	0.3107	Colon	0.0881	Liver	0.0513	Rectum	0.0249
PXD008992	5947	sample_nsaf_matrix.parquet	0.3827	predict_proba	Small intestine	0.3104	Duodenum	0.2415	Colon	0.1315	Kidney	0.0298	Lung	0.0293
PXD008992	5949	sample_nsaf_matrix.parquet	0.428	predict_proba	Small intestine	0.4089	Duodenum	0.289	Colon	0.0637	Stomach	0.0413	Liver	0.0271
PXD008992	5950	sample_nsaf_matrix.parquet	0.423	predict_proba	Small intestine	0.3923	Duodenum	0.2803	Colon	0.0843	Stomach	0.04	Rectum	0.0313
PXD008992	5951	sample_nsaf_matrix.parquet	0.4325	predict_proba	Small intestine	0.3774	Duodenum	0.2983	Colon	0.0724	Rectum	0.045	Kidney	0.0324
PXD008992	5960	sample_nsaf_matrix.parquet	0.4114	predict_proba	Small intestine	0.5281	Duodenum	0.2542	Liver	0.0591	Colon	0.0556	Tonsil	0.0158
PXD008992	5961	sample_nsaf_matrix.parquet	0.4053	predict_proba	Small intestine	0.5251	Duodenum	0.2335	Liver	0.082	Colon	0.0411	Kidney	0.0169
PXD008992	5962	sample_nsaf_matrix.parquet	0.4128	predict_proba	Small intestine	0.5235	Duodenum	0.2126	Liver	0.0874	Colon	0.0416	Kidney	0.0174
PXD008992	5964	sample_nsaf_matrix.parquet	0.3661	predict_proba	Small intestine	0.3508	Duodenum	0.2956	Liver	0.0826	Colon	0.0659	Kidney	0.0403
PXD008992	5965	sample_nsaf_matrix.parquet	0.3594	predict_proba	Small intestine	0.3114	Duodenum	0.2905	Colon	0.1058	Liver	0.0412	Kidney	0.0394
PXD008992	5969	sample_nsaf_matrix.parquet	0.3123	predict_proba	Small intestine	0.4596	Duodenum	0.2312	Colon	0.082	Liver	0.0314	Stomach	0.0257
PXD008992	5970	sample_nsaf_matrix.parquet	0.3076	predict_proba	Small intestine	0.4636	Duodenum	0.259	Colon	0.0787	Liver	0.027	Stomach	0.0231
PXD008992	5973	sample_nsaf_matrix.parquet	0.2721	predict_proba	Small intestine	0.5272	Duodenum	0.1814	Colon	0.0866	Liver	0.032	Kidney	0.0284
PXD008992	5974	sample_nsaf_matrix.parquet	0.2761	predict_proba	Small intestine	0.4993	Duodenum	0.1662	Colon	0.095	Liver	0.0511	Nasal Polyps	0.0353
PXD008992	P100	sample_nsaf_matrix.parquet	0.3594	predict_proba	Small intestine	0.3766	Duodenum	0.2562	Colon	0.1072	Rectum	0.0364	Testis	0.0268
PXD008992	P101	sample_nsaf_matrix.parquet	0.3603	predict_proba	Small intestine	0.452	Duodenum	0.2394	Colon	0.0878	Liver	0.042	Parotid gland	0.0211
PXD008992	P103	sample_nsaf_matrix.parquet	0.337	predict_proba	Small intestine	0.429	Duodenum	0.2355	Colon	0.0827	Liver	0.0312	Testis	0.0305
PXD008992	P104	sample_nsaf_matrix.parquet	0.3333	predict_proba	Small intestine	0.4704	Duodenum	0.22	Colon	0.1038	Liver	0.0374	Rectum	0.0275
PXD008992	P105	sample_nsaf_matrix.parquet	0.3333	predict_proba	Small intestine	0.5044	Duodenum	0.2945	Colon	0.0735	Liver	0.029	Testis	0.0225
PXD008992	P114	sample_nsaf_matrix.parquet	0.2527	predict_proba	Small intestine	0.458	Duodenum	0.2268	Colon	0.0762	Liver	0.0365	Nasal Polyps	0.0316
PXD008992	P115	sample_nsaf_matrix.parquet	0.247	predict_proba	Small intestine	0.4914	Duodenum	0.2167	Colon	0.0651	Nasal Polyps	0.0368	Liver	0.0323
PXD008992	P116	sample_nsaf_matrix.parquet	0.2432	predict_proba	Small intestine	0.4967	Duodenum	0.2359	Colon	0.077	Kidney	0.0255	Liver	0.0239
PXD008992	P124	sample_nsaf_matrix.parquet	0.3178	predict_proba	Small intestine	0.4048	Duodenum	0.2384	Colon	0.1443	Rectum	0.0322	Liver	0.0263
PXD008992	P125	sample_nsaf_matrix.parquet	0.3144	predict_proba	Small intestine	0.4336	Duodenum	0.2179	Colon	0.1274	Nasal Polyps	0.0421	Rectum	0.0252
PXD008992	P126	sample_nsaf_matrix.parquet	0.3203	predict_proba	Small intestine	0.3618	Duodenum	0.2506	Colon	0.1387	Nasal Polyps	0.0368	Rectum	0.0297
PXD008992	P22	sample_nsaf_matrix.parquet	0.4116	predict_proba	Small intestine	0.3677	Duodenum	0.2201	Colon	0.1305	Rectum	0.0379	Liver	0.0313
PXD008992	P23	sample_nsaf_matrix.parquet	0.3892	predict_proba	Small intestine	0.3245	Duodenum	0.3062	Colon	0.108	Liver	0.0284	Rectum	0.0249
PXD008992	P24	sample_nsaf_matrix.parquet	0.3942	predict_proba	Small intestine	0.4255	Duodenum	0.2963	Colon	0.0938	Liver	0.0254	Rectum	0.022
