model,arm,agent,field,n_pxds,unknown_rate
gemma4_31b,S3,TechnicalAgent,mass_analyzer,30,0.06666666666666667
gemma4_31b,S3,TechnicalAgent,ptm,30,0.23333333333333334
gemma4_31b,S3,TechnicalAgent,reduction_concentration,30,0.4
gemma4_31b,S3,TechnicalAgent,reduction_reagent,30,0.3
gemma4_31b,S4,BiologicalAgent,BMI,30,0.9666666666666667
gemma4_31b,S4,BiologicalAgent,age,30,0.7
gemma4_31b,S4,BiologicalAgent,anatomic_site_tumor,30,1.0
gemma4_31b,S4,BiologicalAgent,cell_line,30,0.7
gemma4_31b,S4,BiologicalAgent,cell_type,30,0.6
gemma4_31b,S4,BiologicalAgent,developmental_stage,30,0.6
gemma4_31b,S4,BiologicalAgent,disease_state,30,0.06666666666666667
gemma4_31b,S4,BiologicalAgent,ethnicity,30,1.0
gemma4_31b,S4,BiologicalAgent,material_type,30,0.0
gemma4_31b,S4,BiologicalAgent,sample_source,30,0.0
gemma4_31b,S4,BiologicalAgent,sex,30,0.6666666666666666
gemma4_31b,S4,BiologicalAgent,species,30,0.0
gemma4_31b,S4,BiologicalAgent,strain,30,0.5
gemma4_31b,S4,BiologicalAgent,tissue,30,0.3
gemma4_31b,S4,ExperimentalDesignAgent,biological_replicate,30,0.3
gemma4_31b,S4,ExperimentalDesignAgent,experimental_design,30,0.06666666666666667
gemma4_31b,S4,ExperimentalDesignAgent,factor_value,30,0.06666666666666667
gemma4_31b,S4,ExperimentalDesignAgent,number_of_biological_replicates,30,0.0
gemma4_31b,S4,ExperimentalDesignAgent,number_of_fractions,30,0.0
gemma4_31b,S4,ExperimentalDesignAgent,number_of_samples,30,0.26666666666666666
gemma4_31b,S4,ExperimentalDesignAgent,number_of_technical_replicates,30,0.43333333333333335
gemma4_31b,S4,ExperimentalDesignAgent,technical_replicate,30,0.5666666666666667
gemma4_31b,S4,ExperimentalDesignAgent,technology_type,30,0.03333333333333333
gemma4_31b,S4,TechnicalAgent,acquisition_method,30,0.4
gemma4_31b,S4,TechnicalAgent,alkylation_concentration,30,0.5
gemma4_31b,S4,TechnicalAgent,alkylation_reagent,30,0.4
gemma4_31b,S4,TechnicalAgent,cleavage_agent,30,0.1
gemma4_31b,S4,TechnicalAgent,collision_energy,30,0.4
gemma4_31b,S4,TechnicalAgent,enrichment_method,30,0.6
gemma4_31b,S4,TechnicalAgent,fractionation_method,30,0.6
gemma4_31b,S4,TechnicalAgent,fragmentation_method,30,0.43333333333333335
gemma4_31b,S4,TechnicalAgent,instrument,30,0.06666666666666667
gemma4_31b,S4,TechnicalAgent,ionization_type,30,0.43333333333333335
gemma4_31b,S4,TechnicalAgent,labeling,30,0.0
gemma4_31b,S4,TechnicalAgent,mass_analyzer,30,0.06666666666666667
gemma4_31b,S4,TechnicalAgent,ptm,30,0.23333333333333334
gemma4_31b,S4,TechnicalAgent,reduction_concentration,30,0.4
gemma4_31b,S4,TechnicalAgent,reduction_reagent,30,0.3
gemma4_31b,S5,BiologicalAgent,BMI,30,0.9666666666666667
gemma4_31b,S5,BiologicalAgent,age,30,0.7
gemma4_31b,S5,BiologicalAgent,anatomic_site_tumor,30,1.0
gemma4_31b,S5,BiologicalAgent,cell_line,30,0.7
gemma4_31b,S5,BiologicalAgent,cell_type,30,0.5666666666666667
gemma4_31b,S5,BiologicalAgent,developmental_stage,30,0.5666666666666667
gemma4_31b,S5,BiologicalAgent,disease_state,30,0.03333333333333333
gemma4_31b,S5,BiologicalAgent,ethnicity,30,1.0
gemma4_31b,S5,BiologicalAgent,material_type,30,0.0
gemma4_31b,S5,BiologicalAgent,sample_source,30,0.0
gemma4_31b,S5,BiologicalAgent,sex,30,0.6666666666666666
gemma4_31b,S5,BiologicalAgent,species,30,0.0
gemma4_31b,S5,BiologicalAgent,strain,30,0.5
gemma4_31b,S5,BiologicalAgent,tissue,30,0.3
gemma4_31b,S5,ExperimentalDesignAgent,biological_replicate,30,0.3
gemma4_31b,S5,ExperimentalDesignAgent,experimental_design,30,0.1
gemma4_31b,S5,ExperimentalDesignAgent,factor_value,30,0.06666666666666667
gemma4_31b,S5,ExperimentalDesignAgent,number_of_biological_replicates,30,0.0
gemma4_31b,S5,ExperimentalDesignAgent,number_of_fractions,30,0.0
gemma4_31b,S5,ExperimentalDesignAgent,number_of_samples,30,0.26666666666666666
gemma4_31b,S5,ExperimentalDesignAgent,number_of_technical_replicates,30,0.4
gemma4_31b,S5,ExperimentalDesignAgent,technical_replicate,30,0.5666666666666667
gemma4_31b,S5,ExperimentalDesignAgent,technology_type,30,0.03333333333333333
gemma4_31b,S5,TechnicalAgent,acquisition_method,30,0.4
gemma4_31b,S5,TechnicalAgent,alkylation_concentration,30,0.5
gemma4_31b,S5,TechnicalAgent,alkylation_reagent,30,0.4
gemma4_31b,S5,TechnicalAgent,cleavage_agent,30,0.1
gemma4_31b,S5,TechnicalAgent,collision_energy,30,0.4
gemma4_31b,S5,TechnicalAgent,enrichment_method,30,0.6
gemma4_31b,S5,TechnicalAgent,fractionation_method,30,0.5666666666666667
gemma4_31b,S5,TechnicalAgent,fragmentation_method,30,0.43333333333333335
gemma4_31b,S5,TechnicalAgent,instrument,30,0.06666666666666667
gemma4_31b,S5,TechnicalAgent,ionization_type,30,0.43333333333333335
gemma4_31b,S5,TechnicalAgent,labeling,30,0.0
gemma4_31b,S5,TechnicalAgent,mass_analyzer,30,0.06666666666666667
gemma4_31b,S5,TechnicalAgent,ptm,30,0.23333333333333334
gemma4_31b,S5,TechnicalAgent,reduction_concentration,30,0.4
gemma4_31b,S5,TechnicalAgent,reduction_reagent,30,0.3
glm4_7,S0,BiologicalAgent,BMI,30,1.0
glm4_7,S0,BiologicalAgent,age,30,0.9
glm4_7,S0,BiologicalAgent,anatomic_site_tumor,30,1.0
glm4_7,S0,BiologicalAgent,cell_line,30,0.9666666666666667
glm4_7,S0,BiologicalAgent,cell_type,30,0.9666666666666667
glm4_7,S0,BiologicalAgent,developmental_stage,30,0.9666666666666667
glm4_7,S0,BiologicalAgent,disease_state,30,1.0
glm4_7,S0,BiologicalAgent,ethnicity,30,1.0
glm4_7,S0,BiologicalAgent,material_type,30,1.0
glm4_7,S0,BiologicalAgent,sample_source,30,1.0
glm4_7,S0,BiologicalAgent,sex,30,0.9
glm4_7,S0,BiologicalAgent,species,30,0.7
glm4_7,S0,BiologicalAgent,strain,30,0.7333333333333333
glm4_7,S0,BiologicalAgent,tissue,30,0.8333333333333334
glm4_7,S0,ExperimentalDesignAgent,biological_replicate,30,0.9666666666666667
glm4_7,S0,ExperimentalDesignAgent,experimental_design,30,1.0
glm4_7,S0,ExperimentalDesignAgent,factor_value,30,1.0
glm4_7,S0,ExperimentalDesignAgent,number_of_biological_replicates,30,0.9333333333333333
glm4_7,S0,ExperimentalDesignAgent,number_of_fractions,30,0.9
glm4_7,S0,ExperimentalDesignAgent,number_of_samples,30,1.0
glm4_7,S0,ExperimentalDesignAgent,number_of_technical_replicates,30,1.0
glm4_7,S0,ExperimentalDesignAgent,technical_replicate,30,0.9666666666666667
glm4_7,S0,ExperimentalDesignAgent,technology_type,30,1.0
glm4_7,S0,TechnicalAgent,acquisition_method,30,0.8333333333333334
glm4_7,S0,TechnicalAgent,alkylation_concentration,30,1.0
glm4_7,S0,TechnicalAgent,alkylation_reagent,30,0.8333333333333334
glm4_7,S0,TechnicalAgent,cleavage_agent,30,0.7
glm4_7,S0,TechnicalAgent,collision_energy,30,0.8333333333333334
glm4_7,S0,TechnicalAgent,enrichment_method,30,0.8666666666666667
glm4_7,S0,TechnicalAgent,fractionation_method,30,0.9
glm4_7,S0,TechnicalAgent,fragmentation_method,30,0.8
glm4_7,S0,TechnicalAgent,instrument,30,0.7
glm4_7,S0,TechnicalAgent,ionization_type,30,0.8666666666666667
glm4_7,S0,TechnicalAgent,labeling,30,0.9333333333333333
glm4_7,S0,TechnicalAgent,mass_analyzer,30,0.9
glm4_7,S0,TechnicalAgent,ptm,30,0.9
glm4_7,S0,TechnicalAgent,reduction_concentration,30,1.0
glm4_7,S0,TechnicalAgent,reduction_reagent,30,0.8333333333333334
glm4_7,S1,BiologicalAgent,BMI,30,0.9666666666666667
glm4_7,S1,BiologicalAgent,age,30,0.7666666666666667
glm4_7,S1,BiologicalAgent,anatomic_site_tumor,30,1.0
glm4_7,S1,BiologicalAgent,cell_line,30,0.7333333333333333
glm4_7,S1,BiologicalAgent,cell_type,30,0.7
glm4_7,S1,BiologicalAgent,developmental_stage,30,0.8
glm4_7,S1,BiologicalAgent,disease_state,30,0.6
glm4_7,S1,BiologicalAgent,ethnicity,30,1.0
glm4_7,S1,BiologicalAgent,material_type,30,0.6666666666666666
glm4_7,S1,BiologicalAgent,sample_source,30,0.6333333333333333
glm4_7,S1,BiologicalAgent,sex,30,0.7
glm4_7,S1,BiologicalAgent,species,30,0.0
glm4_7,S1,BiologicalAgent,strain,30,0.4666666666666667
glm4_7,S1,BiologicalAgent,tissue,30,0.43333333333333335
glm4_7,S1,ExperimentalDesignAgent,biological_replicate,30,1.0
glm4_7,S1,ExperimentalDesignAgent,experimental_design,30,0.9333333333333333
glm4_7,S1,ExperimentalDesignAgent,factor_value,30,0.9333333333333333
glm4_7,S1,ExperimentalDesignAgent,number_of_biological_replicates,30,0.6
glm4_7,S1,ExperimentalDesignAgent,number_of_fractions,30,0.6333333333333333
glm4_7,S1,ExperimentalDesignAgent,number_of_samples,30,0.7
glm4_7,S1,ExperimentalDesignAgent,number_of_technical_replicates,30,0.8
glm4_7,S1,ExperimentalDesignAgent,technical_replicate,30,1.0
glm4_7,S1,ExperimentalDesignAgent,technology_type,30,0.03333333333333333
glm4_7,S1,TechnicalAgent,acquisition_method,30,0.4
glm4_7,S1,TechnicalAgent,alkylation_concentration,30,0.5666666666666667
glm4_7,S1,TechnicalAgent,alkylation_reagent,30,0.3333333333333333
glm4_7,S1,TechnicalAgent,cleavage_agent,30,0.1
glm4_7,S1,TechnicalAgent,collision_energy,30,0.4
glm4_7,S1,TechnicalAgent,enrichment_method,30,0.6666666666666666
glm4_7,S1,TechnicalAgent,fractionation_method,30,0.5
glm4_7,S1,TechnicalAgent,fragmentation_method,30,0.43333333333333335
glm4_7,S1,TechnicalAgent,instrument,30,0.03333333333333333
glm4_7,S1,TechnicalAgent,ionization_type,30,0.5666666666666667
glm4_7,S1,TechnicalAgent,labeling,30,0.43333333333333335
glm4_7,S1,TechnicalAgent,mass_analyzer,30,0.4
glm4_7,S1,TechnicalAgent,ptm,30,0.36666666666666664
glm4_7,S1,TechnicalAgent,reduction_concentration,30,0.4666666666666667
glm4_7,S1,TechnicalAgent,reduction_reagent,30,0.36666666666666664
glm4_7,S2,BiologicalAgent,BMI,30,1.0
glm4_7,S2,BiologicalAgent,age,30,0.8
glm4_7,S2,BiologicalAgent,anatomic_site_tumor,30,1.0
glm4_7,S2,BiologicalAgent,cell_line,30,0.8
glm4_7,S2,BiologicalAgent,cell_type,30,0.6
glm4_7,S2,BiologicalAgent,developmental_stage,30,0.9
glm4_7,S2,BiologicalAgent,disease_state,30,0.06666666666666667
glm4_7,S2,BiologicalAgent,ethnicity,30,1.0
glm4_7,S2,BiologicalAgent,material_type,30,0.03333333333333333
glm4_7,S2,BiologicalAgent,sample_source,30,0.0
glm4_7,S2,BiologicalAgent,sex,30,0.7
glm4_7,S2,BiologicalAgent,species,30,0.03333333333333333
glm4_7,S2,BiologicalAgent,strain,30,0.5333333333333333
glm4_7,S2,BiologicalAgent,tissue,30,0.3333333333333333
glm4_7,S2,ExperimentalDesignAgent,biological_replicate,30,0.6666666666666666
glm4_7,S2,ExperimentalDesignAgent,experimental_design,30,0.13333333333333333
glm4_7,S2,ExperimentalDesignAgent,factor_value,30,0.13333333333333333
glm4_7,S2,ExperimentalDesignAgent,number_of_biological_replicates,30,0.0
glm4_7,S2,ExperimentalDesignAgent,number_of_fractions,30,0.0
glm4_7,S2,ExperimentalDesignAgent,number_of_samples,30,0.2
glm4_7,S2,ExperimentalDesignAgent,number_of_technical_replicates,30,0.06666666666666667
glm4_7,S2,ExperimentalDesignAgent,technical_replicate,30,0.5666666666666667
glm4_7,S2,ExperimentalDesignAgent,technology_type,30,0.03333333333333333
glm4_7,S2,TechnicalAgent,acquisition_method,30,0.26666666666666666
glm4_7,S2,TechnicalAgent,alkylation_concentration,30,0.5
glm4_7,S2,TechnicalAgent,alkylation_reagent,30,0.4
glm4_7,S2,TechnicalAgent,cleavage_agent,30,0.1
glm4_7,S2,TechnicalAgent,collision_energy,30,0.4
glm4_7,S2,TechnicalAgent,enrichment_method,30,0.7666666666666667
glm4_7,S2,TechnicalAgent,fractionation_method,30,0.5333333333333333
glm4_7,S2,TechnicalAgent,fragmentation_method,30,0.4
glm4_7,S2,TechnicalAgent,instrument,30,0.06666666666666667
glm4_7,S2,TechnicalAgent,ionization_type,30,0.5333333333333333
glm4_7,S2,TechnicalAgent,labeling,30,0.0
glm4_7,S2,TechnicalAgent,mass_analyzer,30,0.06666666666666667
glm4_7,S2,TechnicalAgent,ptm,30,0.3
glm4_7,S2,TechnicalAgent,reduction_concentration,30,0.4
glm4_7,S2,TechnicalAgent,reduction_reagent,30,0.3
glm4_7,S3,BiologicalAgent,BMI,30,1.0
glm4_7,S3,BiologicalAgent,age,30,0.8
glm4_7,S3,BiologicalAgent,anatomic_site_tumor,30,1.0
glm4_7,S3,BiologicalAgent,cell_line,30,0.8
glm4_7,S3,BiologicalAgent,cell_type,30,0.6
glm4_7,S3,BiologicalAgent,developmental_stage,30,0.9
glm4_7,S3,BiologicalAgent,disease_state,30,0.03333333333333333
glm4_7,S3,BiologicalAgent,ethnicity,30,1.0
glm4_7,S3,BiologicalAgent,material_type,30,0.0
glm4_7,S3,BiologicalAgent,sample_source,30,0.0
glm4_7,S3,BiologicalAgent,sex,30,0.7
glm4_7,S3,BiologicalAgent,species,30,0.03333333333333333
glm4_7,S3,BiologicalAgent,strain,30,0.5
glm4_7,S3,BiologicalAgent,tissue,30,0.3333333333333333
glm4_7,S3,ExperimentalDesignAgent,biological_replicate,30,0.6666666666666666
glm4_7,S3,ExperimentalDesignAgent,experimental_design,30,0.13333333333333333
glm4_7,S3,ExperimentalDesignAgent,factor_value,30,0.13333333333333333
glm4_7,S3,ExperimentalDesignAgent,number_of_biological_replicates,30,0.0
glm4_7,S3,ExperimentalDesignAgent,number_of_fractions,30,0.03333333333333333
glm4_7,S3,ExperimentalDesignAgent,number_of_samples,30,0.2
glm4_7,S3,ExperimentalDesignAgent,number_of_technical_replicates,30,0.06666666666666667
glm4_7,S3,ExperimentalDesignAgent,technical_replicate,30,0.5
glm4_7,S3,ExperimentalDesignAgent,technology_type,30,0.03333333333333333
glm4_7,S3,TechnicalAgent,acquisition_method,30,0.26666666666666666
glm4_7,S3,TechnicalAgent,alkylation_concentration,30,0.5
glm4_7,S3,TechnicalAgent,alkylation_reagent,30,0.4
glm4_7,S3,TechnicalAgent,cleavage_agent,30,0.1
glm4_7,S3,TechnicalAgent,collision_energy,30,0.4
glm4_7,S3,TechnicalAgent,enrichment_method,30,0.7666666666666667
glm4_7,S3,TechnicalAgent,fractionation_method,30,0.5333333333333333
glm4_7,S3,TechnicalAgent,fragmentation_method,30,0.4
glm4_7,S3,TechnicalAgent,instrument,30,0.06666666666666667
glm4_7,S3,TechnicalAgent,ionization_type,30,0.5333333333333333
glm4_7,S3,TechnicalAgent,labeling,30,0.0
glm4_7,S3,TechnicalAgent,mass_analyzer,30,0.06666666666666667
glm4_7,S3,TechnicalAgent,ptm,30,0.26666666666666666
glm4_7,S3,TechnicalAgent,reduction_concentration,30,0.4
glm4_7,S3,TechnicalAgent,reduction_reagent,30,0.3
glm4_7,S4,BiologicalAgent,BMI,30,1.0
glm4_7,S4,BiologicalAgent,age,30,0.8
glm4_7,S4,BiologicalAgent,anatomic_site_tumor,30,1.0
glm4_7,S4,BiologicalAgent,cell_line,30,0.8
glm4_7,S4,BiologicalAgent,cell_type,30,0.6
glm4_7,S4,BiologicalAgent,developmental_stage,30,0.9
glm4_7,S4,BiologicalAgent,disease_state,30,0.0
glm4_7,S4,BiologicalAgent,ethnicity,30,1.0
glm4_7,S4,BiologicalAgent,material_type,30,0.0
glm4_7,S4,BiologicalAgent,sample_source,30,0.0
glm4_7,S4,BiologicalAgent,sex,30,0.7
glm4_7,S4,BiologicalAgent,species,30,0.03333333333333333
glm4_7,S4,BiologicalAgent,strain,30,0.4666666666666667
glm4_7,S4,BiologicalAgent,tissue,30,0.3333333333333333
glm4_7,S4,ExperimentalDesignAgent,biological_replicate,30,0.6666666666666666
glm4_7,S4,ExperimentalDesignAgent,experimental_design,30,0.13333333333333333
glm4_7,S4,ExperimentalDesignAgent,factor_value,30,0.13333333333333333
glm4_7,S4,ExperimentalDesignAgent,number_of_biological_replicates,30,0.0
glm4_7,S4,ExperimentalDesignAgent,number_of_fractions,30,0.03333333333333333
glm4_7,S4,ExperimentalDesignAgent,number_of_samples,30,0.16666666666666666
glm4_7,S4,ExperimentalDesignAgent,number_of_technical_replicates,30,0.03333333333333333
glm4_7,S4,ExperimentalDesignAgent,technical_replicate,30,0.5333333333333333
glm4_7,S4,ExperimentalDesignAgent,technology_type,30,0.03333333333333333
glm4_7,S4,TechnicalAgent,acquisition_method,30,0.26666666666666666
glm4_7,S4,TechnicalAgent,alkylation_concentration,30,0.5
glm4_7,S4,TechnicalAgent,alkylation_reagent,30,0.4
glm4_7,S4,TechnicalAgent,cleavage_agent,30,0.1
glm4_7,S4,TechnicalAgent,collision_energy,30,0.4
glm4_7,S4,TechnicalAgent,enrichment_method,30,0.7666666666666667
glm4_7,S4,TechnicalAgent,fractionation_method,30,0.5333333333333333
glm4_7,S4,TechnicalAgent,fragmentation_method,30,0.4
glm4_7,S4,TechnicalAgent,instrument,30,0.06666666666666667
glm4_7,S4,TechnicalAgent,ionization_type,30,0.5333333333333333
glm4_7,S4,TechnicalAgent,labeling,30,0.0
glm4_7,S4,TechnicalAgent,mass_analyzer,30,0.06666666666666667
glm4_7,S4,TechnicalAgent,ptm,30,0.26666666666666666
glm4_7,S4,TechnicalAgent,reduction_concentration,30,0.36666666666666664
glm4_7,S4,TechnicalAgent,reduction_reagent,30,0.3
glm4_7,S5,BiologicalAgent,BMI,30,1.0
glm4_7,S5,BiologicalAgent,age,30,0.8
glm4_7,S5,BiologicalAgent,anatomic_site_tumor,30,1.0
glm4_7,S5,BiologicalAgent,cell_line,30,0.8
glm4_7,S5,BiologicalAgent,cell_type,30,0.6
glm4_7,S5,BiologicalAgent,developmental_stage,30,0.9
glm4_7,S5,BiologicalAgent,disease_state,30,0.03333333333333333
glm4_7,S5,BiologicalAgent,ethnicity,30,1.0
glm4_7,S5,BiologicalAgent,material_type,30,0.0
glm4_7,S5,BiologicalAgent,sample_source,30,0.0
glm4_7,S5,BiologicalAgent,sex,30,0.7
glm4_7,S5,BiologicalAgent,species,30,0.03333333333333333
glm4_7,S5,BiologicalAgent,strain,30,0.5
glm4_7,S5,BiologicalAgent,tissue,30,0.3
glm4_7,S5,ExperimentalDesignAgent,biological_replicate,30,0.6666666666666666
glm4_7,S5,ExperimentalDesignAgent,experimental_design,30,0.13333333333333333
glm4_7,S5,ExperimentalDesignAgent,factor_value,30,0.13333333333333333
glm4_7,S5,ExperimentalDesignAgent,number_of_biological_replicates,30,0.0
glm4_7,S5,ExperimentalDesignAgent,number_of_fractions,30,0.0
glm4_7,S5,ExperimentalDesignAgent,number_of_samples,30,0.16666666666666666
glm4_7,S5,ExperimentalDesignAgent,number_of_technical_replicates,30,0.03333333333333333
glm4_7,S5,ExperimentalDesignAgent,technical_replicate,30,0.5
glm4_7,S5,ExperimentalDesignAgent,technology_type,30,0.03333333333333333
glm4_7,S5,TechnicalAgent,acquisition_method,30,0.26666666666666666
glm4_7,S5,TechnicalAgent,alkylation_concentration,30,0.5
glm4_7,S5,TechnicalAgent,alkylation_reagent,30,0.4
glm4_7,S5,TechnicalAgent,cleavage_agent,30,0.1
glm4_7,S5,TechnicalAgent,collision_energy,30,0.4
glm4_7,S5,TechnicalAgent,enrichment_method,30,0.7666666666666667
glm4_7,S5,TechnicalAgent,fractionation_method,30,0.5333333333333333
glm4_7,S5,TechnicalAgent,fragmentation_method,30,0.4
glm4_7,S5,TechnicalAgent,instrument,30,0.06666666666666667
glm4_7,S5,TechnicalAgent,ionization_type,30,0.5333333333333333
glm4_7,S5,TechnicalAgent,labeling,30,0.0
glm4_7,S5,TechnicalAgent,mass_analyzer,30,0.06666666666666667
glm4_7,S5,TechnicalAgent,ptm,30,0.26666666666666666
glm4_7,S5,TechnicalAgent,reduction_concentration,30,0.36666666666666664
glm4_7,S5,TechnicalAgent,reduction_reagent,30,0.3
