pxd,cohort,field,kind,score,category,old_values,new_values
PXD057672,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""6""]","[""6""]"
PXD057672,with_methods,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD057760,abstract_only,technology_type,lin,0.147143800803445,disagree,"[""tmt-tails""]","[""bottom-up proteomics"", ""data-dependent acquisition"", ""shotgun proteomics"", ""tails"", ""thermal proteome profiling""]"
PXD057848,with_methods,biological_replicate,numeric,0.0,agree,"[""25 rygb patients""]","[""25""]"
PXD057848,with_methods,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD057848,with_methods,factor_value,lin,0.0,disagree,"[""pre- and post-surgery""]","[""pre vs post surgery""]"
PXD057848,with_methods,number_of_fractions,numeric,0.0,agree,"[""15""]","[""15""]"
PXD057848,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""25""]","[""25""]"
PXD057848,with_methods,number_of_samples,numeric,0.0,agree,"[""50""]","[""50""]"
PXD057848,with_methods,technology_type,lin,0.6956164073570735,partial,"[""data-independent acquisition""]","[""bottom-up proteomics""]"
PXD058014,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD058014,abstract_only,factor_value,lin,0.0,disagree,"[""hpv-negative""]","[""tumor budding""]"
PXD058014,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""ms-based proteomics""]","[""bottom-up proteomics""]"
PXD058156,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD058156,with_methods,factor_value,lin,0.0,disagree,"[""tmz treatment""]","[""control vs aggregation""]"
PXD058292,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD058292,abstract_only,factor_value,lin,0.5432588082446895,partial,"[""cs640"", ""staurosporine""]","[""dmso"", ""probe"", ""staurosporine""]"
PXD058292,abstract_only,technology_type,lin,1.0,agree,"[""limited proteolysis coupled to mass spectrometry""]","[""data-independent acquisition"", ""limited proteolysis coupled to mass spectrometry""]"
PXD058373,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-independent acquisition""]"
PXD058471,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD058471,abstract_only,factor_value,lin,0.0,disagree,"[""camkk2 inhibition""]","[""dmso"", ""sgc-camkk2-1"", ""sgc-camkk2-1n""]"
PXD058471,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""data-dependent acquisition"", ""data-independent acquisition""]"
PXD058618,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD058618,with_methods,factor_value,lin,0.14166523978967743,disagree,"[""untagged usp18, 6hf-isg15""]","[""usp18 alone vs usp18 with isg15""]"
PXD058618,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD058618,with_methods,number_of_samples,numeric,0.0,agree,"[""3""]","[""3""]"
PXD058618,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD058709,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD058709,abstract_only,factor_value,lin,1.5579146559050186e-05,disagree,"[""genotype and treatment""]","[""iso or saline"", ""ppp2r5a genotype""]"
PXD058709,abstract_only,technology_type,lin,1.0,agree,"[""quantitative phosphoproteomics""]","[""bottom-up proteomics""]"
PXD058785,with_methods,technology_type,lin,0.6956164073570735,partial,"[""bottom-up proteomics""]","[""data-independent acquisition""]"
PXD058882,with_methods,experimental_design,exact,1.0,agree,"[""cross-sectional""]","[""cross-sectional""]"
PXD058882,with_methods,factor_value,lin,0.0,disagree,"[""gestational time point""]","[""second trimester vs full term""]"
PXD058882,with_methods,number_of_biological_replicates,numeric,3.0,disagree,"[""6""]","[""3""]"
PXD058882,with_methods,number_of_samples,numeric,0.0,agree,"[""12""]","[""12""]"
PXD058882,with_methods,technology_type,lin,0.7048782110399869,partial,"[""dia mass spectrometry"", ""label-free proteomics""]","[""bottom-up proteomics"", ""data-independent acquisition""]"
PXD059419,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD059419,with_methods,technology_type,lin,0.9887877665394377,partial,"[""bottom-up proteomics"", ""shotgun proteomics"", ""targeted proteomics""]","[""bottom-up proteomics""]"
PXD059552,abstract_only,technology_type,lin,1.0,agree,"[""mass spectrometry-based proteomics""]","[""shotgun proteomics""]"
PXD059661,abstract_only,technology_type,lin,0.9123541525414538,partial,"[""data-independent acquisition mass spectrometry""]","[""data-dependent acquisition"", ""data-independent acquisition""]"
PXD059828,abstract_only,technology_type,lin,0.4748406056606574,disagree,"[""quantitative mass spectrometry""]","[""bottom-up proteomics""]"
PXD059964,with_methods,biological_replicate,numeric,,,"[""secondary-generation mammospheres""]","[""3""]"
PXD059964,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD059964,with_methods,factor_value,lin,,,"[""untreated (control, c) or treated with globular adiponectin 5 \u03bcg/ml""]","[""adiponectin""]"
PXD059964,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD060034,with_methods,biological_replicate,numeric,0.0,agree,"[""5""]","[""5""]"
PXD060034,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD060034,with_methods,factor_value,lin,1.6103177644059342e-05,disagree,"[""capn15 genotype""]","[""genotype""]"
PXD060034,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""5""]","[""5""]"
PXD060034,with_methods,number_of_samples,numeric,0.0,agree,"[""10""]","[""10""]"
PXD060034,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""bottom-up proteomics"", ""shotgun proteomics""]"
PXD060126,with_methods,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD060126,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD060126,with_methods,technology_type,lin,0.9663632996183132,partial,"[""lc-ms/ms phospho-/proteomics""]","[""bottom-up proteomics""]"
PXD060307,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD060307,with_methods,factor_value,lin,0.5711428833073425,partial,"[""hyperoxia vs normoxia"", ""male vs female""]","[""hyperoxia vs normoxia""]"
PXD060307,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD060307,with_methods,number_of_samples,numeric,6.0,disagree,"[""6""]","[""12""]"
PXD060307,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD060653,abstract_only,biological_replicate,numeric,0.0,agree,"[""94""]","[""94""]"
PXD060653,abstract_only,experimental_design,exact,1.0,agree,"[""cross-sectional""]","[""cross-sectional""]"
PXD060653,abstract_only,factor_value,lin,0.0,disagree,"[""alcohol consumption"", ""sex"", ""smoking history""]","[""alcohol consumption, smoking history, and sex""]"
PXD060653,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""94""]","[""94""]"
PXD060653,abstract_only,number_of_samples,numeric,0.0,agree,"[""94""]","[""94""]"
PXD060653,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD060786,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""time course""]"
PXD060786,with_methods,number_of_fractions,numeric,0.0,agree,"[""11""]","[""11""]"
PXD060786,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD060844,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD060898,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD060898,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD060976,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]"
PXD061161,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD061161,abstract_only,factor_value,lin,,,"[""wildtype vs atxn2l-null""]","[""wildtype vs atxn2l-null""]"
PXD061161,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD061276,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD061276,with_methods,factor_value,lin,,,"[""lps and poly(i:c) vs untreated""]","[""lps stimulation"", ""poly(i:c) stimulation"", ""untreated control""]"
PXD061276,with_methods,number_of_fractions,numeric,0.0,agree,"[""6""]","[""6""]"
PXD061276,with_methods,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD061404,with_methods,biological_replicate,numeric,0.0,agree,"[""3"", ""4""]","[""3"", ""5""]"
PXD061404,with_methods,technical_replicate,numeric,0.0,agree,"[""2"", ""3""]","[""2"", ""3""]"
PXD061404,with_methods,experimental_design,exact,1.0,agree,"[""case vs control"", ""treated vs control""]","[""case vs control"", ""treated vs control""]"
PXD061404,with_methods,factor_value,lin,0.35857141094859685,disagree,"[""aml vs healthy"", ""crenolanib/hpi-1 treatment""]","[""disease state"", ""treatment""]"
PXD061404,with_methods,number_of_fractions,numeric,0.0,agree,"[""24"", ""30""]","[""24"", ""30""]"
PXD061404,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""2"", ""3""]","[""3""]"
PXD061404,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3"", ""5""]","[""3"", ""5""]"
PXD061404,with_methods,number_of_samples,numeric,0.0,agree,"[""13"", ""18""]","[""18"", ""9""]"
PXD061404,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""tmt""]"
PXD061565,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""time course"", ""treated vs control""]"
PXD061565,abstract_only,factor_value,lin,,,"[""a485 treatment time""]","[""0 hours"", ""12 hours"", ""6 hours"", ""a485"", ""dmso""]"
PXD061565,abstract_only,technology_type,lin,0.9130020666102265,partial,"[""mass spectrometry analysis""]","[""bottom-up proteomics"", ""lc-faims-ms/ms"", ""shotgun proteomics""]"
PXD061609,abstract_only,factor_value,lin,1.0,agree,"[""tissue type""]","[""tissue""]"
PXD061609,abstract_only,number_of_samples,numeric,0.0,agree,"[""10""]","[""10""]"
PXD061609,abstract_only,technology_type,lin,1.0,agree,"[""tmtpro-based quantitative mass spectrometry""]","[""tmtpro-based quantitative mass spectrometry""]"
PXD061694,abstract_only,experimental_design,exact,0.0,disagree,"[""time course""]","[""case vs control""]"
PXD061694,abstract_only,factor_value,lin,1.0,agree,"[""severe dengue vs non-severe dengue""]","[""severe dengue vs non-severe dengue""]"
PXD061694,abstract_only,number_of_biological_replicates,numeric,113.0,disagree,"[""124""]","[""11""]"
PXD061694,abstract_only,number_of_samples,numeric,113.0,disagree,"[""124""]","[""11""]"
PXD061694,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""bottom-up proteomics""]"
PXD061797,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD061797,abstract_only,factor_value,lin,1.0,agree,"[""time""]","[""time""]"
PXD061797,abstract_only,number_of_biological_replicates,numeric,12.0,disagree,"[""3""]","[""15""]"
PXD061797,abstract_only,technology_type,lin,0.6956164073570735,partial,"[""bottom-up proteomics""]","[""data-independent acquisition""]"
PXD061865,abstract_only,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""bottom-up proteomics""]"
PXD061981,abstract_only,number_of_samples,numeric,0.0,agree,"[""500""]","[""500""]"
PXD061981,abstract_only,technology_type,lin,0.6956164073570735,partial,"[""bottom-up proteomics""]","[""data-dependent acquisition"", ""data-independent acquisition""]"
PXD062441,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD062628,abstract_only,technology_type,lin,1.0,agree,"[""glycoproteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD062870,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""mass spectrometry-based proteomics""]","[""bottom-up proteomics""]"
PXD063024,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD063283,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD063283,abstract_only,factor_value,lin,1.4627150416106068e-05,disagree,"[""rheumatoid arthritis status""]","[""rheumatoid factor status""]"
PXD063283,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]"
PXD063955,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD063955,with_methods,factor_value,lin,,,"[""imp treatment""]","[""imp vs control""]"
PXD063955,with_methods,technology_type,lin,0.9663632996183132,partial,"[""proteomics and phosphoproteomics by isobaric labelling""]","[""bottom-up proteomics""]"
PXD064007,abstract_only,experimental_design,exact,1.0,agree,"[""dose response""]","[""dose response""]"
PXD064007,abstract_only,factor_value,lin,0.0,disagree,"[""vandetanib""]","[""vandetanib dose""]"
PXD064007,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD064125,with_methods,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD064125,with_methods,factor_value,lin,1.0,agree,"[""day 1 vs day 4""]","[""day 1 vs day 4""]"
PXD064125,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""333""]","[""333""]"
PXD064125,with_methods,number_of_samples,numeric,0.0,agree,"[""545""]","[""545""]"
PXD064125,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-independent acquisition""]"
PXD064265,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD064265,abstract_only,factor_value,lin,1.0,agree,"[""ad vs non-ad""]","[""ad vs non-ad""]"
PXD064265,abstract_only,technology_type,lin,,,"[""plexdia""]","[""bottom-up proteomics""]"
PXD064523,with_methods,biological_replicate,numeric,22.0,disagree,"[""10""]","[""32""]"
PXD064523,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""cross-sectional""]"
PXD064523,with_methods,factor_value,lin,0.19613061927131065,disagree,"[""tumor vs non-tumor""]","[""acute rejection"", ""borderline rejection"", ""no rejection""]"
PXD064523,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""32""]","[""32""]"
PXD064523,with_methods,number_of_samples,numeric,0.0,agree,"[""32""]","[""32""]"
PXD064523,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD064671,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD064671,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD064671,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD064671,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD064671,with_methods,number_of_samples,numeric,6.0,disagree,"[""6""]","[""12""]"
PXD064671,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""data-dependent acquisition"", ""shotgun proteomics""]"
PXD064844,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD064844,abstract_only,factor_value,lin,0.0,disagree,"[""high vs low centrifugation""]","[""high centrifugation vs low centrifugation""]"
PXD064844,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD065024,abstract_only,experimental_design,exact,0.0,disagree,"[""longitudinal""]","[""time course""]"
PXD065024,abstract_only,factor_value,lin,1.0,agree,"[""survivors vs non-survivors""]","[""survivorship""]"
PXD065024,abstract_only,number_of_samples,numeric,97.0,disagree,"[""134""]","[""37""]"
PXD065024,abstract_only,technology_type,lin,1.0,agree,"[""glycoproteomics""]","[""bottom-up proteomics"", ""shotgun proteomics""]"
PXD065424,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD065993,with_methods,biological_replicate,numeric,,,"[""4""]","[""3-week-old whole arabidopsis plants""]"
PXD065993,with_methods,experimental_design,exact,1.0,agree,"[""time course"", ""treated vs control""]","[""treated vs control""]"
PXD065993,with_methods,factor_value,lin,1.0,agree,"[""dark vs low light"", ""wt vs 2cpab""]","[""dark vs low light"", ""wt vs 2cpab""]"
PXD065993,with_methods,number_of_fractions,numeric,0.0,agree,"[""14""]","[""14""]"
PXD065993,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""4""]","[""4""]"
PXD065993,with_methods,number_of_samples,numeric,8.0,disagree,"[""24""]","[""16""]"
PXD065993,with_methods,technology_type,lin,0.83216253657321,partial,"[""bottom-up proteomics"", ""redox proteomics""]","[""bottom-up proteomics""]"
PXD066557,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD066557,abstract_only,factor_value,lin,1.0,agree,"[""vaccinated vs unvaccinated""]","[""vaccinated vs unvaccinated""]"
PXD066557,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""bottom-up proteomics""]"
PXD066888,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD066888,abstract_only,factor_value,lin,,,"[""fplc vs fplc-his""]","[""fplc vs fplc and his tagged tgfbi""]"
PXD066888,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD067193,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD067193,with_methods,technical_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD067193,with_methods,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD067193,with_methods,factor_value,lin,,,"[""lrmda wild-type vs knockout""]","[""lrmda ko vs wild-type""]"
PXD067193,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD067193,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD067193,with_methods,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD067324,abstract_only,technology_type,lin,0.00038980014301611093,disagree,"[""crosslinking mass spectrometry""]","[""chemical cross-linking coupled with mass spectrometry proteomics"", ""data-dependent acquisition""]"
PXD068388,with_methods,biological_replicate,numeric,,,"[""yeast strain""]","[""2"", ""3"", ""4""]"
PXD068388,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD068388,with_methods,factor_value,lin,,,"[""mistranslating trna variants vs empty vector control""]","[""empty vector control"", ""mistranslating trna variants""]"
PXD068388,with_methods,number_of_biological_replicates,numeric,2.0,disagree,"[""6""]","[""1"", ""4""]"
PXD068388,with_methods,number_of_samples,numeric,0.0,agree,"[""24""]","[""24""]"
PXD068388,with_methods,technology_type,lin,0.4899773841566295,disagree,"[""dda-ms"", ""dia-ms""]","[""bottom-up proteomics"", ""data-dependent acquisition"", ""data-independent acquisition""]"
PXD068581,abstract_only,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""bottom-up proteomics""]"
PXD068982,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD068982,abstract_only,factor_value,lin,0.9305405928207298,partial,"[""ovarian cancer vs healthy""]","[""ovarian cancer vs not pathological""]"
PXD068982,abstract_only,technology_type,lin,0.8326566138472078,partial,"[""ultrasensitive proteomics""]","[""data-independent acquisition"", ""dda-shotgun proteomics"", ""lc-ms/ms""]"
PXD070339,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD070339,abstract_only,factor_value,lin,1.0,agree,"[""lean vs obese""]","[""lean vs obese""]"
PXD070339,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD001017,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD001017,abstract_only,factor_value,lin,1.0,agree,"[""adriamycin treatment""]","[""adriamycin treatment""]"
PXD001017,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""quantitative proteomics""]","[""shotgun proteomics""]"
PXD001327,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD001420,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD001420,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""targeted proteomics""]","[""shotgun proteomics""]"
PXD001574,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD001574,abstract_only,factor_value,lin,,,"[""control vs egf-stimulated""]","[""control vs egf-stimulated""]"
PXD001574,abstract_only,technology_type,lin,0.0003945309329985463,disagree,"[""itraq""]","[""shotgun proteomics""]"
PXD002014,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD002014,with_methods,factor_value,lin,0.19806447080618841,disagree,"[""degraded vs intact""]","[""tissue status (degraded or intact)""]"
PXD002014,with_methods,number_of_biological_replicates,numeric,1.0,partial,"[""12""]","[""11""]"
PXD002014,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics"", ""spectrum counting"", ""tmt""]"
PXD002436,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD002825,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD002825,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD002825,with_methods,factor_value,lin,0.0,disagree,"[""treatment, gene knockdown""]","[""cisplatin treatment, isg15 knockdown""]"
PXD002825,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD002825,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""top-down proteomics""]"
PXD003086,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD003086,abstract_only,factor_value,lin,0.0,disagree,"[""cigarette smoke""]","[""cigarette smoke condensate vs no treatment""]"
PXD003086,abstract_only,technology_type,lin,0.4081038546166392,disagree,"[""stable isotopic labeling with amino acids in cell culture-based quantitative proteomic analysis""]","[""shotgun proteomics""]"
PXD003295,with_methods,biological_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD003295,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD003295,with_methods,factor_value,lin,,,"[""normal hsaecs, tgf\u03b2 induced mesenchymal hsaecs, normal hsaecs treated with tnf\u03b1 for 1 h, and mesenchymal hsaecs treated with tnf\u03b1 for 1 h""]","[""treatment, genotype, condition""]"
PXD003295,with_methods,number_of_fractions,numeric,0.0,agree,"[""60""]","[""60""]"
PXD003295,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD003295,with_methods,number_of_samples,numeric,0.0,agree,"[""8""]","[""8""]"
PXD003295,with_methods,technology_type,lin,1.0,agree,"[""itraq labeled bottom-up proteomics""]","[""shotgun proteomics""]"
PXD003409,abstract_only,technology_type,lin,1.0,agree,"[""bottom up proteomics""]","[""bottom-up proteomics""]"
PXD003417,abstract_only,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD003417,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD003417,abstract_only,factor_value,lin,0.0,disagree,"[""inflammation""]","[""il-1b stimulation vs control""]"
PXD003417,abstract_only,number_of_fractions,numeric,0.0,agree,"[""3""]","[""3""]"
PXD003417,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD003417,abstract_only,number_of_samples,numeric,3.0,disagree,"[""6""]","[""9""]"
PXD003417,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD003657,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD003657,with_methods,factor_value,lin,,,"[""milk diet vs dairy-free diet""]","[""dairy products vs milk-free diet""]"
PXD003657,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""6""]","[""6""]"
PXD003657,with_methods,number_of_samples,numeric,0.0,agree,"[""12""]","[""12""]"
PXD003657,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD003977,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD004355,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD004682,with_methods,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""tumor vs adjacent lung tissue""]"
PXD004682,with_methods,factor_value,lin,,,"[""tumor vs adjacent lung tissue""]","[""tumor vs adjacent lung tissue""]"
PXD005055,with_methods,biological_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD005055,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD005055,with_methods,factor_value,lin,1.0,agree,"[""hyperthermia""]","[""hyperthermia""]"
PXD005055,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD005055,with_methods,number_of_samples,numeric,4.0,disagree,"[""8""]","[""4""]"
PXD005055,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD005323,with_methods,biological_replicate,numeric,1.0,partial,"[""3""]","[""2""]"
PXD005323,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD005323,with_methods,factor_value,lin,0.0,disagree,"[""polysaccharide-treated""]","[""normal vs vcp2-treated""]"
PXD005323,with_methods,number_of_fractions,numeric,0.0,agree,"[""10""]","[""10""]"
PXD005323,with_methods,number_of_biological_replicates,numeric,1.0,partial,"[""3""]","[""2""]"
PXD005323,with_methods,number_of_samples,numeric,2.0,disagree,"[""6""]","[""4""]"
PXD005323,with_methods,technology_type,lin,0.0003945309329985463,disagree,"[""itraq""]","[""shotgun proteomics""]"
PXD005554,with_methods,biological_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD005554,with_methods,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD005554,with_methods,factor_value,lin,1.0,agree,"[""tumor vs non-tumor""]","[""tumor vs normal""]"
PXD005554,with_methods,number_of_fractions,numeric,0.0,agree,"[""15""]","[""15""]"
PXD005554,with_methods,number_of_biological_replicates,numeric,2.0,disagree,"[""4""]","[""2""]"
PXD005554,with_methods,number_of_samples,numeric,4.0,disagree,"[""4""]","[""8""]"
PXD005554,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
