pxd,cohort,agent,field,old_values,new_values,lin,string_identical
PXD005154,with_methods,BiologicalAgent,disease_state,"[""liver cancer""]","[""hepatocellular carcinoma""]",0.8772175071636904,False
PXD005154,with_methods,BiologicalAgent,cell_line,"[""hepg2""]","[""hepg2""]",1.0,True
PXD005354,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD005354,with_methods,BiologicalAgent,tissue,"[""colorectum""]","[""colon"", ""rectum""]",0.638077545641335,False
PXD005354,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""cancer cell""]",0.0,False
PXD005354,with_methods,BiologicalAgent,disease_state,"[""colorectal cancer""]","[""colon cancer"", ""rectum cancer""]",0.9357871671763712,False
PXD005590,with_methods,BiologicalAgent,species,"[""escherichia coli"", ""homo sapiens""]","[""e. coli"", ""homo sapiens""]",1.0,False
PXD005590,with_methods,BiologicalAgent,tissue,"[""pancreas""]","[""pancreas""]",1.0,True
PXD005590,with_methods,BiologicalAgent,cell_type,"[""pancreatic ductal adenocarcinoma cell""]","[""epithelial cell""]",0.4986183235482724,False
PXD005590,with_methods,BiologicalAgent,disease_state,"[""pancreatic adenocarcinoma""]","[""pancreatic cancer""]",0.94809722148151,False
PXD005590,with_methods,BiologicalAgent,cell_line,"[""mia paca-2"", ""panc-1""]","[""mia paca-2"", ""panc-1""]",1.0,True
PXD006179,abstract_only,BiologicalAgent,cell_type,"[""endothelial cell""]","[""microvascular endothelium""]",0.23650057478998926,False
PXD006179,abstract_only,BiologicalAgent,disease_state,"[""fibrosis""]","[""normal""]",0.4275564078284449,False
PXD006371,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD006576,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD006576,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD006576,abstract_only,BiologicalAgent,cell_type,"[""b cells""]","[""b cell""]",1.0,False
PXD006576,abstract_only,BiologicalAgent,disease_state,"[""chronic lymphocytic leukemia""]","[""chronic lymphocytic leukemia"", ""normal""]",1.0,False
PXD006576,abstract_only,BiologicalAgent,cell_line,"[""jvm-13""]","[""jvm-13""]",1.0,True
PXD006675,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD006675,with_methods,BiologicalAgent,tissue,"[""arteria mammaria interna"", ""heart"", ""subcutaneous fat""]","[""arteria mammaria interna"", ""atrium"", ""heart"", ""subcutaneous fat""]",1.0,False
PXD006675,with_methods,BiologicalAgent,cell_type,"[""adipose fibroblasts"", ""cardiac fibroblasts"", ""endothelial cells"", ""smooth muscle cells""]","[""endothelial cell"", ""fibroblast"", ""smooth muscle cell""]",0.9218089136983936,False
PXD006675,with_methods,BiologicalAgent,disease_state,"[""atrial fibrillation"", ""normal""]","[""atrial fibrillation"", ""normal""]",1.0,True
PXD006788,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD006788,with_methods,BiologicalAgent,tissue,"[""cervix""]","[""cervix""]",,True
PXD006788,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""cervical epithelial cell""]",0.8769187091504953,False
PXD006788,with_methods,BiologicalAgent,disease_state,"[""cervical adenocarcinoma""]","[""cervical adenocarcinoma""]",1.0,True
PXD006788,with_methods,BiologicalAgent,cell_line,"[""hela""]","[""hela""]",1.0,True
PXD007049,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""homo sapiens""]",0.0,False
PXD007049,abstract_only,BiologicalAgent,cell_type,"[""mammalian cells"", ""schwann cells""]","[""epithelial cell""]",0.7739625124016505,False
PXD007049,abstract_only,BiologicalAgent,disease_state,"[""familial schwannomatosis"", ""noonan syndrome""]","[""normal""]",0.05770121625821801,False
PXD007160,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD007160,with_methods,BiologicalAgent,tissue,"[""anterior cingulate gyrus"", ""frontal cortex""]","[""brain""]",0.4858655351890432,False
PXD007160,with_methods,BiologicalAgent,disease_state,"[""alzheimer\u2019s disease"", ""co-morbid ad/pd"", ""healthy control"", ""parkinson disease""]","[""alzheimer's disease"", ""parkinson's disease""]",0.7241542360549352,False
PXD007515,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD007515,abstract_only,BiologicalAgent,tissue,"[""testis""]","[""testis""]",1.0,True
PXD007515,abstract_only,BiologicalAgent,cell_type,"[""male germ cells"", ""spermatozoa""]","[""male germ cells""]",1.0,False
PXD007515,abstract_only,BiologicalAgent,disease_state,"[""male infertility""]","[""normal""]",0.06906540840973052,False
PXD007671,with_methods,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens"", ""mus musculus""]",1.0,True
PXD007671,with_methods,BiologicalAgent,tissue,"[""breast""]","[""breast""]",1.0,True
PXD007671,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell""]",1.0,True
PXD007671,with_methods,BiologicalAgent,disease_state,"[""breast cancer""]","[""breast cancer"", ""breast carcinoma""]",1.0,False
PXD007671,with_methods,BiologicalAgent,cell_line,"[""hek293t"", ""lm2"", ""mcf7"", ""mda-mb-231""]","[""hek293t"", ""lm2"", ""mcf7"", ""mda-mb-231"", ""mef"", ""pkm2 ko""]",1.0,False
PXD007744,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD007744,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD007744,abstract_only,BiologicalAgent,cell_type,"[""conventional cd4+ t (tconv) cells"", ""regulatory t (treg) cells""]","[""cd4+ t cell"", ""cd4+ t lymphocyte""]",0.8627095925034818,False
PXD007873,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD007873,abstract_only,BiologicalAgent,tissue,"[""brain""]","[""brain""]",1.0,True
PXD007873,abstract_only,BiologicalAgent,cell_type,"[""neurons""]","[""neuron""]",1.0,False
PXD007873,abstract_only,BiologicalAgent,disease_state,"[""amyotrophic lateral sclerosis"", ""frontotemporal lobar degeneration""]","[""als"", ""ftld""]",0.5,False
PXD008115,with_methods,BiologicalAgent,species,"[""escherichia coli"", ""homo sapiens"", ""rattus norvegicus""]","[""homo sapiens""]",0.3333333333333333,False
PXD008115,with_methods,BiologicalAgent,disease_state,"[""cervical adenocarcinoma"", ""normal""]","[""normal""]",0.5312922743990557,False
PXD008115,with_methods,BiologicalAgent,cell_line,"[""hap-1"", ""hela"", ""sf9""]","[""hap-1"", ""hek293"", ""hela""]",1.0,False
PXD008205,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD008205,with_methods,BiologicalAgent,tissue,"[""heart""]","[""heart""]",1.0,True
PXD008205,with_methods,BiologicalAgent,cell_type,"[""cardiomyocyte""]","[""cardiomyocyte""]",1.0,True
PXD008205,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD008381,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD008381,with_methods,BiologicalAgent,cell_line,"[""k052""]","[""k052""]",,True
PXD008601,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD008601,with_methods,BiologicalAgent,tissue,"[""dental calculus"", ""supragingival plaque""]","[""dental plaque""]",0.5006576684384607,False
PXD008601,with_methods,BiologicalAgent,cell_type,"[""dental calculus"", ""supragingival plaque""]","[""dental plaque""]",0.0,False
PXD008723,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD008723,with_methods,BiologicalAgent,tissue,"[""cervix""]","[""cervix""]",,True
PXD008723,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell""]",1.0,True
PXD008723,with_methods,BiologicalAgent,disease_state,"[""cervical cancer"", ""normal""]","[""cervical squamous cell cancer"", ""normal""]",0.9438937050167626,False
PXD008723,with_methods,BiologicalAgent,cell_line,"[""hek293"", ""hela"", ""u87""]","[""hek293"", ""hela"", ""u87""]",1.0,True
PXD008933,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD008933,abstract_only,BiologicalAgent,cell_type,"[""t cell""]","[""t lymphocyte""]",1.0,False
PXD008996,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD008996,with_methods,BiologicalAgent,tissue,"[""skin""]","[""skin""]",1.0,True
PXD008996,with_methods,BiologicalAgent,cell_type,"[""epidermoid carcinoma cell""]","[""epithelial cell""]",0.6883044466721963,False
PXD008996,with_methods,BiologicalAgent,disease_state,"[""epidermoid carcinoma""]","[""carcinoma""]",0.8166377631605086,False
PXD008996,with_methods,BiologicalAgent,cell_line,"[""a431""]","[""a431""]",1.0,True
PXD009112,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD009112,with_methods,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD009112,with_methods,BiologicalAgent,cell_type,"[""cd8+ t cells"", ""melanoma cell""]","[""pbmc"", ""t cell""]",0.47575606683576777,False
PXD009112,with_methods,BiologicalAgent,disease_state,"[""normal"", ""systemic lupus""]","[""normal"", ""systemic lupus erythematosus""]",1.0,False
PXD009112,with_methods,BiologicalAgent,cell_line,"[""a375"", ""hek293""]","[""a375"", ""hek293""]",1.0,True
PXD009181,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD009181,with_methods,BiologicalAgent,tissue,"[""blood"", ""kidney"", ""skin""]","[""blood"", ""kidney"", ""melanoma""]",0.7400470892189243,False
PXD009181,with_methods,BiologicalAgent,cell_type,"[""kidney epithelial cell"", ""t cell""]","[""cd8+ t cells"", ""epithelial cell"", ""pbmc""]",0.8104522492287627,False
PXD009181,with_methods,BiologicalAgent,disease_state,"[""melanoma"", ""normal"", ""sle""]","[""melanoma"", ""sle""]",0.6889456048342559,False
PXD009181,with_methods,BiologicalAgent,cell_line,"[""a375"", ""hek293""]","[""a375"", ""hek293""]",1.0,True
PXD009265,with_methods,BiologicalAgent,species,"[""escherichia coli"", ""homo sapiens"", ""plasmodium falciparum""]","[""escherichia coli"", ""homo sapiens"", ""plasmodium falciparum""]",1.0,True
PXD009265,with_methods,BiologicalAgent,tissue,"[""adrenal gland""]","[""adrenal gland""]",1.0,True
PXD009265,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD009310,abstract_only,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens""]",0.5,False
PXD009310,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD009310,abstract_only,BiologicalAgent,cell_type,"[""platelet""]","[""platelet""]",1.0,True
PXD009310,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD009444,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD009444,abstract_only,BiologicalAgent,tissue,"[""brain"", ""cervix"", ""lung""]","[""brain"", ""cervix"", ""lung""]",1.0,True
PXD009444,abstract_only,BiologicalAgent,cell_type,"[""epithelial cell"", ""neural cell""]","[""cervical epithelial cell"", ""lung epithelial cell"", ""neuronal cell""]",0.9384593545752477,False
PXD009444,abstract_only,BiologicalAgent,disease_state,"[""cervical adenocarcinoma"", ""lung adenocarcinoma""]","[""normal""]",0.06223899096781489,False
PXD009444,abstract_only,BiologicalAgent,cell_line,"[""a549"", ""hela"", ""shsy5y""]","[""a549"", ""hela"", ""shsy5y""]",1.0,True
PXD009553,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD009553,with_methods,BiologicalAgent,tissue,"[""breast""]","[""breast""]",1.0,True
PXD009553,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""breast epithelial cell""]",1.0,False
PXD009553,with_methods,BiologicalAgent,disease_state,"[""normal"", ""triple negative breast cancer""]","[""breast cancer""]",0.4174764375937069,False
PXD009553,with_methods,BiologicalAgent,cell_line,"[""mcf-10a"", ""mcf-12a"", ""mda-mb-231"", ""mda-mb-468""]","[""mcf-10a"", ""mcf-12a"", ""mda-mb-231"", ""mda-mb-468""]",1.0,True
PXD009596,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD009596,with_methods,BiologicalAgent,tissue,"[""cervix""]","[""cervix""]",,True
PXD009596,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD009716,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD009716,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood plasma""]",0.8952405931341462,False
PXD009784,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD009784,abstract_only,BiologicalAgent,tissue,"[""kidney""]","[""kidney""]",1.0,True
PXD009784,abstract_only,BiologicalAgent,disease_state,"[""end-stage renal disease"", ""nephronophthisis"", ""nephronophthisis-related ciliopathy""]","[""nephronophthisis""]",0.5574363118938476,False
PXD009868,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD009868,abstract_only,BiologicalAgent,tissue,"[""bone""]","[""bone"", ""prostate""]",,False
PXD009868,abstract_only,BiologicalAgent,disease_state,"[""prostate cancer""]","[""prostate adenocarcinoma""]",0.8852514388699717,False
PXD009917,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD009917,abstract_only,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell""]",1.0,True
PXD009917,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""lung adenocarcinoma""]",0.06189343313751849,False
PXD010005,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD010122,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD010202,with_methods,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens""]",0.5,False
PXD010202,with_methods,BiologicalAgent,tissue,"[""kidney""]","[""cervix""]",0.0,False
PXD010202,with_methods,BiologicalAgent,cell_type,"[""embryonic stem cell"", ""epithelial cell""]","[""epithelial cell""]",0.6317962038533356,False
PXD010202,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""cervical adenocarcinoma"", ""cervical cancer""]",0.06580369820027723,False
PXD010202,with_methods,BiologicalAgent,cell_line,"[""hek293"", ""hk cells"", ""mouse escs""]","[""hela""]",0.1231513619656417,False
PXD010361,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""escherichia coli"", ""homo sapiens""]",1.0,False
PXD010361,with_methods,BiologicalAgent,tissue,"[""gut""]","[""gut""]",,True
PXD010361,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell"", ""neutrophil""]",1.0,False
PXD010361,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""enterohaemorrhagic e. coli infection"", ""normal""]",1.0,False
PXD010361,with_methods,BiologicalAgent,cell_line,"[""caco-2/tc-7"", ""hela""]","[""caco-2/tc-7"", ""hela""]",1.0,True
PXD010690,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD010690,abstract_only,BiologicalAgent,tissue,"[""brain""]","[""brain""]",1.0,True
PXD010690,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD010941,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD010941,with_methods,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD010941,with_methods,BiologicalAgent,cell_type,"[""t cell""]","[""t cell""]",1.0,True
PXD010941,with_methods,BiologicalAgent,disease_state,"[""t-cell lymphoma""]","[""acute t cell leukemia""]",0.706764602100245,False
PXD010941,with_methods,BiologicalAgent,cell_line,"[""jurkat""]","[""jurkat""]",1.0,True
PXD011146,abstract_only,BiologicalAgent,tissue,"[""breast"", ""mammary""]","[""breast""]",0.9707602822880177,False
PXD011146,abstract_only,BiologicalAgent,cell_type,"[""mammary epithelial cell"", ""triple negative breast cancer cell""]","[""epithelial cell""]",1.0,False
PXD011146,abstract_only,BiologicalAgent,disease_state,"[""triple negative breast cancer""]","[""breast cancer""]",0.7668223791565913,False
PXD011301,with_methods,BiologicalAgent,species,"[""escherichia coli"", ""homo sapiens""]","[""homo sapiens""]",0.5,False
PXD011301,with_methods,BiologicalAgent,tissue,"[""kidney""]","[""kidney""]",1.0,True
PXD011301,with_methods,BiologicalAgent,cell_type,"[""kidney cell""]","[""epithelial cell""]",0.7149016239776539,False
PXD011301,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD011301,with_methods,BiologicalAgent,cell_line,"[""hek293t""]","[""hek293t""]",1.0,True
PXD011839,with_methods,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens""]",0.5,False
PXD011839,with_methods,BiologicalAgent,tissue,"[""liver""]","[""blood""]",0.058749057994850855,False
PXD011839,with_methods,BiologicalAgent,disease_state,"[""cirrhosis"", ""non-alcoholic fatty liver disease""]","[""cirrhosis"", ""nafld"", ""t2d""]",1.0,False
PXD016199,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD016199,with_methods,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD016199,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD020192,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD020192,abstract_only,BiologicalAgent,tissue,"[""cerebrospinal fluid"", ""cervical vaginal fluid"", ""nipple aspirate fluid"", ""seminal plasma"", ""sweat"", ""synovial fluid"", ""tissues and organs"", ""urine""]","[""bone marrow"", ""brain"", ""colon"", ""heart"", ""kidney"", ""liver"", ""lung"", ""lymph node"", ""placenta"", ""skin"", ""spleen"", ""testis""]",0.11567199662454086,False
PXD020192,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD029400,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD029400,with_methods,BiologicalAgent,cell_type,"[""fibroblast""]","[""fibroblast"", ""fibroblasts"", ""primary cell""]",1.0,False
PXD029400,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD029400,with_methods,BiologicalAgent,cell_line,"[""gm00038"", ""gm05381"", ""gm05399"", ""gm08680""]","[""gm00038"", ""gm05381"", ""gm05399"", ""gm08680""]",1.0,True
PXD037340,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD037340,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""disease free""]",0.06580369820027723,False
PXD046497,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD046497,with_methods,BiologicalAgent,cell_type,"[""epithelial cell"", ""kidney cell""]","[""epithelial cell"", ""kidney epithelial cell""]",0.9938818060004829,False
PXD046497,with_methods,BiologicalAgent,cell_line,"[""hek293t"", ""hela""]","[""hek293t""]",0.5,False
PXD046582,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD046582,abstract_only,BiologicalAgent,tissue,"[""nerve""]","[""nerve cord""]",0.30643734766108,False
PXD046582,abstract_only,BiologicalAgent,cell_type,"[""neuron""]","[""neurons""]",1.0,False
PXD046711,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD046711,abstract_only,BiologicalAgent,tissue,"[""skin""]","[""skin""]",1.0,True
PXD046711,abstract_only,BiologicalAgent,disease_state,"[""basal cell carcinoma"", ""cutaneous squamous cell carcinoma""]","[""basal cell carcinoma"", ""squamous cell carcinoma""]",0.9089454018105927,False
PXD046786,with_methods,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens"", ""mus musculus""]",1.0,True
PXD046786,with_methods,BiologicalAgent,tissue,"[""lymph node"", ""spleen"", ""tonsils""]","[""blood"", ""lymph node"", ""spleen"", ""tonsil""]",1.0,False
PXD046786,with_methods,BiologicalAgent,cell_type,"[""t cells""]","[""cd4+ follicular helper t cells (tfh)"", ""cd4+ t cells"", ""healthy t cells"", ""t cell"", ""tfh cells""]",1.0,False
PXD046786,with_methods,BiologicalAgent,disease_state,"[""angioimmunoblastic t-cell lymphoma""]","[""angioimmunoblastic t-cell lymphoma (aitl)"", ""normal""]",1.0,False
PXD046996,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD046996,with_methods,BiologicalAgent,tissue,"[""breast""]","[""breast""]",1.0,True
PXD046996,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell""]",1.0,True
PXD046996,with_methods,BiologicalAgent,disease_state,"[""breast carcinoma""]","[""breast carcinoma""]",1.0,True
PXD046996,with_methods,BiologicalAgent,cell_line,"[""mcf-7 rb1-knockout""]","[""mcf-7""]",0.0,False
PXD047057,abstract_only,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""mus musculus""]",0.5,False
PXD047057,abstract_only,BiologicalAgent,tissue,"[""kidney""]","[""kidney""]",1.0,True
PXD047057,abstract_only,BiologicalAgent,disease_state,"[""chronic kidney disease""]","[""chronic kidney disease"", ""renal fibrosis""]",1.0,False
PXD047134,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD047134,with_methods,BiologicalAgent,tissue,"[""brain""]","[""brain""]",1.0,True
PXD047134,with_methods,BiologicalAgent,disease_state,"[""normal"", ""parkinson\u2019s disease""]","[""normal"", ""parkinson's disease""]",1.0,False
PXD047261,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD047261,abstract_only,BiologicalAgent,tissue,"[""cervix""]","[""cervix""]",,True
PXD047261,abstract_only,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell""]",1.0,True
PXD047261,abstract_only,BiologicalAgent,disease_state,"[""cervical adenocarcinoma""]","[""cervical adenocarcinoma""]",1.0,True
PXD047261,abstract_only,BiologicalAgent,cell_line,"[""hela""]","[""hela""]",1.0,True
PXD047412,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD047412,abstract_only,BiologicalAgent,tissue,"[""white adipose tissue""]","[""white adipose tissue""]",1.0,True
PXD047412,abstract_only,BiologicalAgent,cell_type,"[""adipocytes""]","[""fat cell"", ""preadipocyte""]",1.0,False
PXD047412,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD047528,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD047528,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood plasma""]",0.8952405931341462,False
PXD047528,abstract_only,BiologicalAgent,disease_state,"[""herpes virus"", ""hiv""]","[""herpes virus"", ""hiv-associated neurocognitive disorders (hand)"", ""human immunodeficiency virus (hiv)"", ""normal""]",0.6882790517606159,False
PXD047716,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD047716,abstract_only,BiologicalAgent,tissue,"[""ovary""]","[""ovary""]",1.0,True
PXD047716,abstract_only,BiologicalAgent,cell_type,"[""oocytes""]","[""oocyte""]",1.0,False
PXD047716,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD047936,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD047936,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell""]",1.0,True
PXD047936,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""colon cancer""]",0.0647906575802771,False
PXD047936,with_methods,BiologicalAgent,cell_line,"[""t84""]","[""t84""]",1.0,True
PXD048041,abstract_only,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus"", ""saccharomyces cerevisiae""]","[""mus musculus"", ""saccharomyces cerevisiae""]",0.6666666666666666,False
PXD048393,abstract_only,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""mus musculus""]",0.5,False
PXD048393,abstract_only,BiologicalAgent,tissue,"[""tumor""]","[""spleen""]",,False
PXD048393,abstract_only,BiologicalAgent,cell_type,"[""t cell""]","[""t cell""]",1.0,True
PXD048393,abstract_only,BiologicalAgent,disease_state,"[""solid cancer""]","[""cancer""]",1.0,False
PXD048532,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD048532,abstract_only,BiologicalAgent,disease_state,"[""pancreatic ductal adenocarcinoma""]","[""colorectal cancer"", ""non-small cell lung carcinoma"", ""pancreatic ductal adenocarcinoma""]",1.0,False
PXD048532,abstract_only,BiologicalAgent,cell_line,"[""pdac cell lines""]","[""h358"", ""mia paca-2"", ""sw837""]",0.0,False
PXD048618,abstract_only,BiologicalAgent,species,"[""saccharomyces cerevisiae""]","[""saccharomyces cerevisiae""]",1.0,True
PXD048853,abstract_only,BiologicalAgent,species,"[""arabidopsis""]","[""arabidopsis thaliana""]",1.0,False
PXD048853,abstract_only,BiologicalAgent,tissue,"[""root""]","[""root""]",1.0,True
PXD049087,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD049087,abstract_only,BiologicalAgent,tissue,"[""intestine""]","[""intestine""]",1.0,True
PXD049087,abstract_only,BiologicalAgent,cell_type,"[""intestinal epithelial cell""]","[""intestinal epithelial cell""]",1.0,True
PXD049087,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD049087,abstract_only,BiologicalAgent,cell_line,"[""caco-2""]","[""caco-2""]",1.0,True
PXD049284,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD049284,abstract_only,BiologicalAgent,tissue,"[""lung""]","[""lung""]",1.0,True
PXD049284,abstract_only,BiologicalAgent,cell_type,"[""non-small cell lung cancer cells""]","[""epithelial cell"", ""t cell""]",0.0,False
PXD049284,abstract_only,BiologicalAgent,disease_state,"[""alk-driven lung cancer""]","[""non small cell lung cancer"", ""non-small cell lung carcinoma""]",0.2835422017500223,False
PXD049377,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD049377,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD049377,abstract_only,BiologicalAgent,disease_state,"[""acute respiratory distress syndrome"", ""sepsis""]","[""acute respiratory distress syndrome"", ""sepsis""]",1.0,True
PXD049957,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD049957,abstract_only,BiologicalAgent,tissue,"[""hypothalamus"", ""liver""]","[""liver""]",0.5896770818424559,False
PXD049957,abstract_only,BiologicalAgent,cell_type,"[""hepatocytes"", ""neurons""]","[""hepatocytes""]",0.6538215814103977,False
PXD049957,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD050113,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD050113,abstract_only,BiologicalAgent,tissue,"[""buccal mucosa""]","[""blood plasma"", ""oral mucosa""]",0.04134253010649938,False
