field	raw_value	normalized_to	similarity	count	status
cell_line	LNCaP-AI		0.000	1	unmapped
cell_line	DECR1 KO		0.000	1	unmapped
cell_line	LHCN-M2		0.000	1	unmapped
cell_line	TR146		0.000	1	unmapped
cell_line	High Five cells		0.000	1	unmapped
cell_line	MEG-01		0.000	1	unmapped
cell_line	293T Flp-In T-REx		0.000	1	unmapped
cell_line	L02		0.000	1	unmapped
cell_line	p53 deficient monosomic cell lines		0.000	1	unmapped
cell_line	OVCAR4		0.000	1	unmapped
cell_line	EFO21		0.000	1	unmapped
cell_line	KM155C25		0.000	1	unmapped
cell_line	Nalm-6		0.000	1	unmapped
cell_line	hPDLSCs		0.000	1	unmapped
cell_line	A549-ACE2		0.000	1	unmapped
cell_line	Pa-Tu-8988T		0.000	1	unmapped
cell_line	B16		0.000	1	unmapped
cell_line	Human cell lines		0.000	1	unmapped
cell_line	H522		0.000	1	unmapped
cell_line	hiPSC-derived PDLOs		0.000	1	unmapped
cell_line	HPaSteCs		0.000	1	unmapped
cell_line	HPAF-II		0.000	1	unmapped
cell_line	PL45		0.000	1	unmapped
cell_line	Suit-2		0.000	1	unmapped
cell_line	Capan-2		0.000	1	unmapped
cell_line	Hs766t		0.000	1	unmapped
cell_line	HPDE		0.000	1	unmapped
cell_line	PDAC 1		0.000	1	unmapped
cell_line	PDAC 2		0.000	1	unmapped
cell_line	PDAC 3		0.000	1	unmapped
cell_line	PDAC 4		0.000	1	unmapped
cell_line	PDAC 5		0.000	1	unmapped
cell_line	T-ALL cell lines		0.000	1	unmapped
cell_line	RPTEC/TERT1		0.000	1	unmapped
cell_line	iPSC		0.000	1	unmapped
cell_line	UCLiOO017-A-1		0.000	1	unmapped
cell_line	NB4		0.000	1	unmapped
cell_line	MC/CAR		0.000	1	unmapped
cell_line	CFBE41o-		0.000	1	unmapped
cell_line	MGSO-3		0.000	1	unmapped
cell_line	MACL-1		0.000	1	unmapped
cell_line	MDA-231-MD		0.000	1	unmapped
cell_line	Dan-G		0.000	1	unmapped
cell_line	HuPt-4		0.000	1	unmapped
cell_line	IMIM-PC-1		0.000	1	unmapped
cell_line	Panc-10.05		0.000	1	unmapped
cell_line	Pa-Tu-8998-S		0.000	1	unmapped
cell_line	Pa-Tu-8998-T		0.000	1	unmapped
cell_line	PSN-1		0.000	1	unmapped
cell_line	Flp-In-T-REx		0.000	1	unmapped
cell_line	G401		0.000	1	unmapped
cell_line	Cell culture		0.000	1	unmapped
cell_line	BCBL1		0.000	1	unmapped
cell_line	ESC		0.000	1	unmapped
cell_line	mESCs		0.000	1	unmapped
cell_line	NCI-H358		0.000	1	unmapped
cell_line	LCLC-103H		0.000	1	unmapped
cell_line	EBC-1		0.000	1	unmapped
cell_line	IMMs		0.000	1	unmapped
cell_line	OMM2.5		0.000	1	unmapped
cell_line	TC-71		0.000	1	unmapped
cell_line	IMR-32		0.000	1	unmapped
cell_line	Embryonic brain cortex cell line		0.000	1	unmapped
cell_line	JF-305		0.000	1	unmapped
cell_line	A20		0.000	1	unmapped
cell_line	Stem cell		0.000	1	unmapped
cell_line	MR		0.000	1	unmapped
cell_line	MR-Axl		0.000	1	unmapped
cell_line	HCT-15		0.000	1	unmapped
cell_line	VK2 E6/E7		0.000	1	unmapped
cell_line	T84		0.000	1	unmapped
cell_line	HEK293 Flip-in T-rex		0.000	1	unmapped
cell_line	HGF-1		0.000	1	unmapped
cell_line	M397		0.000	1	unmapped
cell_line	Panc 10.05		0.000	1	unmapped
cell_line	SW1990		0.000	1	unmapped
cell_line	SW837		0.000	1	unmapped
cell_line	TMK1		0.000	1	unmapped
cell_line	SNU601		0.000	1	unmapped
cell_line	N87		0.000	1	unmapped
cell_line	AGS		0.000	1	unmapped
cell_line	AZ521		0.000	1	unmapped
cell_line	SNU1750		0.000	1	unmapped
cell_line	YCC3		0.000	1	unmapped
cell_line	KatoIII		0.000	1	unmapped
cell_line	Ocum1		0.000	1	unmapped
cell_line	AGS‐EBv		0.000	1	unmapped
cell_line	YCCEL1		0.000	1	unmapped
cell_line	NCC24		0.000	1	unmapped
cell_line	SNU719		0.000	1	unmapped
cell_line	iPS cells		0.000	1	unmapped
cell_line	SCC7		0.000	1	unmapped
cell_line	SCC7-M		0.000	1	unmapped
cell_line	KBM7		0.000	1	unmapped
cell_line	cCAFs		0.000	1	unmapped
cell_line	cNFs		0.000	1	unmapped
cell_line	hiPSC		0.000	1	unmapped
cell_line	ALK-positive patient-derived lung cancer cell lines		0.000	1	unmapped
cell_line	CT5-3hTERT		0.000	1	unmapped
cell_line	KPC CAFs		0.000	1	unmapped
cell_line	U343		0.000	1	unmapped
cell_line	hiPSCs		0.000	1	unmapped
cell_line	MDS-L		0.000	1	unmapped
cell_line	AML12		0.000	1	unmapped
cell_line	hESC		0.000	1	unmapped
cell_line	Neuro-2a		0.000	1	unmapped
cell_line	Expi293F		0.000	1	unmapped
cell_line	NIH3t3		0.000	1	unmapped
cell_line	C666		0.000	1	unmapped
cell_line	HK1-Akata		0.000	1	unmapped
cell_line	CNE2-M81		0.000	1	unmapped
cell_line	HREC		0.000	1	unmapped
cell_line	GAMG		0.000	1	unmapped
cell_line	U698M		0.000	1	unmapped
cell_line	A2058		0.000	1	unmapped
cell_line	Mel15 LCL		0.000	1	unmapped
cell_line	Ls-180		0.000	1	unmapped
cell_line	T-rex 293		0.000	1	unmapped
cell_line	MT-2		0.000	1	unmapped
cell_line	Epithelial cell		0.000	1	unmapped
cell_line	GSC		0.000	1	unmapped
cell_line	HT29-MD2		0.000	1	unmapped
cell_line	BOEC		0.000	1	unmapped
cell_line	HCC-1428		0.000	1	unmapped
cell_line	EFM-19		0.000	1	unmapped
cell_line	ZR-75-30		0.000	1	unmapped
cell_line	CAL-1		0.000	1	unmapped
cell_line	MOTN-1		0.000	1	unmapped
cell_line	NKL		0.000	1	unmapped
cell_line	Huh7:HLA-C*01:02		0.000	1	unmapped
cell_line	E14JU		0.000	1	unmapped
cell_line	patient-derived cell lines		0.000	1	unmapped
cell_line	M10G		0.000	1	unmapped
cell_line	E. coli BL21(DE3)		0.000	1	unmapped
cell_line	NIH-3T3		0.000	1	unmapped
cell_line	EpS		0.000	1	unmapped
cell_line	hMSC		0.000	1	unmapped
cell_line	L36-FLAG		0.000	1	unmapped
cell_line	S17-FLAG		0.000	1	unmapped
cell_line	Hipsc cell		0.000	1	unmapped
cell_line	HT1080		0.000	1	unmapped
cell_line	BV173		0.000	1	unmapped
cell_line	MT2		0.000	1	unmapped
cell_line	U-118		0.000	1	unmapped
cell_line	PyMT		0.000	1	unmapped
cell_line	Raji-DCSIGNR		0.000	1	unmapped
cell_line	HTB94		0.000	1	unmapped
cell_line	HEK29T		0.000	1	unmapped
cell_line	Ovarian cancer cell lines		0.000	1	unmapped
cell_line	Acute lymphoblastic leukemia cell lines		0.000	1	unmapped
cell_line	Human amniotic mesenchymal stromal cells		0.000	1	unmapped
cell_line	VPS41KO insulinoma cells		0.000	1	unmapped
cell_line	VPS41KD cells		0.000	1	unmapped
cell_line	Flp-In 293		0.000	1	unmapped
cell_line	CL68		0.000	1	unmapped
cell_line	SCVI-273		0.000	1	unmapped
cell_line	adipose-derived MSCs		0.000	1	unmapped
cell_line	umbilical cord-derived MSCs		0.000	1	unmapped
cell_line	P31/Fuj		0.000	1	unmapped
cell_line	CHO		0.000	1	unmapped
cell_line	NHAC-Kn		0.000	1	unmapped
cell_line	SCC25		0.000	1	unmapped
cell_line	glioblastoma stem cell lines		0.000	1	unmapped
cell_line	P493-6		0.000	1	unmapped
cell_line	4T1		0.000	1	unmapped
cell_line	MCF10A AT		0.000	1	unmapped
cell_line	MCF10A/Fv2E-PERK		0.000	1	unmapped
cell_line	MCF10A/PERKΔC		0.000	1	unmapped
cell_line	MCF10A-EGFP-Sec61β		0.000	1	unmapped
cell_line	CaR-1		0.000	1	unmapped
cell_line	HuTu 80		0.000	1	unmapped
cell_line	MDST-8		0.000	1	unmapped
cell_line	RCM-1		0.000	1	unmapped
cell_line	HT-55		0.000	1	unmapped
cell_line	SW-1116		0.000	1	unmapped
cell_line	NCI-H23		0.000	1	unmapped
cell_line	95C		0.000	1	unmapped
cell_line	25 K cells		0.000	1	unmapped
cell_line	MO3.13		0.000	1	unmapped
cell_line	THLE-2		0.000	1	unmapped
cell_line	HCC-44		0.000	1	unmapped
cell_line	HGEK-16		0.000	1	unmapped
cell_line	KM12SM		0.000	1	unmapped
cell_line	CAL33		0.000	1	unmapped
cell_line	human embryonic stem cells		0.000	1	unmapped
cell_line	RS4;11		0.000	1	unmapped
cell_line	CGR8		0.000	1	unmapped
cell_line	CAD		0.000	1	unmapped
cell_line	STC-1		0.000	1	unmapped
cell_line	HEK293 6E		0.000	1	unmapped
cell_line	U118		0.000	1	unmapped
cell_line	SNU449		0.000	1	unmapped
cell_line	SNU182		0.000	1	unmapped
cell_line	293S		0.000	1	unmapped
cell_line	Flp-In™ T-REx™-293		0.000	1	unmapped
cell_line	hiPSC-derived myofibres		0.000	1	unmapped
cell_line	IHCF		0.000	1	unmapped
cell_line	SEM		0.000	1	unmapped
cell_line	Mel624		0.000	1	unmapped
cell_line	M026		0.000	1	unmapped
cell_line	293T-RUNX1-Clu-Myc		0.000	1	unmapped
cell_line	CHO-K1		0.000	1	unmapped
cell_line	ERα-CALUX		0.000	1	unmapped
cell_line	GBM6		0.000	1	unmapped
cell_line	GBM39		0.000	1	unmapped
cell_line	GBM59		0.000	1	unmapped
cell_line	NIHOVCAR3		0.000	1	unmapped
cell_line	JHOC5		0.000	1	unmapped
cell_line	DKFZ-BT66		0.000	1	unmapped
cell_line	ReNcell VM		0.000	1	unmapped
cell_line	Hepa1-6		0.000	1	unmapped
cell_line	Human dermal fibroblast		0.000	1	unmapped
cell_line	Human dermal fibroblast vim -/-		0.000	1	unmapped
cell_line	HEK293 Fv2e-PERK		0.000	1	unmapped
cell_line	Primary cell line cell		0.000	1	unmapped
cell_line	HMFU-19		0.000	1	unmapped
cell_line	CFBE		0.000	1	unmapped
cell_line	murine embryonic fibroblasts		0.000	1	unmapped
cell_line	Fv2e-PERK		0.000	1	unmapped
cell_line	SKMEL5		0.000	1	unmapped
cell_line	WM88		0.000	1	unmapped
cell_line	Human dermal fibroblasts		0.000	1	unmapped
cell_line	Dental pulp stem cells		0.000	1	unmapped
cell_line	Adipose-derived mesenchymal stem cells		0.000	1	unmapped
cell_line	Calu6		0.000	1	unmapped
cell_line	SPC86		0.000	1	unmapped
cell_line	NCI-H929		0.000	1	unmapped
cell_line	mESC		0.000	1	unmapped
cell_line	NIH/3T3		0.000	1	unmapped
cell_line	MOLM-14		0.000	1	unmapped
cell_line	NF9511b		0.000	1	unmapped
cell_line	Immortalized murine brown preadipocytes		0.000	1	unmapped
cell_line	OCIAD1 KO cells		0.000	1	unmapped
cell_line	E14 mESC		0.000	1	unmapped
cell_line	SK-BR-3		0.000	1	unmapped
cell_line	CAFs		0.000	1	unmapped
cell_line	OCI-AML5		0.000	1	unmapped
cell_line	UM-SCC-6		0.000	1	unmapped
cell_line	b.End5		0.000	1	unmapped
cell_line	BALB-5023		0.000	1	unmapped
cell_line	Embryonic stem cell		0.000	1	unmapped
cell_line	HEK293 Flp-In T-Rex		0.000	1	unmapped
cell_line	RAJI		0.000	1	unmapped
cell_line	SK-Mel-147		0.000	1	unmapped
cell_line	Mel-ST		0.000	1	unmapped
cell_line	BZR		0.000	1	unmapped
cell_line	Calu1		0.000	1	unmapped
cell_line	LuCa62		0.000	1	unmapped
cell_line	JL1		0.000	1	unmapped
cell_line	ZL34		0.000	1	unmapped
cell_line	H2052/484		0.000	1	unmapped
cell_line	HB-95		0.000	1	unmapped
cell_line	NK-92		0.000	1	unmapped
cell_line	human cell lines		0.000	1	unmapped
cell_line	HEK293T iRhom1/iRhom2 Double Knockout		0.000	1	unmapped
cell_line	HEK DKO		0.000	1	unmapped
cell_line	786O		0.000	1	unmapped
cell_line	Cal62		0.000	1	unmapped
cell_line	HS-5		0.000	1	unmapped
cell_line	NB2a		0.000	1	unmapped
cell_line	GR		0.000	1	unmapped
cell_line	WI-38		0.000	1	unmapped
cell_line	CL1-5		0.000	1	unmapped
cell_line	PE089		0.000	1	unmapped
cell_line	SUM-149		0.000	1	unmapped
cell_line	iPSCs		0.000	1	unmapped
cell_line	WTC-11		0.000	1	unmapped
cell_line	J-Lat 10.6		0.000	1	unmapped
cell_line	J774A.1		0.000	1	unmapped
cell_line	786-O		0.000	1	unmapped
cell_line	OSRC-2		0.000	1	unmapped
cell_line	SN12-PM6		0.000	1	unmapped
cell_line	CC-CR		0.000	1	unmapped
cell_line	RPE1-hTERT		0.000	1	unmapped
cell_line	MNT1		0.000	1	unmapped
cell_line	Medulloblastoma cell lines		0.000	1	unmapped
cell_line	Hek-293et		0.000	1	unmapped
cell_line	02.3 2lambda		0.000	1	unmapped
cell_line	Human cardiomyocytes		0.000	1	unmapped
cell_line	HEK 293T/17		0.000	1	unmapped
cell_line	HEK293-loxP-GFP-RFP		0.000	1	unmapped
cell_line	TIGER HEK 293T		0.000	1	unmapped
cell_line	NIH/3T3 rd12		0.000	1	unmapped
cell_part	nucleus	nucleus	1.000	115	mapped
cell_part	mitochondria	mitochondria	1.000	79	mapped
cell_part	cytoplasm	cytoplasm	1.000	73	mapped
cell_part	cytosol	cytoplasm	0.881	30	mapped
cell_part	membrane	membrane	1.000	27	mapped
cell_part	extracellular matrix	extracellular matrix	1.000	24	mapped
cell_part	plasma membrane	membrane	0.866	18	mapped
cell_part	Cytosol	cytoplasm	0.881	16	mapped
cell_part	endoplasmic reticulum	endoplasmic reticulum	1.000	15	mapped
cell_part	Mitochondria	mitochondria	1.000	13	mapped
cell_part	lysosome	lysosome	1.000	11	mapped
cell_part	ribosome	ribosome	1.000	10	mapped
cell_part	nuclear	nucleus	0.872	6	mapped
cell_part	whole cell	cytoplasm	0.716	6	mapped
cell_part	cell surface	membrane	0.726	6	mapped
cell_part	nucleolus	nucleus	0.709	6	mapped
cell_part	Endoplasmic reticulum	endoplasmic reticulum	1.000	6	mapped
cell_part	Golgi	Golgi apparatus	0.951	5	mapped
cell_part	extracellular space	extracellular matrix	0.726	5	mapped
cell_part	cytoplasmic	cytoplasm	0.955	4	mapped
cell_part	nucleoplasm	cytoplasm	0.788	4	mapped
cell_part	cell membrane	membrane	0.906	4	mapped
cell_part	mitochondrion	mitochondria	0.962	4	mapped
cell_part	peroxisome	peroxisome	1.000	4	mapped
cell_part	endosome	lysosome	0.765	4	mapped
cell_part	extracellular	extracellular matrix	0.766	3	mapped
cell_part	nuclei	nucleus	0.961	3	mapped
cell_part	lysosomes	lysosome	0.974	3	mapped
cell_part	late endosome	lysosome	0.753	3	mapped
cell_part	Whole Cell	cytoplasm	0.716	3	mapped
cell_part	autophagosome	lysosome	0.716	2	mapped
cell_part	Peroxisome	peroxisome	1.000	2	mapped
cell_part	Golgi apparatus	Golgi apparatus	1.000	2	mapped
cell_part	nuclear compartment	nucleus	0.796	2	mapped
cell_part	vacuole	lysosome	0.716	2	mapped
cell_part	lysosomal extracts	lysosome	0.821	1	mapped
cell_part	Intracellular	cytoplasm	0.752	1	mapped
cell_part	extracellular region	extracellular matrix	0.746	1	mapped
cell_part	Nucleus	nucleus	1.000	1	mapped
cell_part	Membrane	membrane	1.000	1	mapped
cell_part	Extracellular matrix	extracellular matrix	1.000	1	mapped
cell_part	inner membrane	membrane	0.795	1	mapped
cell_part	ER	endoplasmic reticulum	0.791	1	mapped
cell_part	peroxisomes	peroxisome	0.941	1	mapped
cell_part	mitochondrial intermembrane space	mitochondria	0.755	1	mapped
cell_part	nuclear endoplasmic reticulum	endoplasmic reticulum	0.782	1	mapped
cell_part	peripheral endoplasmic reticulum	endoplasmic reticulum	0.842	1	mapped
cell_part	Plasma membrane	membrane	0.866	1	mapped
cell_part	mitochondrial matrix	mitochondria	0.878	1	mapped
cell_part	inner mitochondrial space	mitochondria	0.762	1	mapped
cell_part	endoplasmic reticulum membrane	endoplasmic reticulum	0.854	1	mapped
cell_part	microsomal membrane	membrane	0.735	1	mapped
cell_part	ER/Golgi	endoplasmic reticulum	0.772	1	mapped
cell_part	mitochondrial outer membrane	mitochondria	0.716	1	mapped
cell_part	Ribosome	ribosome	1.000	1	mapped
cell_part	ribosome 60S subunit	ribosome	0.781	1	mapped
cell_part	endosomes	lysosome	0.752	1	mapped
cell_part	Mitochondrial outer membrane	mitochondria	0.716	1	mapped
cell_part	Cell membrane	membrane	0.906	1	mapped
cell_part	Stroma	extracellular matrix	0.709	1	mapped
cell_part	integral membrane	membrane	0.791	1	mapped
cell_part	cellular compartments	cytoplasm	0.758	1	mapped
cell_part	plastid	peroxisome	0.726	1	mapped
cell_part	ribosome 40S	ribosome	0.793	1	mapped
cell_part	ribosome 60S	ribosome	0.812	1	mapped
cell_part	cell membranes	membrane	0.908	1	mapped
cell_part	chromatin		0.000	26	unmapped
cell_part	extracellular vesicles		0.000	26	unmapped
cell_part	extracellular vesicle		0.000	8	unmapped
cell_part	Epithelial cell		0.000	7	unmapped
cell_part	Extracellular vesicles		0.000	6	unmapped
cell_part	Whole cell lysate		0.000	6	unmapped
cell_part	soluble fraction		0.000	5	unmapped
cell_part	whole-cell		0.000	5	unmapped
cell_part	glomeruli		0.000	4	unmapped
cell_part	polysome		0.000	4	unmapped
cell_part	proteasome		0.000	4	unmapped
cell_part	nuclear speckles		0.000	4	unmapped
cell_part	cytoskeleton		0.000	3	unmapped
cell_part	Lipid droplet		0.000	3	unmapped
cell_part	Extracellular vesicle		0.000	3	unmapped
cell_part	chloroplast		0.000	3	unmapped
cell_part	secreted		0.000	2	unmapped
cell_part	Chromatin		0.000	2	unmapped
cell_part	stress granule		0.000	2	unmapped
cell_part	outer membrane		0.000	2	unmapped
cell_part	vesicle		0.000	2	unmapped
cell_part	whole cell lysate		0.000	2	unmapped
cell_part	primary cilia		0.000	2	unmapped
cell_part	nucleoli		0.000	2	unmapped
cell_part	pre-40S ribosomal particles		0.000	2	unmapped
cell_part	nuclear membrane		0.000	2	unmapped
cell_part	neuromelanin granules		0.000	2	unmapped
cell_part	multivesicular body		0.000	2	unmapped
cell_part	kinetochore		0.000	2	unmapped
cell_part	nucleolar		0.000	2	unmapped
cell_part	soma		0.000	2	unmapped
cell_part	HLA-A*02:01 ligands		0.000	2	unmapped
cell_part	microsomes		0.000	2	unmapped
cell_part	Lipid droplets		0.000	2	unmapped
cell_part	Plant cell		0.000	2	unmapped
cell_part	synaptic microdomains		0.000	1	unmapped
cell_part	cell-cell junctions		0.000	1	unmapped
cell_part	vesicles		0.000	1	unmapped
cell_part	macromolecular complexes		0.000	1	unmapped
cell_part	mitotic spindle		0.000	1	unmapped
cell_part	secretory granules		0.000	1	unmapped
cell_part	releasate		0.000	1	unmapped
cell_part	detergent resistant membranes		0.000	1	unmapped
cell_part	Cell in vitro		0.000	1	unmapped
cell_part	pellet		0.000	1	unmapped
cell_part	Soluble fraction		0.000	1	unmapped
cell_part	Particulate fraction		0.000	1	unmapped
cell_part	insoluble fraction		0.000	1	unmapped
cell_part	cell layer		0.000	1	unmapped
cell_part	vesicular		0.000	1	unmapped
cell_part	centrosome		0.000	1	unmapped
cell_part	calcium signaling		0.000	1	unmapped
cell_part	Cell lysate		0.000	1	unmapped
cell_part	Conditioned media		0.000	1	unmapped
cell_part	Histone		0.000	1	unmapped
cell_part	periplasm		0.000	1	unmapped
cell_part	post-nuclear supernatant		0.000	1	unmapped
cell_part	polymerized MT-pellets		0.000	1	unmapped
cell_part	Hepatocyte		0.000	1	unmapped
cell_part	midbody		0.000	1	unmapped
cell_part	Myeloblast		0.000	1	unmapped
cell_part	microvesicle		0.000	1	unmapped
cell_part	histone H3		0.000	1	unmapped
cell_part	neurites		0.000	1	unmapped
cell_part	Astrocyte		0.000	1	unmapped
cell_part	Mast cell		0.000	1	unmapped
cell_part	surrounding tissue		0.000	1	unmapped
cell_part	cilia		0.000	1	unmapped
cell_part	Thylakoid membrane		0.000	1	unmapped
cell_part	Grana core		0.000	1	unmapped
cell_part	Grana margins		0.000	1	unmapped
cell_part	Stroma lamellae		0.000	1	unmapped
cell_part	Curvature		0.000	1	unmapped
cell_part	phosphopeptides		0.000	1	unmapped
cell_part	Extracellular exosome		0.000	1	unmapped
cell_part	MHC-I complexes		0.000	1	unmapped
cell_part	telomeres		0.000	1	unmapped
cell_part	soluble		0.000	1	unmapped
cell_part	EndoLysosomal Vesicular Assemblies		0.000	1	unmapped
cell_part	processing body		0.000	1	unmapped
cell_part	nuclear envelope		0.000	1	unmapped
cell_part	cell lysate		0.000	1	unmapped
cell_part	Lamp1		0.000	1	unmapped
cell_part	lysate		0.000	1	unmapped
cell_part	vacuolar membranes		0.000	1	unmapped
cell_part	microtubule network		0.000	1	unmapped
cell_part	lipid rafts		0.000	1	unmapped
cell_part	vacuolar membrane		0.000	1	unmapped
cell_part	polysomes		0.000	1	unmapped
cell_part	axon		0.000	1	unmapped
cell_part	migrasome		0.000	1	unmapped
cell_part	replication compartment		0.000	1	unmapped
cell_part	Stromal cell		0.000	1	unmapped
cell_part	synaptic vesicle		0.000	1	unmapped
cell_part	tubulointerstitium		0.000	1	unmapped
cell_part	subcellular fraction		0.000	1	unmapped
cell_part	interstitial tissue		0.000	1	unmapped
cell_part	myelin		0.000	1	unmapped
cell_part	heterochromatin		0.000	1	unmapped
cell_part	soluble cellular proteins		0.000	1	unmapped
cell_part	cell surface and transmembrane proteins		0.000	1	unmapped
cell_part	Synaptosome		0.000	1	unmapped
cell_part	extracellular compartment		0.000	1	unmapped
cell_part	Purkinje cell		0.000	1	unmapped
cell_part	monosome		0.000	1	unmapped
cell_part	apoplast		0.000	1	unmapped
cell_part	Stem cell		0.000	1	unmapped
cell_part	synaptosome		0.000	1	unmapped
cell_part	Intermembrane space		0.000	1	unmapped
cell_part	vacuoles		0.000	1	unmapped
cell_part	xylem		0.000	1	unmapped
cell_part	Ependymal cell		0.000	1	unmapped
cell_part	whole cells		0.000	1	unmapped
cell_part	HLA-peptide complex		0.000	1	unmapped
cell_part	substantia nigra tissue		0.000	1	unmapped
cell_part	Nucleoli		0.000	1	unmapped
cell_part	hepatocyte		0.000	1	unmapped
cell_part	Postnuclear supernatant		0.000	1	unmapped
cell_part	Malignant cell		0.000	1	unmapped
cell_part	Type ii muscle cell		0.000	1	unmapped
cell_part	Type i muscle cell		0.000	1	unmapped
cell_part	telomere		0.000	1	unmapped
cell_part	T cell		0.000	1	unmapped
cell_part	neuronal projection		0.000	1	unmapped
cell_part	15 kDa proteome		0.000	1	unmapped
cell_part	nucleosome		0.000	1	unmapped
cell_part	Synapse		0.000	1	unmapped
cell_part	pellet fraction		0.000	1	unmapped
disease	healthy	healthy	1.000	303	mapped
disease	Breast cancer	breast cancer	1.000	100	mapped
disease	Colon cancer	colon cancer	1.000	57	mapped
disease	Disease free	healthy	1.000	46	post_mapped
disease	Acute leukemia	acute leukemia	1.000	40	mapped
disease	Cervix carcinoma	cervix carcinoma	1.000	27	mapped
disease	Alzheimer's disease	Alzheimer's disease	1.000	25	mapped
disease	Malignant neoplasm of ovary	ovarian cancer	0.908	23	mapped
disease	Cancer	cancer	1.000	23	mapped
disease	Non-small cell lung carcinoma	non-small cell lung carcinoma	1.000	23	mapped
disease	Melanoma	melanoma	1.000	22	mapped
disease	colorectal cancer	colorectal cancer	1.000	17	mapped
disease	breast cancer	breast cancer	1.000	17	mapped
disease	Lung cancer	lung cancer	1.000	16	mapped
disease	hepatocellular carcinoma	hepatocellular carcinoma	1.000	15	mapped
disease	cancer	cancer	1.000	15	mapped
disease	Chronic lymphocytic leukemia	chronic lymphocytic leukemia	1.000	14	mapped
disease	Cardiovascular system disease	cardiovascular disease	0.944	13	mapped
disease	Type 2 diabetes mellitus	type 2 diabetes	0.983	13	mapped
disease	Lymphoma	lymphoma	1.000	12	mapped
disease	Pancreatic ductal adenocarcinoma	pancreatic ductal adenocarcinoma	1.000	11	mapped
disease	Lung adenocarcinoma	lung adenocarcinoma	1.000	11	mapped
disease	Parkinson's disease	Parkinson's disease	1.000	11	mapped
disease	Prostate adenocarcinoma	prostate cancer	0.880	10	mapped
disease	Neuroblastoma	neuroblastoma	1.000	9	mapped
disease	Osteosarcoma	osteosarcoma	1.000	9	mapped
disease	Glioblastoma	glioblastoma	1.000	9	mapped
disease	lung cancer	lung cancer	1.000	9	mapped
disease	Amyotrophic lateral sclerosis	amyotrophic lateral sclerosis	1.000	9	mapped
disease	Head and neck squamous cell carcinoma	head and neck squamous cell carcinoma	1.000	8	mapped
disease	Brain glioblastoma multiforme	glioblastoma	0.831	8	mapped
disease	Pancreatic cancer	pancreatic cancer	1.000	8	mapped
disease	Prostate cancer	prostate cancer	1.000	8	mapped
disease	Osteoarthritis	osteoarthritis	1.000	7	mapped
disease	Multiple myeloma	multiple myeloma	1.000	7	mapped
disease	Leukemia	leukemia	1.000	7	mapped
disease	Obesity	obesity	1.000	7	mapped
disease	melanoma	melanoma	1.000	6	mapped
disease	Influenza	influenza	1.000	6	mapped
disease	obesity	obesity	1.000	6	mapped
disease	pancreatic cancer	pancreatic cancer	1.000	6	mapped
disease	Type 1 diabetes mellitus	type 1 diabetes	0.976	6	mapped
disease	Skin melanoma	melanoma	0.920	6	mapped
disease	prostate cancer	prostate cancer	1.000	6	mapped
disease	lung adenocarcinoma	lung adenocarcinoma	1.000	6	mapped
disease	Hepatocellular carcinoma	hepatocellular carcinoma	1.000	5	mapped
disease	normal	healthy	0.802	5	mapped
disease	ovarian cancer	ovarian cancer	1.000	5	mapped
disease	non-small cell lung cancer	non-small cell lung carcinoma	0.968	5	mapped
disease	Colorectal cancer	colorectal cancer	1.000	5	mapped
disease	Bone osteosarcoma	osteosarcoma	0.971	5	mapped
disease	glioblastoma	glioblastoma	1.000	5	mapped
disease	Acute myocardial infarction	acute myocardial infarction	1.000	4	mapped
disease	preeclampsia	pre-eclampsia	0.868	4	mapped
disease	Acute myeloid leukemia	acute myeloid leukemia	1.000	4	mapped
disease	Renal cell carcinoma	renal cell carcinoma	1.000	4	mapped
disease	Mitochondrial metabolism disease	mitochondrial metabolism disease	1.000	4	mapped
disease	Male infertility	male infertility	1.000	3	mapped
disease	Ovarian cancer	ovarian cancer	1.000	3	mapped
disease	Stomach cancer	stomach carcinoma	0.954	3	mapped
disease	type 1 diabetes	type 1 diabetes	1.000	3	mapped
disease	Systemic lupus erythematosus	systemic lupus erythematosus	1.000	3	mapped
disease	Inflammatory bowel disease	Crohn's disease	0.851	3	mapped
disease	Huntington disease	Huntington's disease	0.990	3	mapped
disease	atrial fibrillation	atrial fibrillation	1.000	3	mapped
disease	Bladder transitional cell carcinoma	invasive bladder transitional cell carcinoma	0.882	3	mapped
disease	Chronic myeloid leukemia	acute myeloid leukemia	0.752	3	mapped
disease	cervical cancer	cervix carcinoma	0.931	3	mapped
disease	Frontotemporal dementia	frontotemporal dementia	1.000	3	mapped
disease	Celiac disease	celiac disease	1.000	3	mapped
disease	Squamous cell carcinoma	squamous cell carcinoma	1.000	3	mapped
disease	Skin cancer	skin cancer	1.000	3	mapped
disease	Pancreas adenocarcinoma	pancreatic ductal adenocarcinoma	0.835	3	mapped
disease	Medulloblastoma	medulloblastoma	1.000	3	mapped
disease	Liver cancer	hepatocellular carcinoma	0.814	3	mapped
disease	Septic shock	septic shock	1.000	3	mapped
disease	periodontitis	periodontitis	1.000	2	mapped
disease	Cystic fibrosis	cystic fibrosis	1.000	2	mapped
disease	Adult respiratory distress syndrome	adult respiratory distress syndrome	1.000	2	mapped
disease	Crohn's disease	Crohn's disease	1.000	2	mapped
disease	epithelial ovarian cancer	ovarian cancer	0.852	2	mapped
