pxd	run	coverage	scoring_mode	tissue_assigned	label_source	k	hamlet_terms	pred_tissue	confidence	chosen_conf	chosen_rank	mlmarker_agrees	in_training	native	material_type	disease_state
PXD006522	20170421_Q1_AWH_ColID_336_ProjID_540_Benzing_sample13	0.1903	predict_proba	Kidney	HAMLET single tissue	1	['kidney', 'kidney']	Kidney	0.3494	0.3494	1.0	True	True	True	tissue	diseased
PXD006522	20170421_Q1_AWH_ColID_336_ProjID_540_Benzing_sample14	0.1867	predict_proba	Kidney	HAMLET single tissue	1	['kidney', 'kidney']	Kidney	0.382	0.382	1.0	True	True	True	tissue	diseased
PXD006522	20170421_Q1_AWH_ColID_336_ProjID_540_Benzing_sample15	0.1947	predict_proba	Kidney	HAMLET single tissue	1	['kidney', 'kidney']	Kidney	0.2943	0.2943	1.0	True	True	True	tissue	diseased
PXD006522	20170421_Q1_AWH_ColID_336_ProjID_540_Benzing_sample16	0.2201	predict_proba	Kidney	HAMLET single tissue	1	['kidney', 'kidney']	Kidney	0.6276	0.6276	1.0	True	True	True	tissue	diseased
PXD006607	C2011FD	0.1097	predict_proba	Brain	HAMLET single tissue	1	['brain']	Lung	0.1091			False	True	True	tissue	diseased
PXD006607	C2012FD	0.1034	predict_proba	Brain	HAMLET single tissue	1	['brain']	Bone marrow	0.1405			False	True	True	tissue	diseased
PXD006607	C2086FD	0.1114	predict_proba	Brain	HAMLET single tissue	1	['brain']	Lung	0.0923	0.054	4.0	False	True	True	tissue	diseased
PXD006607	C2087FD	0.1291	predict_proba	Brain	HAMLET single tissue	1	['brain']	Bone marrow	0.1085			False	True	True	tissue	diseased
PXD006607	C2090FD	0.1141	predict_proba	Brain	HAMLET single tissue	1	['brain']	Bone marrow	0.1068			False	True	True	tissue	diseased
PXD006607	C2449FD	0.1507	predict_proba	Brain	HAMLET single tissue	1	['brain']	Lung	0.0938			False	True	True	tissue	diseased
PXD006607	C2450FD	0.1171	predict_proba	Brain	HAMLET single tissue	1	['brain']	Bone marrow	0.1129	0.0607	4.0	False	True	True	tissue	diseased
PXD006607	C2456FD	0.1495	predict_proba	Brain	HAMLET single tissue	1	['brain']	Bone marrow	0.1276	0.0475	5.0	False	True	True	tissue	diseased
PXD006607	C2620DL	0.1144	predict_proba	Brain	HAMLET single tissue	1	['brain']	Bone marrow	0.1503	0.0592	5.0	False	True	True	tissue	diseased
PXD006607	C2680FD	0.1099	predict_proba	Brain	HAMLET single tissue	1	['brain']	Bone marrow	0.0958	0.0602	3.0	False	True	True	tissue	diseased
PXD006770	160830_QEx_LA_MS571_01_50cm	0.2418	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1478	0.0772	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_01_50cm_02	0.2357	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1387	0.1074	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_01_50cm_03	0.2397	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1439	0.109	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_02_50cm	0.2288	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1435	0.1016	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_02_50cm_02	0.229	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.145	0.1035	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_02_50cm_03	0.2224	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1541	0.1066	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_03_50cm	0.1577	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1329	0.0754	5.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_03_50cm_02	0.189	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.122			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_04_50cm	0.2099	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1216	0.0869	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_04_50cm_02	0.1999	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1285			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_04_50cm_03	0.1955	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1258			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_05_50cm	0.155	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1327	0.083	5.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_05_50cm_02	0.178	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1276			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_05_50cm_03	0.1729	predict_proba	Lung	HAMLET single tissue	1	['lung']	Testis	0.1781	0.0845	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_07_50cm	0.2358	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1356	0.0735	3.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_07_50cm_02	0.231	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1375	0.0817	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_07_50cm_03	0.2398	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1397			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_08_50cm	0.2188	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1295	0.0791	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_08_50cm_02	0.2206	predict_proba	Lung	HAMLET single tissue	1	['lung']	Stomach	0.1498			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_08_50cm_03	0.2169	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1297			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_09_50cm	0.2325	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1436	0.1028	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_09_50cm_02	0.1305	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1367	0.0757	5.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_09_50cm_03	0.1969	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1437	0.1117	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_09_50cm_04	0.179	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1286	0.1	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_10_50cm	0.2392	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1494	0.1067	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_10_50cm_02	0.2186	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1502	0.106	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_10_50cm_03	0.2198	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1378	0.0828	3.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_11_50cm	0.2303	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1087	0.0853	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_11_50cm_02	0.2213	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1224			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_11_50cm_03	0.2199	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.113			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_12_50cm	0.2454	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.113	0.0967	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_12_50cm_03	0.23	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1189	0.0769	5.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_13_50cm	0.2454	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1375	0.0968	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_13_50cm_02	0.2278	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1375	0.0921	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_13_50cm_03	0.2276	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1541	0.0863	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_14_50cm	0.2378	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1448	0.1026	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_14_50cm_02	0.2166	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1383	0.1041	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_14_50cm_03	0.2229	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1247	0.1006	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_15_50cm	0.2308	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1374	0.0927	2.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_15_50cm_02	0.2127	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1301	0.0723	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_15_50cm_03	0.2171	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1371			False	False	True	biofluid; tissue	diseased
PXD006770	160830_QEx_LA_MS571_16_50cm	0.1537	predict_proba	Lung	HAMLET single tissue	1	['lung']	Kidney	0.1109	0.0836	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	170215_QEx_LA_MS585_03	0.1283	predict_proba	Lung	HAMLET single tissue	1	['lung']	Nasal Polyps	0.1423	0.0612	5.0	False	False	True	biofluid; tissue	diseased
PXD006770	170215_QEx_LA_MS585_05	0.1233	predict_proba	Lung	HAMLET single tissue	1	['lung']	Monocytes	0.188	0.0718	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	170215_QEx_LA_MS585_11	0.1017	predict_proba	Lung	HAMLET single tissue	1	['lung']	Salivary gland	0.2216			False	False	True	biofluid; tissue	diseased
PXD006770	170215_QEx_LA_MS585_12	0.1114	predict_proba	Lung	HAMLET single tissue	1	['lung']	Nasal Polyps	0.1375	0.0668	5.0	False	False	True	biofluid; tissue	diseased
PXD006770	170215_QEx_LA_MS585_14	0.1	predict_proba	Lung	HAMLET single tissue	1	['lung']	Nasal Polyps	0.1569	0.0841	4.0	False	False	True	biofluid; tissue	diseased
PXD006770	170215_QEx_LA_MS585_16	0.1249	predict_proba	Lung	HAMLET single tissue	1	['lung']	Nasal Polyps	0.1314	0.0714	5.0	False	False	True	biofluid; tissue	diseased
PXD006770	170222_QEx_LA_MS585_29_2	0.1055	predict_proba	Lung	HAMLET single tissue	1	['lung']	Nasal Polyps	0.1595	0.0703	5.0	False	False	True	biofluid; tissue	diseased
PXD006770	170222_QEx_LA_MS585_36	0.1231	predict_proba	Lung	HAMLET single tissue	1	['lung']	Monocytes	0.1521			False	False	True	biofluid; tissue	diseased
PXD006776	control_tissue_1_1	0.3685	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.5738	0.5738	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_1_2	0.2999	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.4821	0.4821	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_2_1	0.3494	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.5783	0.5783	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_2_2	0.3382	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.579	0.579	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_3_1	0.3481	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.5536	0.5536	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_3_2	0.337	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.5058	0.5058	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_4_1	0.1766	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.0973	0.0973	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_4_2	0.1721	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.1144	0.1144	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_5_1	0.1913	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.1797	0.1797	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_6_1	0.4027	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.5275	0.5275	1.0	True	True	True	tissue	diseased
PXD006776	control_tissue_6_2	0.3977	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.5202	0.5202	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_high_stage_1_1	0.388	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.2114	0.2114	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_high_stage_1_2	0.3773	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.3202	0.3202	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_high_stage_4_1	0.3238	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.3287	0.3287	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_high_stage_4_2	0.329	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.2711	0.2711	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_high_stage_5_1	0.4012	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.499	0.499	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_high_stage_5_2	0.4029	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.5264	0.5264	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_low_stage_2_1	0.3163	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.2367	0.2367	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_low_stage_2_2	0.3118	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.2407	0.2407	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_low_stage_3_1	0.3932	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.4541	0.4541	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_low_stage_3_2	0.3997	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.4879	0.4879	1.0	True	True	True	tissue	diseased
PXD006776	tumor_tissue_low_stage_6_1	0.2783	predict_proba	Colon	HAMLET single tissue	1	['colon']	Lung	0.1139	0.1003	2.0	False	True	True	tissue	diseased
PXD006776	tumor_tissue_low_stage_6_2	0.2872	predict_proba	Colon	HAMLET single tissue	1	['colon']	Colon	0.1437	0.1437	1.0	True	True	True	tissue	diseased
PXD006805	20161111_cytology_15337_1	0.1228	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Esophagus	0.1486			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_15337_2	0.1166	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Esophagus	0.1114			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_16342_1	0.3251	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Kidney	0.0837			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_16342_2	0.3144	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Lung	0.0785	0.0702	5.0	False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_16531_1	0.376	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Testis	0.0828	0.0785	3.0	False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_16531_2	0.3827	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Lung	0.0858	0.0801	2.0	False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_18018_1	0.3223	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Tonsil	0.1238			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_18018_2	0.3099	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Tonsil	0.1178			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_22601_1	0.1054	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Esophagus	0.3055			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_22601_2	0.1027	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Ovary	0.2311			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_23018_1	0.1131	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Esophagus	0.2402			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_24042_1	0.3658	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Esophagus	0.1262			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_24042_2	0.3649	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Tonsil	0.1455	0.0589	5.0	False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_26673_1	0.2186	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Ovary	0.0973	0.0765	4.0	False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_26673_2	0.2158	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Tonsil	0.0747			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_27539_1	0.3481	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Tonsil	0.187	0.0987	4.0	False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_27539_2	0.3442	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Tonsil	0.2161	0.0857	4.0	False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_28695_1	0.3611	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Tonsil	0.1217	0.0764	3.0	False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_28695_2	0.3504	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Tonsil	0.1109	0.0759	4.0	False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_31960_1	0.2629	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Esophagus	0.1283			False	True	True	biofluid; tissue	diseased
PXD006805	20161111_cytology_31960_2	0.2678	predict_proba	Urinary bladder	HAMLET single tissue	1	['urinary bladder']	Esophagus	0.1367			False	True	True	biofluid; tissue	diseased
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_24	0.1045	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.6569	0.6569	1.0	True	True	True	tissue	diseased
PXD006897	20170426_Q2_JK_ColID_340_ProjID_541_Benzing_8	0.1746	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.7704	0.7704	1.0	True	True	True	tissue	diseased
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-1_01	0.1888	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1696	0.1696	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-1_05	0.1771	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.156	0.156	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-1_09	0.1733	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1654	0.1654	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-2_02	0.1743	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1544	0.1544	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-2_06	0.1741	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1686	0.1686	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_coshRNA-2_10	0.1746	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1628	0.1628	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-1_03	0.1791	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1686	0.1686	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-1_07	0.1253	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1409	0.1409	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-1_11	0.1756	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1657	0.1657	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-2_04	0.1723	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1545	0.1545	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007080	20150430_AWH_FabianBraun_150414_shRNA849-2_08	0.1795	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1736	0.1736	1.0	True	True	False	cell culture; urine-derived cells	diseased
PXD007081	20161116_UC_ColID_194_ProjID_267_RuthHerzog_161110RuHeS01T	0.3962	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1714	0.1714	1.0	True	True	False	primary cells; cell line	mixed
PXD007081	20161116_UC_ColID_194_ProjID_267_RuthHerzog_161110RuHeS02T	0.4245	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1463	0.1463	1.0	True	True	False	primary cells; cell line	mixed
PXD007081	20161116_UC_ColID_194_ProjID_267_RuthHerzog_161110RuHeS03T	0.3666	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1797	0.1797	1.0	True	True	False	primary cells; cell line	mixed
PXD007081	20161116_UC_ColID_194_ProjID_267_RuthHerzog_161110RuHeS04T	0.3967	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Lung	0.1484	0.1325	2.0	False	True	False	primary cells; cell line	mixed
PXD007081	20161116_UC_ColID_194_ProjID_267_RuthHerzog_161110RuHeS05T	0.4213	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Lung	0.1407	0.1344	2.0	False	True	False	primary cells; cell line	mixed
PXD007081	20161116_UC_ColID_194_ProjID_267_RuthHerzog_161110RuHeS06T	0.4372	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.1753	0.1753	1.0	True	True	False	primary cells; cell line	mixed
PXD007081	20161116_UC_ColID_194_ProjID_267_RuthHerzog_161110RuHeS07T	0.439	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Lung	0.1281	0.1018	2.0	False	True	False	primary cells; cell line	mixed
PXD007081	20161116_UC_ColID_194_ProjID_267_RuthHerzog_161110RuHeS08T	0.4323	predict_proba	Kidney	HAMLET single tissue	1	['kidney']	Kidney	0.2026	0.2026	1.0	True	True	False	primary cells; cell line	mixed
PXD007122	MS161743_B10_170119234113	0.2375	predict_proba	Lung	HAMLET single tissue	1	['lung']	Kidney	0.1089	0.0815	3.0	False	True	False	cell culture	diseased
PXD007122	MS161743_B11_170120015808	0.2546	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.0859	0.0859	1.0	True	True	False	cell culture	diseased
PXD007122	MS161743_B12_170120041503	0.2586	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.0962	0.0962	1.0	True	True	False	cell culture	diseased
PXD007122	MS161743_B1_170118165254	0.2546	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.0801	0.0801	1.0	True	True	False	cell culture	diseased
PXD007122	MS161743_B2_170118190957	0.2464	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.0995	0.0995	1.0	True	True	False	cell culture	diseased
PXD007122	MS161743_B3_170119002248	0.2751	predict_proba	Lung	HAMLET single tissue	1	['lung']	Bone marrow	0.108	0.0793	3.0	False	True	False	cell culture	diseased
PXD007122	MS161743_B4_170119023952	0.2482	predict_proba	Lung	HAMLET single tissue	1	['lung']	Kidney	0.0951	0.092	2.0	False	True	False	cell culture	diseased
PXD007122	MS161743_B5_170119045648	0.2579	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.0884	0.0884	1.0	True	True	False	cell culture	diseased
PXD007122	MS161743_B6_170119071343	0.2664	predict_proba	Lung	HAMLET single tissue	1	['lung']	Oviduct	0.1086	0.0829	2.0	False	True	False	cell culture	diseased
PXD007122	MS161743_B7_170119101233	0.2691	predict_proba	Lung	HAMLET single tissue	1	['lung']	Kidney	0.1214	0.098	2.0	False	True	False	cell culture	diseased
PXD007122	MS161743_B8_170119122927	0.2544	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.1033	0.1033	1.0	True	True	False	cell culture	diseased
PXD007122	MS161743_B9_170119212413	0.2537	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.0964	0.0964	1.0	True	True	False	cell culture	diseased
PXD007123	MS161743_A10_170115074502	0.2363	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.0898	0.0898	1.0	True	True	False	cell culture; tissue	mixed
PXD007123	MS161743_A11_170115100155	0.2454	predict_proba	Lung	HAMLET single tissue	1	['lung']	Stomach	0.1511	0.0888	2.0	False	True	False	cell culture; tissue	mixed
PXD007123	MS161743_A12_170115121847	0.2447	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.0946	0.0946	1.0	True	True	False	cell culture; tissue	mixed
PXD007123	MS161743_A1_170114103039	0.2437	predict_proba	Lung	HAMLET single tissue	1	['lung']	Testis	0.0893	0.0792	2.0	False	True	False	cell culture; tissue	mixed
PXD007123	MS161743_A2_170114124741	0.2357	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.1029	0.1029	1.0	True	True	False	cell culture; tissue	mixed
PXD007123	MS161743_C1	0.2571	predict_proba	Lung	HAMLET single tissue	1	['lung']	Kidney	0.1034	0.0827	2.0	False	True	False	cell culture; tissue	mixed
PXD007123	MS161743_C10	0.2552	predict_proba	Lung	HAMLET single tissue	1	['lung']	Kidney	0.1062	0.0939	2.0	False	True	False	cell culture; tissue	mixed
PXD007123	MS161743_C11	0.2611	predict_proba	Lung	HAMLET single tissue	1	['lung']	Lung	0.1014	0.1014	1.0	True	True	False	cell culture; tissue	mixed
