pxd,agent,field,earlier,expanded,category,similarity,earlier_id,expanded_id,hops
PXD006201,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD006201,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006201,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD006386,BiologicalAgent,species,escherichia coli,e. coli,ONTOLOGY_EQUIVALENT,1.0,NCBITaxon:562,NCBITaxon:562,0
PXD006386,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006386,BiologicalAgent,species,mus musculus,mus musculus,EXACT_LEXICAL,1.0,,,
PXD006386,BiologicalAgent,tissue,liver,liver,EXACT_LEXICAL,1.0,,,
PXD006386,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006386,BiologicalAgent,cell_line,e. coli dh5α,e. coli dh5α,EXACT_LEXICAL,1.0,,,
PXD006386,BiologicalAgent,cell_line,huh7.5,huh7.5,EXACT_LEXICAL,1.0,,,
PXD006386,BiologicalAgent,sex,male,male,EXACT_LEXICAL,1.0,,,
PXD006386,BiologicalAgent,strain,balb/c nu-nu,balb/c nu-nu,EXACT_LEXICAL,1.0,,,
PXD006386,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD006497,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006497,BiologicalAgent,cell_type,fibroblast,fibroblast,EXACT_LEXICAL,1.0,,,
PXD006497,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD006497,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006497,BiologicalAgent,cell_line,mrc5,mrc5,EXACT_LEXICAL,1.0,,,
PXD006497,BiologicalAgent,material_type,cell line,cell culture,SEMANTIC_CANDIDATE,0.7742264270782471,,,
PXD006578,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006578,BiologicalAgent,tissue,blood,blood,EXACT_LEXICAL,1.0,,,
PXD006578,BiologicalAgent,cell_type,b cell,b cell,EXACT_LEXICAL,1.0,,,
PXD006578,BiologicalAgent,disease_state,b cell chronic lymphocytic leukemia,lymphoma,EXPANDED_BROADER,0.9,MONDO:0004948,MONDO:0005062,3
PXD006578,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006578,BiologicalAgent,sample_source,healthy donors,healthy donor blood,SEMANTIC_CANDIDATE,0.9013356566429138,,,
PXD006578,BiologicalAgent,sample_source,primary human b-cll cells,cll patient whole blood,SEMANTIC_CANDIDATE,0.7296669483184814,,,
PXD006578,BiologicalAgent,cell_line,jvm-13,jvm-13,EXACT_LEXICAL,1.0,,,
PXD006578,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD006578,BiologicalAgent,material_type,primary cells,primary cells,EXACT_LEXICAL,1.0,,,
PXD006697,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006697,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD006697,BiologicalAgent,material_type,cell line,cell culture,SEMANTIC_CANDIDATE,0.7742264270782471,,,
PXD006805,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD006805,BiologicalAgent,tissue,bladder,urinary bladder,SEMANTIC_CANDIDATE,0.965324342250824,,UBERON:0001255,
PXD006805,BiologicalAgent,cell_type,urothelial cell,urothelial cell,EXACT_LEXICAL,1.0,,,
PXD006805,BiologicalAgent,disease_state,bladder urothelial carcinoma,bladder transitional cell carcinoma,ONTOLOGY_EQUIVALENT,1.0,MONDO:0005611,MONDO:0005611,0
PXD006805,BiologicalAgent,sample_source,patient urine,patient urine,EXACT_LEXICAL,1.0,,,
PXD006805,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD007080,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007080,BiologicalAgent,tissue,kidney,kidney,EXACT_LEXICAL,1.0,,,
PXD007080,BiologicalAgent,cell_type,podocyte,podocytes,SEMANTIC_CANDIDATE,0.9532222747802734,CL:0000653,,
PXD007080,BiologicalAgent,disease_state,fabry disease,fabry disease,EXACT_LEXICAL,1.0,,,
PXD007080,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD007080,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD007080,BiologicalAgent,material_type,cell line,cell culture,SEMANTIC_CANDIDATE,0.7742264270782471,,,
PXD007080,BiologicalAgent,material_type,primary cells,primary cells,EXACT_LEXICAL,1.0,,,
PXD007543,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007543,BiologicalAgent,tissue,breast,breast,EXACT_LEXICAL,1.0,,,
PXD007543,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD007543,BiologicalAgent,disease_state,breast carcinoma,breast carcinoma,EXACT_LEXICAL,1.0,,,
PXD007543,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD007543,BiologicalAgent,cell_line,mcf7,mcf7,EXACT_LEXICAL,1.0,,,
PXD007543,BiologicalAgent,sex,female,female,EXACT_LEXICAL,1.0,,,
PXD007543,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD007675,BiologicalAgent,species,escherichia coli,escherichia coli,EXACT_LEXICAL,1.0,,,
PXD007675,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007675,BiologicalAgent,tissue,kidney,kidney,EXACT_LEXICAL,1.0,,,
PXD007675,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD007675,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD007675,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD007675,BiologicalAgent,cell_line,hek293 6e,hek293,SEMANTIC_CANDIDATE,0.8349632024765015,,CLO:0001230,
PXD007675,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD007745,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007745,BiologicalAgent,tissue,blood,blood,EXACT_LEXICAL,1.0,,,
PXD007745,BiologicalAgent,cell_type,conventional t cell,tconv cell,SEMANTIC_CANDIDATE,0.7496170997619629,,,
PXD007745,BiologicalAgent,cell_type,regulatory t cell,t cell,EXPANDED_BROADER,0.9,CL:0000815,CL:0000084,2
PXD007745,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD007745,BiologicalAgent,material_type,primary cells,primary cells,EXACT_LEXICAL,1.0,,,
PXD007890,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD007890,BiologicalAgent,tissue,pancreas,pancreas,EXACT_LEXICAL,1.0,,,
PXD007890,BiologicalAgent,cell_type,epithelial cell,pancreatic ductal cell,EXPANDED_NARROWER,0.9,CL:0000066,CL:0002079,3
PXD007890,BiologicalAgent,disease_state,pancreatic adenocarcinoma,pancreatic cancer,EXPANDED_BROADER,0.9,MONDO:0006047,MONDO:0009831,3
PXD007890,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD007890,BiologicalAgent,cell_line,panc-1,panc-1,EXACT_LEXICAL,1.0,,,
PXD007890,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,species,mus musculus,mus musculus,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,tissue,brain,brain,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,tissue,heart,heart,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,tissue,kidney,kidney,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,tissue,liver,liver,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,tissue,lung,lung,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,tissue,muscle,skeletal muscle,SEMANTIC_CANDIDATE,0.8977597951889038,,,
PXD008003,BiologicalAgent,tissue,spleen,spleen,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,tissue,testis,testis,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,cell_type,kidney cell,kidney cell,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,cell_line,hek,hek,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,cell_line,hela,hela,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,cell_line,u2os,u2os,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,sex,male,male,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,strain,c57bl/6,c57bl/6,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD008003,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD008127,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008127,BiologicalAgent,tissue,brain,brain,EXACT_LEXICAL,1.0,,,
PXD008127,BiologicalAgent,disease_state,glioblastoma multiforme,glioblastoma,ONTOLOGY_EQUIVALENT,1.0,MONDO:0018177,MONDO:0018177,0
PXD008127,BiologicalAgent,sample_source,patient plasma,patient plasma,EXACT_LEXICAL,1.0,,,
PXD008127,BiologicalAgent,sample_source,tumor biopsy,tumor biopsy,EXACT_LEXICAL,1.0,,,
PXD008127,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD008127,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD008217,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008440,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008440,BiologicalAgent,disease_state,colorectal cancer,colon cancer,EXPANDED_NARROWER,0.9,MONDO:0005575,MONDO:0021063,1
PXD008440,BiologicalAgent,sample_source,tumor biopsy,tumor biopsy,EXACT_LEXICAL,1.0,,,
PXD008440,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD008682,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008682,BiologicalAgent,disease_state,cancer,lung cancer,EXPANDED_NARROWER,0.9,MONDO:0004992,MONDO:0008903,2
PXD008682,BiologicalAgent,disease_state,malignant pleural effusion,malignant pleural effusion,EXACT_LEXICAL,1.0,,,
PXD008682,BiologicalAgent,sample_source,patient pleural fluid,pleural fluid,SEMANTIC_CANDIDATE,0.9034172296524048,,BTO:0003080,
PXD008682,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD008832,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008832,BiologicalAgent,tissue,ovary,ovary,EXACT_LEXICAL,1.0,,,
PXD008832,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD008832,BiologicalAgent,disease_state,high-grade serous ovarian adenocarcinoma,high-grade serous ovarian adenocarcinoma,EXACT_LEXICAL,1.0,,,
PXD008832,BiologicalAgent,sample_source,tumor biopsy,tumor biopsy,EXACT_LEXICAL,1.0,,,
PXD008832,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD008934,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD008934,BiologicalAgent,tissue,left ventricle,left ventricle,EXACT_LEXICAL,1.0,,,
PXD008934,BiologicalAgent,disease_state,dilated cardiomyopathy,cardiovascular system disease,EXPANDED_BROADER,0.9,MONDO:0005021,MONDO:0004995,4
PXD008934,BiologicalAgent,disease_state,heart failure,heart failure,EXACT_LEXICAL,1.0,,,
PXD008934,BiologicalAgent,disease_state,hypertrophic cardiomyopathy with preserved ejection fraction,hypertrophic cardiomyopathy,SEMANTIC_CANDIDATE,0.842048704624176,,MONDO:0005045,
PXD008934,BiologicalAgent,disease_state,hypertrophic cardiomyopathy with reduced ejection fraction,dilated cardiomyopathy,SEMANTIC_CANDIDATE,0.7158375978469849,,MONDO:0005021,
PXD008934,BiologicalAgent,disease_state,ischemic cardiomyopathy,ischemic cardiomyopathy,EXACT_LEXICAL,1.0,,,
PXD008934,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD009021,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009021,BiologicalAgent,tissue,liver,liver,EXACT_LEXICAL,1.0,,,
PXD009021,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD009021,BiologicalAgent,sample_source,volunteer donors,healthy donors,SEMANTIC_CANDIDATE,0.8147705793380737,,,
PXD009021,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD009118,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009118,BiologicalAgent,tissue,placenta,placenta,EXACT_LEXICAL,1.0,,,
PXD009118,BiologicalAgent,cell_type,trophoblast,trophoblast,EXACT_LEXICAL,1.0,,,
PXD009118,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD009118,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009118,BiologicalAgent,material_type,organoid,organoid,EXACT_LEXICAL,1.0,,,
PXD009118,BiologicalAgent,developmental_stage,embryonic,embryonic,EXACT_LEXICAL,1.0,,,
PXD009196,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009196,BiologicalAgent,tissue,muscle,skeletal muscle,SEMANTIC_CANDIDATE,0.8977597951889038,,,
PXD009196,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD009196,BiologicalAgent,sex,male,male,EXACT_LEXICAL,1.0,,,
PXD009196,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD009266,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009266,BiologicalAgent,tissue,lung,lung,EXACT_LEXICAL,1.0,,,
PXD009266,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD009266,BiologicalAgent,disease_state,lung adenocarcinoma,lung adenocarcinoma,EXACT_LEXICAL,1.0,,,
PXD009266,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009266,BiologicalAgent,cell_line,a549,a549,EXACT_LEXICAL,1.0,,,
PXD009266,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD009317,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009317,BiologicalAgent,tissue,skin,skin,EXACT_LEXICAL,1.0,,,
PXD009317,BiologicalAgent,cell_type,fibroblasts,fibroblast,SEMANTIC_CANDIDATE,0.9647287130355835,,CL:0000057,
PXD009317,BiologicalAgent,sample_source,patient skin biopsies,skin biopsy,SEMANTIC_CANDIDATE,0.8808025121688843,,,
PXD009317,BiologicalAgent,cell_line,flp-in t-rex 293 cells,flp-in t-rex 293,SEMANTIC_CANDIDATE,0.9434141516685486,,,
PXD009367,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009367,BiologicalAgent,tissue,blood,blood,EXACT_LEXICAL,1.0,,,
PXD009367,BiologicalAgent,tissue,lung,lung,EXACT_LEXICAL,1.0,,,
PXD009367,BiologicalAgent,cell_type,promyelocyte,promyelocytic leukemia cell,SEMANTIC_CANDIDATE,0.8729046583175659,CL:0000836,,
PXD009367,BiologicalAgent,disease_state,acute promyelocytic leukemia,acute promyelocytic leukemia,EXACT_LEXICAL,1.0,,,
PXD009367,BiologicalAgent,disease_state,lung carcinoma,lung carcinoma,EXACT_LEXICAL,1.0,,,
PXD009367,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009367,BiologicalAgent,cell_line,a549,a549,EXACT_LEXICAL,1.0,,,
PXD009367,BiologicalAgent,cell_line,hl-60,hl-60,EXACT_LEXICAL,1.0,,,
PXD009367,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD009453,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009453,BiologicalAgent,tissue,liver,liver,EXACT_LEXICAL,1.0,,,
PXD009453,BiologicalAgent,cell_type,hepatocyte,hepatocyte,EXACT_LEXICAL,1.0,,,
PXD009453,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009453,BiologicalAgent,cell_line,hepg2,hepg2 simplecells,SEMANTIC_CANDIDATE,0.8893231153488159,,,
PXD009453,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD009557,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009557,BiologicalAgent,cell_type,neural progenitor cells,neural progenitor cells,EXACT_LEXICAL,1.0,,,
PXD009557,BiologicalAgent,cell_type,neuronal cell,neuronal cell,EXACT_LEXICAL,1.0,,,
PXD009557,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009557,BiologicalAgent,cell_line,sk-n-be2,sk-n-be2,EXACT_LEXICAL,1.0,,,
PXD009557,BiologicalAgent,material_type,cell line,cell culture,SEMANTIC_CANDIDATE,0.7742264270782471,,,
PXD009600,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009600,BiologicalAgent,tissue,cervix,uterine cervix,SEMANTIC_CANDIDATE,0.9714045524597168,,UBERON:0000002,
PXD009600,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD009600,BiologicalAgent,disease_state,cervical adenocarcinoma,cervix carcinoma,EXPANDED_BROADER,0.9,MONDO:0005153,MONDO:0005131,1
PXD009600,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009600,BiologicalAgent,cell_line,hela,hela,EXACT_LEXICAL,1.0,,,
PXD009600,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD009724,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009724,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009724,BiologicalAgent,cell_line,u2os,u2os,EXACT_LEXICAL,1.0,,,
PXD009724,BiologicalAgent,material_type,cell line,cell culture,SEMANTIC_CANDIDATE,0.7742264270782471,,,
PXD009870,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009870,BiologicalAgent,disease_state,heart failure,heart failure,EXACT_LEXICAL,1.0,,,
PXD009870,BiologicalAgent,disease_state,myocardial infarction,myocardial infarction,EXACT_LEXICAL,1.0,,,
PXD009870,BiologicalAgent,sample_source,plasma samples,patient plasma,SEMANTIC_CANDIDATE,0.8926728367805481,,,
PXD009870,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD009870,BiologicalAgent,ethnicity,african american,african americans,SEMANTIC_CANDIDATE,0.960591733455658,,,
PXD009924,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD009924,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD009924,BiologicalAgent,disease_state,influenza a virus,influenza,SEMANTIC_CANDIDATE,0.8419814705848694,,MONDO:0005812,
PXD009924,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD009924,BiologicalAgent,cell_line,a549,a549,EXACT_LEXICAL,1.0,,,
PXD009924,BiologicalAgent,cell_line,calu-1,calu-1,EXACT_LEXICAL,1.0,,,
PXD009924,BiologicalAgent,cell_line,nci-h1299,nci-h1299,EXACT_LEXICAL,1.0,,,
PXD009924,BiologicalAgent,strain,x:31 a/aichi/68,x:31 a/aichi/68,EXACT_LEXICAL,1.0,,,
PXD009924,BiologicalAgent,material_type,cell line,cell culture,SEMANTIC_CANDIDATE,0.7742264270782471,,,
PXD010124,BiologicalAgent,species,drosophila melanogaster,drosophila melanogaster,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,tissue,kidney,kidney,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,disease_state,normal,normal,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,cell_line,hek293t,hek293t,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,cell_line,mia-pa-ca-2,mia-pa-ca-2,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,cell_line,sw13,sw13,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,sex,female,female,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,sex,male,male,EXACT_LEXICAL,1.0,,,
PXD010124,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,tissue,ovary,ovary,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_type,t cell,t cell,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,sample_source,surgical resection,surgical resection,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_line,59m,59m,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_line,cov318,cov318,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_line,hcc1143,hcc1143,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_line,jy,jy,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_line,mfm223,mfm223,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_line,ovcar5,ovcar5,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_line,ovkate,ovkate,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,cell_line,skov3ip1,skov3ip1,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,sex,female,female,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,sex,male,male,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD010372,BiologicalAgent,material_type,tissue,tissue,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,tissue,prostate,prostate,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,cell_type,prostate cancer cell,prostate cancer cell,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,disease_state,prostate cancer,prostate adenocarcinoma,EXPANDED_NARROWER,0.9,MONDO:0008315,MONDO:0005082,2
PXD010527,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,cell_line,22rv1,22rv1,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,cell_line,c4-2b,c4-2b,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,cell_line,lncap,lncap,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,cell_line,pc3,pc3,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,cell_line,u2os,u2os,EXACT_LEXICAL,1.0,,,
PXD010527,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD010698,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD010698,BiologicalAgent,sample_source,cerebrospinal fluid,patient csf,SEMANTIC_CANDIDATE,0.7296097874641418,BTO:0000237,,
PXD010698,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD010942,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD010942,BiologicalAgent,tissue,blood,blood,EXACT_LEXICAL,1.0,,,
PXD010942,BiologicalAgent,cell_type,t cell,t cell,EXACT_LEXICAL,1.0,,,
PXD010942,BiologicalAgent,disease_state,t-cell lymphoma,acute t cell leukemia,SEMANTIC_CANDIDATE,0.7521824240684509,MONDO:0015760,MONDO:0004963,
PXD010942,BiologicalAgent,sample_source,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
PXD010942,BiologicalAgent,cell_line,jurkat,jurkat,EXACT_LEXICAL,1.0,,,
PXD010942,BiologicalAgent,material_type,cell line,cell line,EXACT_LEXICAL,1.0,,,
PXD011152,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD011152,BiologicalAgent,tissue,cervix,cervix,EXACT_LEXICAL,1.0,,,
PXD011152,BiologicalAgent,disease_state,cervical cancer,cervix carcinoma,EXPANDED_NARROWER,0.9,MONDO:0002974,MONDO:0005131,1
PXD011309,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD011309,BiologicalAgent,tissue,blood,blood plasma,SEMANTIC_CANDIDATE,0.7394989728927612,UBERON:0000178,UBERON:0001969,
PXD011309,BiologicalAgent,disease_state,abdominal aortic aneurysm,aortic aneurysm,EXPANDED_BROADER,0.9,MONDO:0005350,MONDO:0005160,1
PXD011309,BiologicalAgent,sample_source,patient plasma,patient plasma,EXACT_LEXICAL,1.0,,,
PXD011309,BiologicalAgent,sex,male,male,EXACT_LEXICAL,1.0,,,
PXD011309,BiologicalAgent,material_type,biofluid,biofluid,EXACT_LEXICAL,1.0,,,
PXD011960,BiologicalAgent,species,homo sapiens,homo sapiens,EXACT_LEXICAL,1.0,,,
PXD011960,BiologicalAgent,tissue,cervix,cervix,EXACT_LEXICAL,1.0,,,
PXD011960,BiologicalAgent,cell_type,epithelial cell,epithelial cell,EXACT_LEXICAL,1.0,,,
PXD011960,BiologicalAgent,material_type,cell culture,cell culture,EXACT_LEXICAL,1.0,,,
