pxd,cohort,agent,field,old_count,new_count,status,equivalent_pairs,hierarchical_inclusive_pairs,semantic_inclusive_pairs,equivalent_jaccard,unmatched_earlier,unmatched_expanded
PXD004713,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""urine""]","[""biofluid""]"
PXD005187,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""pulmonary fibrosis""]"
PXD005389,abstract_only,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mus musculus""]","[""homo sapiens""]"
PXD005389,abstract_only,BiologicalAgent,cell_line,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""b16"", ""ct26""]","[""hct116""]"
PXD005650,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD006386,with_methods,BiologicalAgent,cell_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""hepatocellular carcinoma cell""]","[""epithelial cell"", ""hepatocyte""]"
PXD006386,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""hepatocellular carcinoma""]","[""normal""]"
PXD006697,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""hek293""]","[""epithelial cell""]"
PXD006697,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""disease free""]"
PXD006697,with_methods,BiologicalAgent,cell_line,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""flp-in 293""]","[""hek-293""]"
PXD007745,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""human t cells""]","[""cell culture""]"
PXD008003,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""three-month old""]","[""three-month""]"
PXD008127,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""glial cell""]","[""gbm cells""]"
PXD008217,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""dental calculus""]","[""dental plaque""]"
PXD008217,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""dental calculus""]","[""ancient individuals""]"
PXD008440,with_methods,BiologicalAgent,tissue,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""colorectum"", ""rectum""]","[""colon""]"
PXD008682,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""pleural cavity""]","[""lung""]"
PXD008934,with_methods,BiologicalAgent,sample_source,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""heart transplantation"", ""organ donation""]","[""tissue biopsy""]"
PXD009196,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell""]","[""skeletal muscle cell""]"
PXD009196,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""healthy donors""]","[""human muscle biopsy""]"
PXD009196,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""26 \u00b1 3 years""]","[""26""]"
PXD009196,with_methods,BiologicalAgent,BMI,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""23.5 \u00b1 1.7 kg/m2""]","[""23.5""]"
PXD009317,with_methods,BiologicalAgent,disease_state,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""ilyade""]","[""global developmental delay"", ""msl3 syndrome""]"
PXD009317,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD009453,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""liver carcinoma""]","[""normal""]"
PXD009870,abstract_only,BiologicalAgent,sex,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""men and women""]","[""24 men and 21 women in no hf hospitalization group"", ""3 men and 12 women in hf hospitalization group""]"
PXD010372,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""high-grade serous ovarian cancer""]","[""malignant neoplasm of ovary""]"
PXD010698,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""substantia nigra""]","[""cerebrospinal fluid""]"
PXD011152,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cervical tumor tissue""]","[""fresh frozen tissue""]"
PXD011152,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""fresh frozen tissue""]","[""tissue""]"
PXD011309,with_methods,BiologicalAgent,age,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""71 years""]","[""70 (62\u201378) years"", ""71 (59\u201383) years""]"
PXD011960,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""chlamydia trachomatis infection""]","[""normal""]"
PXD011960,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""infected cells""]","[""cell culture""]"
PXD016273,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""kidney""]","[""urinary tract""]"
PXD020352,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""healthy donors""]","[""volunteer firefighters""]"
PXD037654,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""biofluid""]","[""cervical mucus""]"
PXD046500,with_methods,BiologicalAgent,cell_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""kidney""]","[""epithelial cell"", ""kidney cell""]"
PXD046731,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""lung""]","[""blood""]"
PXD046787,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""lung""]","[""pulmonary artery""]"
PXD046787,abstract_only,BiologicalAgent,disease_state,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""pulmonary arterial hypertension"", ""pulmonary hypertension""]","[""hypertension""]"
PXD047062,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell""]","[""colorectal cancer cell""]"
PXD047062,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""18 to 75 years old""]","[""18 to 75 years""]"
PXD047413,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""bone marrow""]","[""cell culture""]"
PXD047864,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""insulin resistance""]","[""type 2 diabetes mellitus""]"
PXD047864,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mice""]","[""mouse tissues""]"
PXD048054,abstract_only,BiologicalAgent,cell_type,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""interphase cells"", ""mitotic cells""]","[""cervical epithelial cell""]"
PXD048186,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""liver""]","[""blood""]"
PXD048534,abstract_only,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""homo sapiens""]","[""mus musculus""]"
PXD048534,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""pancreatic ductal adenocarcinoma""]","[""permanent cell line cell""]"
PXD048623,abstract_only,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""bacteria""]","[""escherichia coli""]"
PXD048866,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tumor""]","[""head and neck""]"
PXD048866,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tumor tissue""]","[""epithelial cell""]"
PXD048866,abstract_only,BiologicalAgent,sample_source,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""tumor tissue""]","[""cell culture"", ""tumor tissue from mice""]"
PXD049295,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mouse model""]","[""blood plasma""]"
PXD049998,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""healthy controls""]","[""bronchoalveolar lavage""]"
PXD050300,abstract_only,BiologicalAgent,sample_source,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""mouse heart"", ""patient heart""]","[""cell culture""]"
PXD050300,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""cell culture""]"
PXD050892,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""colorectum""]","[""colon""]"
PXD050892,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell""]","[""colorectal cancer cells""]"
PXD050986,abstract_only,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""homo sapiens""]","[""mus musculus""]"
PXD050986,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""b cell culture""]"
PXD051197,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""heart""]","[""ventricle""]"
PXD051197,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""cardiovascular system disease""]"
PXD051197,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD051677,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""35\u201365 years""]","[""35-65 years""]"
PXD051677,with_methods,BiologicalAgent,BMI,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""25\u201335 kg/m2""]","[""25-35 kg/m2"", ""\u2264 35 kg/m2""]"
PXD051859,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""brain""]","[""cerebrospinal fluid""]"
PXD051985,abstract_only,BiologicalAgent,disease_state,5,1,no_accepted_overlap_review,0,0,0,0.0,"[""benign"", ""luminal a breast cancer"", ""luminal b breast cancer"", ""normal"", ""triple-negative breast cancer""]","[""female breast cancer""]"
PXD052324,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cholesterol metabolism""]","[""cardiovascular system disease""]"
PXD053677,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""bone marrow""]","[""spleen""]"
PXD053677,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""b cells""]","[""b-cell acute lymphoblastic leukemia cell""]"
PXD053677,abstract_only,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""pediatric""]","[""8-12 week old""]"
PXD053677,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""patient-derived xenograft""]"
PXD053882,abstract_only,BiologicalAgent,sample_source,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""human samples"", ""mouse models""]","[""mouse pancreas""]"
PXD054304,abstract_only,BiologicalAgent,developmental_stage,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""embryonic""]","[""e12.5""]"
PXD054678,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""b-lymphoblastic leukemia/lymphoma""]"
PXD055227,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""parkinson's disease""]","[""normal""]"
PXD055535,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""kidney cell""]","[""kidney""]"
PXD055766,abstract_only,BiologicalAgent,strain,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""e. coli strain""]","[""mg1655""]"
PXD055950,with_methods,BiologicalAgent,tissue,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""kidney""]","[""bone"", ""cervix""]"
PXD056251,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""lymphoid leukemia cells""]","[""blood cell""]"
PXD056251,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell line""]","[""cell suspension culture""]"
PXD056345,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""cell lysate""]"
PXD056469,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""lung""]","[""blood""]"
PXD056469,abstract_only,BiologicalAgent,sample_source,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""healthy donor blood"", ""patient blood""]","[""nsclc patients and healthy controls""]"
PXD056894,with_methods,BiologicalAgent,cell_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell""]","[""cervical carcinoma cell"", ""squamous cell carcinoma cell""]"
PXD057096,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""blood""]","[""intestine""]"
PXD057360,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""kidney organoids""]"
PXD057692,abstract_only,BiologicalAgent,sample_source,2,2,no_accepted_overlap_review,0,0,0,0.0,"[""duodenal samples"", ""plasma samples""]","[""duodenal biopsy"", ""patient blood""]"
PXD057800,with_methods,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""oryctolagus cuniculus""]","[""homo sapiens""]"
PXD057800,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""severe cardiomyopathy""]","[""preterm premature rupture of the membranes""]"
PXD057800,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""rabbit heart""]","[""amniotic fluid""]"
PXD057800,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""biofluid""]"
PXD057905,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""cervical adenocarcinoma""]"
PXD058318,abstract_only,BiologicalAgent,cell_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""kidney cell""]","[""early embryonic cell"", ""epithelial cell""]"
PXD058318,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""cervical adenocarcinoma""]"
PXD058816,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""skin""]","[""melanoma""]"
PXD059054,with_methods,BiologicalAgent,species,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""homo sapiens""]","[""saccharomyces cerevisiae""]"
PXD060340,with_methods,BiologicalAgent,cell_type,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""e. coli"", ""epithelial cell""]","[""kidney cell""]"
PXD060340,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""disease free""]"
PXD060808,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""uvb-induced damage""]","[""normal""]"
PXD060935,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""serum""]","[""serum of balb/c mice""]"
PXD061454,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell""]","[""breast cancer cell""]"
PXD061586,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""high-grade serous ovarian cancer""]","[""normal""]"
PXD061586,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""healthy human tissue""]","[""healthy human omentum and mesentery""]"
PXD061638,abstract_only,BiologicalAgent,tissue,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""testis""]","[""sperm"", ""spermatozoon""]"
PXD061638,abstract_only,BiologicalAgent,cell_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""germ cells""]","[""sperm"", ""spermatozoon""]"
PXD061638,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""biofluid""]","[""sperm samples""]"
PXD061756,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tissue donors""]","[""brain bank tissue""]"
PXD062108,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""eight-week-old""]","[""8-week-old""]"
PXD062318,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""more than 18 years old""]","["">18 years old""]"
PXD062723,abstract_only,BiologicalAgent,sample_source,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""blood circulation"", ""bone marrow""]","[""patient""]"
PXD062723,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""cell culture""]"
PXD062962,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mouse models""]","[""mouse liver""]"
PXD063521,abstract_only,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cancer cell""]","[""epithelial cell""]"
PXD063836,abstract_only,BiologicalAgent,disease_state,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""neuropsychiatric disorder"", ""schizophrenia""]","[""normal""]"
PXD063836,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""human brain""]","[""post-mortem brain""]"
PXD064199,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""seedling tissue""]"
PXD064784,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""triple negative breast cancer""]","[""breast cancer""]"
PXD065493,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""rps6kc1-related neurodevelopmental disorder""]","[""neurodevelopmental delay""]"
PXD065493,abstract_only,BiologicalAgent,sample_source,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""patient plasma""]","[""cell culture"", ""patient pbmcs""]"
PXD066679,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mice brown adipose tissue""]","[""mouse tissue""]"
PXD067064,with_methods,BiologicalAgent,age,2,2,no_accepted_overlap_review,0,0,0,0.0,"[""18-22"", ""55-65""]","[""18\u201322 years old"", ""55\u201365 years old""]"
PXD067213,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mice""]","[""cardiac tissue""]"
PXD067890,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""50-80""]","[""50 to 80 years""]"
PXD068442,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""plant""]","[""leaf""]"
PXD068442,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""transgenic plant lines""]","[""plant leaf""]"
PXD068442,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""transgenic line""]","[""plant tissue""]"
PXD068675,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""plant leaf material""]"
PXD069666,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cortex""]","[""brain""]"
PXD070491,abstract_only,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""hippocampus""]","[""brain""]"
PXD000228,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell line""]","[""primary cells""]"
PXD000605,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""plasma""]","[""blood cell""]"
PXD000605,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""29\u00b12 years old""]","[""29\u00b12""]"
PXD001415,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""peripheral blood""]","[""healthy volunteers""]"
PXD001415,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell line""]","[""primary cells""]"
PXD001423,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""inflammatory activation""]","[""normal""]"
PXD001423,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD001725,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""lymph node metastases""]","[""tumor biopsy""]"
PXD002097,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""oral cavity""]","[""oral mucosa""]"
PXD003215,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cranial suture""]","[""cranium""]"
PXD003215,with_methods,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""craniosynostosis""]","[""bone disease""]"
PXD003215,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""patient surgical resection""]","[""patient cranial suture""]"
PXD003412,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary human cells""]","[""cell culture""]"
PXD003533,with_methods,BiologicalAgent,age,5,5,no_accepted_overlap_review,0,0,0,0.0,"[""33.3 \u00b1 2.4"", ""46.3 \u00b1 4.6"", ""46.5 \u00b1 13.2"", ""54.5 \u00b1 4.5"", ""54.9 \u00b1 4.0""]","[""33.3"", ""46.3"", ""46.5"", ""54.5"", ""54.9""]"
PXD003533,with_methods,BiologicalAgent,sex,5,1,no_accepted_overlap_review,0,0,0,0.0,"[""11 men and 9 women"", ""14 men and 14 women"", ""15 men and 16 women"", ""4 men and 3 women"", ""4 men and 6 women""]","[""48 males and 42 females""]"
PXD003533,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""biofluid""]","[""blood plasma""]"
PXD003963,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""inflammation""]","[""normal""]"
PXD005436,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""poor ovarian response""]"
PXD006517,abstract_only,BiologicalAgent,sample_source,2,2,no_accepted_overlap_review,0,0,0,0.0,"[""mice"", ""patients""]","[""mouse nephron segments"", ""patient glomeruli""]"
PXD006517,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell line""]","[""tissue""]"
PXD006581,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""bone marrow""]","[""blood""]"
PXD006723,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""w580s mutation in malt1""]","[""primary immunodeficiency disease""]"
PXD006723,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""human patient""]","[""cell culture""]"
PXD007081,with_methods,BiologicalAgent,sample_source,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""patient urine""]","[""podocyte cell culture"", ""urine cell culture""]"
PXD007081,with_methods,BiologicalAgent,material_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture"", ""cell line""]"
PXD008012,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""breast cancer cells""]","[""epithelial cell""]"
PXD008252,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD008691,abstract_only,BiologicalAgent,material_type,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""permanent cell line cell"", ""primary cell""]"
PXD009142,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cornea""]","[""eye""]"
PXD009142,with_methods,BiologicalAgent,developmental_stage,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""embryonic""]","[""adult""]"
PXD009197,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""disease free""]"
PXD009321,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""primary cells""]","[""cell culture""]"
PXD009374,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""osteosarcoma cell""]","[""epithelial cell""]"
PXD009476,with_methods,BiologicalAgent,cell_line,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cem t cells""]","[""cem""]"
PXD009603,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""dental calculus""]","[""dental plaque""]"
PXD009603,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""dental calculus""]","[""dental plaque""]"
PXD009603,with_methods,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""dental calculus""]","[""tissue""]"
PXD009880,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""ethylmalonic encephalopathy""]","[""inherited metabolic disorder""]"
PXD009880,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""patient fibroblast cells""]"
PXD009880,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell line""]","[""primary cells""]"
PXD010061,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""glut1 deficiency syndrome""]","[""normal""]"
PXD010223,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""osteosarcoma cell""]","[""osteoblast""]"
PXD011000,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""patient skin""]","[""skin tape stripping""]"
PXD011000,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tape stripped stratum corneum""]","[""tissue""]"
PXD012755,with_methods,BiologicalAgent,cell_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""neurons""]","[""electrically active cell""]"
PXD012755,with_methods,BiologicalAgent,disease_state,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""autism spectrum disorder"", ""normal""]","[""neurodevelopmental abnormality""]"
PXD017799,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""32\u201378""]","[""32-78""]"
PXD030990,with_methods,BiologicalAgent,tissue,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""eye""]","[""tear""]"
PXD030990,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tear fluid""]","[""healthy subjects""]"
