field,earlier,expanded,category,similarity,earlier_id,expanded_id,hops
cell_type,myeloid cell,myeloid cell,EXACT_LEXICAL,1.0,,,
cell_type,myeloid cell,t cell,UNRESOLVED,0.4714358150959015,CL:0000763,CL:0000084,
cell_type,myoblast,epithelial cell,UNRESOLVED,0.4566415846347809,CL:0000056,CL:0000066,
cell_type,myoblast,fibroblast,UNRESOLVED,0.6477497816085815,CL:0000056,CL:0000057,
cell_type,myoblast,muscle cell,SEMANTIC_CANDIDATE,0.8202543258666992,CL:0000056,CL:0000187,
cell_type,myoblast,myoblast,EXACT_LEXICAL,1.0,,,
cell_type,myocyte,blood,UNRESOLVED,0.36645230650901794,CL:0000187,,
cell_type,myofibers,myofibers,EXACT_LEXICAL,1.0,,,
cell_type,myofibers,progenitors,UNRESOLVED,0.3560502529144287,,,
cell_type,myofibroblast,epithelial cell,UNRESOLVED,0.5007550716400146,,CL:0000066,
cell_type,myofibroblast,myofibroblast,EXACT_LEXICAL,1.0,,,
cell_type,myofibroblasts,fibroblasts,SEMANTIC_CANDIDATE,0.8068584203720093,,,
cell_type,myotube,myotube,EXACT_LEXICAL,1.0,,,
cell_type,myotube,skeletal muscle cell,SEMANTIC_CANDIDATE,0.781649112701416,CL:0002372,CL:0000188,
cell_type,myotubes,myotube,SEMANTIC_CANDIDATE,0.9187676906585693,,CL:0002372,
cell_type,myotubes,myotubes,EXACT_LEXICAL,1.0,,,
cell_type,myotubes,primary myotubes,SEMANTIC_CANDIDATE,0.9280005693435669,,,
cell_type,natural killer (nk) cells,b cell,UNRESOLVED,0.4318526089191437,,CL:0000236,
cell_type,natural killer (nk) cells,hepatocyte,UNRESOLVED,0.3941443860530853,,CL:0000182,
cell_type,natural killer cell,granular lymphocyte,UNRESOLVED,0.5683417916297913,CL:0000623,,
cell_type,natural killer cell,lymphocyte,EXPANDED_BROADER,0.9,CL:0000623,CL:0000542,3
cell_type,natural killer cell,nk cell,ONTOLOGY_EQUIVALENT,1.0,CL:0000623,CL:0000623,0
cell_type,natural killer cell,t-cell,UNRESOLVED,0.5022459030151367,CL:0000623,CL:0000084,
cell_type,naïve t cells,t cell,UNRESOLVED,0.6668672561645508,,CL:0000084,
cell_type,neural cell,cervical epithelial cell,UNRESOLVED,0.5258439779281616,CL:0002319,,
cell_type,neural cell,embryonic stem cell,UNRESOLVED,0.5373442769050598,CL:0002319,CL:0002322,
cell_type,neural cell,epithelial cell,UNRESOLVED,0.5754944086074829,CL:0002319,CL:0000066,
cell_type,neural cell,fibroblast,UNRESOLVED,0.5469155311584473,CL:0002319,CL:0000057,
cell_type,neural cell,lung epithelial cell,UNRESOLVED,0.4799957871437073,CL:0002319,CL:0000082,
cell_type,neural cell,neuroblast,SEMANTIC_CANDIDATE,0.7169764637947083,CL:0002319,CL:0000031,
cell_type,neural cell,neuronal cell,SEMANTIC_CANDIDATE,0.950825035572052,CL:0002319,,
cell_type,neural progenitor cell,embryo,UNRESOLVED,0.4870499074459076,CL:0011020,,
cell_type,neural progenitor cell,embryonic stem cell,UNRESOLVED,0.666063666343689,CL:0011020,CL:0002322,
cell_type,neural progenitor cell,induced pluripotent stem cell,UNRESOLVED,0.5914870500564575,CL:0011020,,
cell_type,neural progenitor cell,neural progenitor cell,EXACT_LEXICAL,1.0,,,
cell_type,neural progenitor cell,stem cell,UNRESOLVED,0.6690632104873657,CL:0011020,CL:0000034,
cell_type,neural progenitor cells,epithelial cell,UNRESOLVED,0.42140138149261475,,CL:0000066,
cell_type,neural progenitor cells,fibroblast,UNRESOLVED,0.502780556678772,,CL:0000057,
cell_type,neural progenitor cells,induced pluripotent stem cells,UNRESOLVED,0.592422604560852,,,
cell_type,neural progenitor cells,neural progenitor cell,SEMANTIC_CANDIDATE,0.993405818939209,,CL:0011020,
cell_type,neural progenitor cells,neural progenitor cells,EXACT_LEXICAL,1.0,,,
cell_type,neural progenitor cells,neuroblast,SEMANTIC_CANDIDATE,0.8101428151130676,,CL:0000031,
cell_type,neural progenitor cells,neuronal cell,SEMANTIC_CANDIDATE,0.7273465991020203,,,
cell_type,neural progenitor cells,neuronal cells,SEMANTIC_CANDIDATE,0.7394022941589355,,,
cell_type,neural progenitor cells,neuronal stem cell,SEMANTIC_CANDIDATE,0.8746964931488037,,CL:0000047,
cell_type,neural progenitor cells,oligodendrocyte precursor cells,SEMANTIC_CANDIDATE,0.7437770366668701,,,
cell_type,neural progenitors,hipsc,UNRESOLVED,0.5251498818397522,,,
cell_type,neural progenitors,pluripotent stem cell,UNRESOLVED,0.681122899055481,,CL:0002248,
cell_type,neural stem cells,neural stem cell,SEMANTIC_CANDIDATE,0.9947212934494019,,CL:0000047,
cell_type,neuroblastoma,epithelial cell,UNRESOLVED,0.24026110768318176,,CL:0000066,
cell_type,neuroblastoma,fibroblast,UNRESOLVED,0.3256151080131531,,CL:0000057,
cell_type,neuroblastoma,neuroblastoma,EXACT_LEXICAL,1.0,,,
cell_type,neuroblastoma cell,epithelial cell,UNRESOLVED,0.31466802954673767,,CL:0000066,
cell_type,neuroblastoma cell,neuroblast,SEMANTIC_CANDIDATE,0.7321965098381042,,CL:0000031,
cell_type,neuroblastoma cell,neuroblastoma cell,EXACT_LEXICAL,1.0,,,
cell_type,neuroblastoma cell,neuroblastoma cells,SEMANTIC_CANDIDATE,0.9946916699409485,,,
cell_type,neuroblastoma cell,neuroblastoma-derived cell,SEMANTIC_CANDIDATE,0.9462859630584717,,,
cell_type,neuroblastoma cell,neuron,UNRESOLVED,0.6029143333435059,,CL:0000540,
cell_type,neuroblastoma cell,neurons,UNRESOLVED,0.6026244163513184,,,
cell_type,neuroblastoma cells,epithelial cell,UNRESOLVED,0.3079109787940979,,CL:0000066,
cell_type,neuroblastoma cells,neuroblast,SEMANTIC_CANDIDATE,0.7318915128707886,,CL:0000031,
cell_type,neuroblastoma cells,neuroblastoma cell,SEMANTIC_CANDIDATE,0.9946916699409485,,,
cell_type,neuroendocrine cells,cancer-associated fibroblasts,UNRESOLVED,0.31350910663604736,,,
cell_type,neuroendocrine cells,epithelial cell,UNRESOLVED,0.5411052703857422,,CL:0000066,
cell_type,neuroendocrine cells,stromal cell,UNRESOLVED,0.5164487361907959,,CL:0000499,
cell_type,neuron,astrocytes,UNRESOLVED,0.659692645072937,CL:0000540,,
cell_type,neuron,embryonic stem cell,UNRESOLVED,0.5019595623016357,CL:0000540,CL:0002322,
cell_type,neuron,glioblastoma cell,UNRESOLVED,0.5325431227684021,CL:0000540,,
cell_type,neuron,glutamatergic neuron,EXPANDED_NARROWER,0.9,CL:0000540,CL:0000679,1
cell_type,neuron,hela cell,UNRESOLVED,0.4614675045013428,CL:0000540,,
cell_type,neuron,i3neuron,UNRESOLVED,0.42272961139678955,CL:0000540,,
cell_type,neuron,induced pluripotent stem cell,UNRESOLVED,0.39914166927337646,CL:0000540,,
cell_type,neuron,kidney cell,UNRESOLVED,0.5881333351135254,CL:0000540,CL:1000497,
cell_type,neuron,kidney epithelial cell,UNRESOLVED,0.5251672267913818,CL:0000540,CL:0002518,
cell_type,neuron,microglia,UNRESOLVED,0.6626334190368652,CL:0000540,,
cell_type,neuron,neuroblastoma cell,UNRESOLVED,0.6029143333435059,CL:0000540,,
cell_type,neuron,neuroblastoma cells,UNRESOLVED,0.5872036814689636,CL:0000540,,
cell_type,neuron,neuron,EXACT_LEXICAL,1.0,,,
cell_type,neuron,neuron-like cells,SEMANTIC_CANDIDATE,0.8800456523895264,CL:0000540,,
cell_type,neuron,neuronal cell,SEMANTIC_CANDIDATE,0.9434182047843933,CL:0000540,,
cell_type,neuron,neuronal cells,SEMANTIC_CANDIDATE,0.9369288682937622,CL:0000540,,
cell_type,neuron,neurons,SEMANTIC_CANDIDATE,0.9861372113227844,CL:0000540,,
cell_type,neuron,neutrophil,UNRESOLVED,0.5846679210662842,CL:0000540,CL:0000775,
cell_type,neuron,organoid,UNRESOLVED,0.4994421899318695,CL:0000540,,
cell_type,neuron,pluripotent stem cell,UNRESOLVED,0.4682518243789673,CL:0000540,CL:0002248,
cell_type,neuron,stem cell,UNRESOLVED,0.5113118886947632,CL:0000540,CL:0000034,
cell_type,neuron-like cell,neuron,SEMANTIC_CANDIDATE,0.89911949634552,,CL:0000540,
cell_type,neuronal cell,fibroblast,UNRESOLVED,0.5116111040115356,,CL:0000057,
cell_type,neuronal cell,induced pluripotent stem cells,UNRESOLVED,0.360398530960083,,,
cell_type,neuronal cell,neural progenitor cells,SEMANTIC_CANDIDATE,0.7273465991020203,,,
cell_type,neuronal cell,neuroblast,UNRESOLVED,0.6890045404434204,,CL:0000031,
cell_type,neuronal cell,neuronal,SEMANTIC_CANDIDATE,0.9537264108657837,,,
cell_type,neuronal cell,neuronal cell,EXACT_LEXICAL,1.0,,,
cell_type,neuronal cell,neuronal cells,SEMANTIC_CANDIDATE,0.9959224462509155,,,
cell_type,neuronal cell,neuronal stem cell,SEMANTIC_CANDIDATE,0.7582919597625732,,CL:0000047,
cell_type,neuronal cell,stem cell,UNRESOLVED,0.4956986904144287,,CL:0000034,
cell_type,neuronal cells,embryonic stem cell,UNRESOLVED,0.5163692235946655,,CL:0002322,
cell_type,neuronal cells,neural cells,SEMANTIC_CANDIDATE,0.9493765830993652,,,
cell_type,neuronal cells,neuron,SEMANTIC_CANDIDATE,0.9369288682937622,,CL:0000540,
cell_type,neuronal cells,neurons,SEMANTIC_CANDIDATE,0.9572792053222656,,,
cell_type,neuronal counterpart,embryonic stem cell,UNRESOLVED,0.4616050720214844,,CL:0002322,
cell_type,neuronal counterpart,neuron,SEMANTIC_CANDIDATE,0.8243072628974915,,CL:0000540,
cell_type,neuronal counterpart,neuronal progenitor cell,SEMANTIC_CANDIDATE,0.728100061416626,,,
cell_type,neurons,electrically active cell,UNRESOLVED,0.6561919450759888,,CL:0000211,
cell_type,neurons,epithelial cell,UNRESOLVED,0.5244265198707581,,CL:0000066,
cell_type,neurons,hematopoietic stem cells,UNRESOLVED,0.4460347890853882,,,
cell_type,neurons,hepatocytes,UNRESOLVED,0.5649876594543457,,,
cell_type,neurons,immune cells,UNRESOLVED,0.47533079981803894,,,
cell_type,neurons,neural stem cell,UNRESOLVED,0.6881610155105591,,CL:0000047,
cell_type,neurons,neuron,SEMANTIC_CANDIDATE,0.9861372113227844,,CL:0000540,
cell_type,neurons,neuron of cerebral cortex,SEMANTIC_CANDIDATE,0.831382155418396,,CL:0010012,
cell_type,neurons,neuronal cell,SEMANTIC_CANDIDATE,0.9570531845092773,,,
cell_type,neurons,neurons,EXACT_LEXICAL,1.0,,,
cell_type,neurons,neutrophils,UNRESOLVED,0.5505951046943665,,,
cell_type,neutrophil,neutrophil,EXACT_LEXICAL,1.0,,,
cell_type,neutrophil,neutrophils,SEMANTIC_CANDIDATE,0.9691385626792908,CL:0000775,,
cell_type,neutrophils,alveolar macrophages,UNRESOLVED,0.48350223898887634,,,
cell_type,neutrophils,bone marrow-derived cells,UNRESOLVED,0.4785916805267334,,,
cell_type,neutrophils,hematopoietic stem cells,UNRESOLVED,0.48338615894317627,,,
cell_type,neutrophils,mature neutrophil,SEMANTIC_CANDIDATE,0.8619092702865601,,CL:0000096,
cell_type,neutrophils,monocyte-derived cells,UNRESOLVED,0.4927390217781067,,,
cell_type,neutrophils,neurons,UNRESOLVED,0.5505951046943665,,,
cell_type,neutrophils,neutrophil,SEMANTIC_CANDIDATE,0.9691385626792908,,CL:0000775,
cell_type,neutrophils,neutrophils,EXACT_LEXICAL,1.0,,,
cell_type,nk cell,leukocyte,UNRESOLVED,0.44509270787239075,CL:0000623,CL:0000738,
cell_type,nk cell,natural killer cell,ONTOLOGY_EQUIVALENT,1.0,CL:0000623,CL:0000623,0
cell_type,nk cell,nk cells,SEMANTIC_CANDIDATE,0.9887380599975586,CL:0000623,,
cell_type,nk cell,peripheral blood mononuclear cell,UNRESOLVED,0.4686061143875122,CL:0000623,CL:2000001,
cell_type,nk cell,t and nk-cells,SEMANTIC_CANDIDATE,0.7845937609672546,CL:0000623,,
cell_type,nk cells,b cells,UNRESOLVED,0.4536934196949005,,,
cell_type,nk cells,b-lymphocyte,UNRESOLVED,0.4271872043609619,,CL:0000236,
cell_type,nk cells,blood platelet,UNRESOLVED,0.3117085099220276,,CL:0000233,
cell_type,nk cells,cytotoxic t-lymphocyte,UNRESOLVED,0.6567625403404236,,CL:0000910,
cell_type,nk cells,helper t-lymphocyte,UNRESOLVED,0.52236407995224,,CL:0000912,
cell_type,nk cells,monocyte,UNRESOLVED,0.358887255191803,,CL:0000576,
cell_type,nk cells,monocytes,UNRESOLVED,0.3562317192554474,,,
cell_type,nk cells,natural killer cell,SEMANTIC_CANDIDATE,0.9186167120933533,,CL:0000623,
cell_type,nk cells,nk cells,EXACT_LEXICAL,1.0,,,
cell_type,nk cells,pan t cells,UNRESOLVED,0.566433310508728,,,
cell_type,nk cells,t cells,UNRESOLVED,0.4871089458465576,,,
cell_type,non-malignant cells,cancer-associated fibroblasts,UNRESOLVED,0.4028598666191101,,,
cell_type,non-malignant cells,epithelial cell,UNRESOLVED,0.5883407592773438,,CL:0000066,
cell_type,non-malignant cells,stromal cell,UNRESOLVED,0.5535292029380798,,CL:0000499,
cell_type,non-small cell lung cancer cells,epithelial cell,UNRESOLVED,0.4363563656806946,,CL:0000066,
cell_type,non-small cell lung cancer cells,t cell,UNRESOLVED,0.28872597217559814,,CL:0000084,
cell_type,normal cd34+ bone marrow cells,aml blast cells,UNRESOLVED,0.5932543277740479,,,
cell_type,normal cd34+ bone marrow cells,blood cell,UNRESOLVED,0.37631070613861084,,CL:0000081,
cell_type,normal cd34+ bone marrow cells,bone marrow cells,UNRESOLVED,0.50642991065979,,,
cell_type,normal cd34+ bone marrow cells,cd34+ bone marrow cells,SEMANTIC_CANDIDATE,0.7989603281021118,,,
cell_type,normal cd34+ bone marrow cells,leukocytes,UNRESOLVED,0.35146933794021606,,,
cell_type,normal cd34+ bone marrow cells,nucleated bone marrow cells,UNRESOLVED,0.5934839248657227,,,
cell_type,normal cd34+ bone marrow cells,primary aml cells,UNRESOLVED,0.4820834696292877,,,
cell_type,normal liver cell,hepatocellular carcinoma cell,UNRESOLVED,0.6637137532234192,,,
cell_type,normal liver cell,permanent cell line cell,UNRESOLVED,0.5529146790504456,,,
cell_type,nuclear cell,epithelial cell,UNRESOLVED,0.5369037985801697,,CL:0000066,
cell_type,nuclear extract,epithelial cell,UNRESOLVED,0.37878167629241943,,CL:0000066,
cell_type,oligodendrocyte precursor cells,neural progenitor cell,SEMANTIC_CANDIDATE,0.7565271854400635,,CL:0011020,
cell_type,oligodendrocyte precursor cells,oligodendrocyte precursor cells,EXACT_LEXICAL,1.0,,,
cell_type,oligodendrocyte progenitor cells,neural progenitor cell,SEMANTIC_CANDIDATE,0.7455887794494629,,CL:0011020,
cell_type,oligodendrocytic cell,oligodendrocyte,SEMANTIC_CANDIDATE,0.8921613097190857,,CL:0000128,
cell_type,omental tissue,epithelial ovarian cancer cell,UNRESOLVED,0.2769477963447571,,,
cell_type,oocytes,germ cells,UNRESOLVED,0.6697741746902466,,,
cell_type,oocytes,oocyte,SEMANTIC_CANDIDATE,0.973112165927887,,CL:0000023,
cell_type,oocytes,somatic cells,UNRESOLVED,0.5679483413696289,,,
cell_type,oral cell,squamous epithelial cell,UNRESOLVED,0.5847312211990356,,CL:0000076,
cell_type,oral keratinocyte,squamous epithelial cell,UNRESOLVED,0.6598443984985352,,CL:0000076,
cell_type,osteoblast,epithelial cell,UNRESOLVED,0.517681896686554,CL:0000062,CL:0000066,
cell_type,osteoblast,osteosarcoma cell,UNRESOLVED,0.6679291725158691,CL:0000062,,
cell_type,osteoblast,retinal pigment epithelial cell,UNRESOLVED,0.5195274949073792,CL:0000062,CL:0002586,
cell_type,osteoblasts,calvarial osteoblast,SEMANTIC_CANDIDATE,0.8687872290611267,,CL:2000058,
cell_type,osteoblasts,fibroblast,UNRESOLVED,0.6571422815322876,,CL:0000057,
cell_type,osteoblasts,gingival fibroblast,UNRESOLVED,0.5995703935623169,,,
cell_type,osteoclast,macrophage,UNRESOLVED,0.6615114212036133,CL:0000092,CL:0000235,
cell_type,osteoclast,osteoclast,EXACT_LEXICAL,1.0,,,
cell_type,osteocyte,blood,UNRESOLVED,0.39490512013435364,CL:0000137,,
cell_type,osteolineage cells,stem cell,UNRESOLVED,0.5898120403289795,,CL:0000034,
cell_type,osteosarcoma,osteosarcoma cell,SEMANTIC_CANDIDATE,0.8331550359725952,,,
cell_type,osteosarcoma cell,cancer cell,UNRESOLVED,0.5120123624801636,,,
cell_type,osteosarcoma cell,epithelial cell,UNRESOLVED,0.3224875330924988,,CL:0000066,
cell_type,osteosarcoma cell,epithelial cell of prostate,UNRESOLVED,0.3495364189147949,,CL:0002231,
cell_type,osteosarcoma cell,fibroblast,UNRESOLVED,0.4522874653339386,,CL:0000057,
cell_type,osteosarcoma cell,hepatocyte,UNRESOLVED,0.410037100315094,,CL:0000182,
cell_type,osteosarcoma cell,kidney cell,UNRESOLVED,0.4134874939918518,,CL:1000497,
cell_type,osteosarcoma cell,melanoma cell,UNRESOLVED,0.5164127945899963,,,
cell_type,osteosarcoma cell,myeloid cell,UNRESOLVED,0.3901618719100952,,CL:0000763,
cell_type,osteosarcoma cell,osteoblast,UNRESOLVED,0.6679291725158691,,CL:0000062,
cell_type,osteosarcoma cell,osteosarcoma cell,EXACT_LEXICAL,1.0,,,
cell_type,osteosarcoma cell,prostate cancer cell,UNRESOLVED,0.4794621467590332,,,
cell_type,osteosarcoma cell,t cell,UNRESOLVED,0.27899545431137085,,CL:0000084,
cell_type,ovarian cancer cell,epithelial cell,UNRESOLVED,0.4347720742225647,,CL:0000066,
cell_type,ovarian cancer cell,fallopian tube secretory epithelial cell,UNRESOLVED,0.47388333082199097,,CL:4030006,
cell_type,ovarian cancer cell,ovarian cancer cells,SEMANTIC_CANDIDATE,0.9914184808731079,,,
cell_type,ovarian cancer cell,ovarian surface epithelial cell,SEMANTIC_CANDIDATE,0.7373765707015991,,CL:2000064,
cell_type,ovarian cancer cell,pancreatic duct,UNRESOLVED,0.20688413083553314,,,
cell_type,ovarian cancer cell type,epithelial cell,UNRESOLVED,0.4140218496322632,,CL:0000066,
cell_type,ovarian cancer cells,ovarian cancer cells,EXACT_LEXICAL,1.0,,,
cell_type,ovarian cancer cells,ovarian fibroblast,SEMANTIC_CANDIDATE,0.7302684783935547,,CL:2000063,
cell_type,ovarian cell,epithelial cell,UNRESOLVED,0.5424988269805908,,CL:0000066,
cell_type,ovarian surface epithelial cells,epithelial cell,UNRESOLVED,0.6196914315223694,,CL:0000066,
cell_type,ovarian surface epithelial cells,fallopian tube secretory epithelial cell,SEMANTIC_CANDIDATE,0.720462441444397,,CL:4030006,
cell_type,ovarian surface epithelial cells,ovarian surface epithelial cell,SEMANTIC_CANDIDATE,0.9920935034751892,,CL:2000064,
cell_type,ovarian tissue,epithelial ovarian cancer cell,UNRESOLVED,0.55622398853302,,,
cell_type,pan t cells,nk cells,UNRESOLVED,0.566433310508728,,,
cell_type,pan t cells,pan t cells,EXACT_LEXICAL,1.0,,,
cell_type,pancreatic cancer cells,epithelial cell,UNRESOLVED,0.38434457778930664,,CL:0000066,
cell_type,pancreatic ductal adenocarcinoma,permanent cell line cell,UNRESOLVED,0.30009713768959045,,,
cell_type,pancreatic ductal adenocarcinoma cell,epithelial cell,UNRESOLVED,0.37086576223373413,,CL:0000066,
cell_type,patient-derived cell lines,lung cancer cell,UNRESOLVED,0.47510209679603577,,,
cell_type,patients,blood cell,UNRESOLVED,0.37497448921203613,,CL:0000081,
cell_type,pbmc,cd8+ t cell,UNRESOLVED,0.3999805152416229,CL:2000001,,
cell_type,pbmc,kidney epithelial cell,UNRESOLVED,0.43375909328460693,CL:2000001,CL:0002518,
cell_type,pbmc,melanoma cell,UNRESOLVED,0.3865644931793213,CL:2000001,,
cell_type,pbmcs,b cell,UNRESOLVED,0.5837438702583313,,CL:0000236,
cell_type,pbmcs,buccal cells,UNRESOLVED,0.5082709789276123,,,
cell_type,pbmcs,hepatocyte,UNRESOLVED,0.4687712490558624,,CL:0000182,
cell_type,pbmcs,pbmcs,EXACT_LEXICAL,1.0,,,
cell_type,pbmcs,peripheral blood mononuclear cell,SEMANTIC_CANDIDATE,0.7629453539848328,,CL:2000001,
cell_type,pdgfrî2+ mesenchymal cells,fibroblast,UNRESOLVED,0.43420884013175964,,CL:0000057,
cell_type,pdgfrî2+ mesenchymal cells,kidney cell,UNRESOLVED,0.3161340355873108,,CL:1000497,
cell_type,pdgfrî2+ mesenchymal cells,mesenchymal cell,UNRESOLVED,0.6381919980049133,,CL:0008019,
cell_type,peripheral blood monocyte,trophoblast,UNRESOLVED,0.3526737093925476,,,
cell_type,peripheral blood mononuclear cell,blood cell,UNRESOLVED,0.5441412329673767,CL:2000001,CL:0000081,
cell_type,peripheral blood mononuclear cell,corneal endothelial cell,UNRESOLVED,0.4617927372455597,CL:2000001,CL:0000132,
cell_type,peripheral blood mononuclear cell,endothelial cell,UNRESOLVED,0.43822506070137024,CL:2000001,CL:0000115,
cell_type,peripheral blood mononuclear cell,epithelial cell,UNRESOLVED,0.36903125047683716,CL:2000001,CL:0000066,
cell_type,peripheral blood mononuclear cell,fibroblast,UNRESOLVED,0.37109699845314026,CL:2000001,CL:0000057,
cell_type,peripheral blood mononuclear cell,pbmc,ONTOLOGY_EQUIVALENT,1.0,CL:2000001,CL:2000001,0
cell_type,peripheral blood mononuclear cell,peripheral blood mononuclear cell,EXACT_LEXICAL,1.0,,,
cell_type,peripheral blood mononuclear cell,peripheral blood mononuclear cells,SEMANTIC_CANDIDATE,0.991700291633606,CL:2000001,,
cell_type,peripheral blood mononuclear cell,peripheral blood mononuclear cells (pbmcs),SEMANTIC_CANDIDATE,0.8894221782684326,CL:2000001,,
cell_type,peripheral blood mononuclear cells,b cells,UNRESOLVED,0.47053295373916626,,,
cell_type,peripheral blood mononuclear cells,blood cell,UNRESOLVED,0.5150191783905029,,CL:0000081,
cell_type,peripheral blood mononuclear cells,cd4+ t cells,UNRESOLVED,0.3224680423736572,,,
cell_type,peripheral blood mononuclear cells,cd8+ t cells,UNRESOLVED,0.2754057049751282,,,
cell_type,peripheral blood mononuclear cells,classical monocytes (cmonocytes),UNRESOLVED,0.6346758604049683,,,
cell_type,peripheral blood mononuclear cells,endothelial cell,UNRESOLVED,0.4105997383594513,,CL:0000115,
cell_type,peripheral blood mononuclear cells,fibroblast,UNRESOLVED,0.3422887623310089,,CL:0000057,
cell_type,peripheral blood mononuclear cells,macrophages,UNRESOLVED,0.5554805994033813,,,
cell_type,peripheral blood mononuclear cells,mesenchymal stem cell,UNRESOLVED,0.4531596004962921,,CL:0000134,
cell_type,peripheral blood mononuclear cells,monocyte,UNRESOLVED,0.6464092135429382,,CL:0000576,
cell_type,peripheral blood mononuclear cells,natural killer (nk) cells,UNRESOLVED,0.46927887201309204,,,
cell_type,peripheral blood mononuclear cells,non-classical monocytes (ncmonocytes),SEMANTIC_CANDIDATE,0.726081132888794,,,
cell_type,peripheral blood mononuclear cells,pbmc,SEMANTIC_CANDIDATE,0.8032852411270142,,CL:2000001,
cell_type,peripheral blood mononuclear cells,peripheral blood mononuclear cell,SEMANTIC_CANDIDATE,0.991700291633606,,CL:2000001,
cell_type,peripheral blood mononuclear cells,peripheral blood mononuclear cells,EXACT_LEXICAL,1.0,,,
cell_type,peripheral blood mononuclear cells,peripheral blood mononuclear cells (pbmcs),SEMANTIC_CANDIDATE,0.9040566682815552,,,
cell_type,peripheral blood mononuclear cells,rbcs,UNRESOLVED,0.4579809904098511,,,
cell_type,peripheral blood mononuclear cells (pbmcs),peripheral blood mononuclear cell,SEMANTIC_CANDIDATE,0.8894221782684326,,CL:2000001,
cell_type,peripheral neuron cell,peripheral neuron cells,SEMANTIC_CANDIDATE,0.9954636693000793,,,
cell_type,peripheral neuron cell,schwann cell,SEMANTIC_CANDIDATE,0.8357821702957153,,CL:0002573,
cell_type,peritoneal mesothelial cells,mesothelial cell,SEMANTIC_CANDIDATE,0.9091425538063049,,CL:0000077,
cell_type,phloem,phloem sap,SEMANTIC_CANDIDATE,0.9161792993545532,,,
cell_type,pilocytic astrocytoma,astrocyte,UNRESOLVED,0.4812232255935669,,CL:0000127,
cell_type,placental villous stromal cell,trophoblast,UNRESOLVED,0.6616523265838623,,,
cell_type,plant cell,plant cell,EXACT_LEXICAL,1.0,,,
cell_type,plasma,blood cell,UNRESOLVED,0.4898824989795685,,CL:0000081,
cell_type,plasma cell,acute myeloid leukemia cells,UNRESOLVED,0.41282373666763306,CL:0000786,,
cell_type,plasma cell,epithelial cell,UNRESOLVED,0.4393060505390167,CL:0000786,CL:0000066,
cell_type,plasma cell,hematopoietic cell,UNRESOLVED,0.5154693722724915,CL:0000786,CL:0000988,
cell_type,plasma cell,plasma cell,EXACT_LEXICAL,1.0,,,
cell_type,plasma cell,t cell,UNRESOLVED,0.4582897424697876,CL:0000786,CL:0000084,
cell_type,plasma cells,plasma cell,SEMANTIC_CANDIDATE,0.9874002933502197,,CL:0000786,
cell_type,platelet,blood platelet,ONTOLOGY_EQUIVALENT,1.0,CL:0000233,CL:0000233,0
cell_type,platelet,platelet,EXACT_LEXICAL,1.0,,,
cell_type,platelet,platelet sub-cellular fractions,SEMANTIC_CANDIDATE,0.824188232421875,CL:0000233,,
cell_type,platelet,platelets,SEMANTIC_CANDIDATE,0.9710663557052612,CL:0000233,,
cell_type,platelets,blood platelet,SEMANTIC_CANDIDATE,0.9374507665634155,,CL:0000233,
cell_type,platelets,mature neutrophil,UNRESOLVED,0.5643461346626282,,CL:0000096,
cell_type,platelets,neutrophil,UNRESOLVED,0.6299047470092773,,CL:0000775,
cell_type,platelets,platelet,SEMANTIC_CANDIDATE,0.9710663557052612,,CL:0000233,
cell_type,platelets,platelets,EXACT_LEXICAL,1.0,,,
cell_type,pluripotent stem cell,epithelial cell,UNRESOLVED,0.4311484098434448,CL:0002248,CL:0000066,
cell_type,pluripotent stem cell,hepatocyte,UNRESOLVED,0.5459216237068176,CL:0002248,CL:0000182,
cell_type,pluripotent stem cell,leukemic cell,UNRESOLVED,0.5256543159484863,CL:0002248,,
cell_type,pluripotent stem cell,lung cancer cell,UNRESOLVED,0.36432984471321106,CL:0002248,,
cell_type,pluripotent stem cell,naïve human pluripotent stem cell,SEMANTIC_CANDIDATE,0.8142439126968384,CL:0002248,,
cell_type,pluripotent stem cell,trophectoderm-like cell,UNRESOLVED,0.6343109607696533,CL:0002248,,
cell_type,pluripotent stem cells,hipsc,SEMANTIC_CANDIDATE,0.7427641749382019,,,
cell_type,pluripotent stem cells,pluripotent stem cell,SEMANTIC_CANDIDATE,0.9947354793548584,,CL:0002248,
cell_type,podocyte,epithelial cell,UNRESOLVED,0.5216841697692871,CL:0000653,CL:0000066,
cell_type,podocyte,glomerular cell,EXPANDED_BROADER,0.9,CL:0000653,CL:1000746,3
cell_type,podocyte,podocyte,EXACT_LEXICAL,1.0,,,
cell_type,podocyte,podocytes,SEMANTIC_CANDIDATE,0.9532222747802734,CL:0000653,,
cell_type,podocyte,proximal tubule,UNRESOLVED,0.4995887577533722,CL:0000653,,
cell_type,podocyte,renal glomerular capsule,UNRESOLVED,0.5219712853431702,CL:0000653,,
cell_type,podocyte,renal glomerulus,UNRESOLVED,0.6230676174163818,CL:0000653,,
cell_type,podocyte,urinary cell,UNRESOLVED,0.5972239971160889,CL:0000653,,
cell_type,podocytes,podocyte,SEMANTIC_CANDIDATE,0.9532222747802734,,CL:0000653,
cell_type,podocytes,smooth muscle cell,UNRESOLVED,0.43069222569465637,,CL:0000192,
cell_type,pre-adipocyte,epithelial cell,UNRESOLVED,0.3725741505622864,,CL:0000066,
