pxd,cohort,agent,field,old_count,new_count,status,equivalent_pairs,hierarchical_inclusive_pairs,semantic_inclusive_pairs,equivalent_jaccard,unmatched_earlier,unmatched_expanded
PXD052011,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052011,abstract_only,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""brain cells""]"
PXD052011,abstract_only,BiologicalAgent,disease_state,3,1,partial_overlap,1,1,1,0.3333333333333333,"[""inborn deficit of myelin"", ""shiverer""]",[]
PXD052011,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""brain tissue homogenates""]","[""mouse brain""]"
PXD052011,abstract_only,BiologicalAgent,strain,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD052011,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052205,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052205,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052205,abstract_only,BiologicalAgent,cell_type,1,2,partial_overlap,1,1,1,0.5,[],"[""ovarian fibroblast""]"
PXD052205,abstract_only,BiologicalAgent,disease_state,1,1,semantic_candidate_value_sets,0,0,1,0.0,[],[]
PXD052205,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052205,abstract_only,BiologicalAgent,cell_line,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052205,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052554,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052554,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052554,abstract_only,BiologicalAgent,cell_type,1,1,semantic_candidate_value_sets,0,0,1,0.0,[],[]
PXD052554,abstract_only,BiologicalAgent,disease_state,2,4,partial_overlap,2,2,2,0.5,[],"[""inherited retinal degenerations"", ""retinal degeneration""]"
PXD052554,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mouse models""]","[""mouse retinas""]"
PXD052554,abstract_only,BiologicalAgent,sex,0,1,expanded_only_field,0,0,0,0.0,[],"[""females and males""]"
PXD052554,abstract_only,BiologicalAgent,strain,3,4,partial_overlap,3,3,3,0.75,[],"[""wild-type""]"
PXD052554,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052756,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052756,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052756,abstract_only,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""plant cell""]"
PXD052756,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""ascorbate deficiency""]","[""normal""]"
PXD052756,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""arabidopsis mutants""]","[""cell culture""]"
PXD052756,abstract_only,BiologicalAgent,strain,1,3,partial_overlap,1,1,1,0.3333333333333333,[],"[""4"", ""pht4""]"
PXD052756,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""mutant lines""]","[""tissue""]"
PXD052912,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052912,abstract_only,BiologicalAgent,tissue,1,0,earlier_only_field,0,0,0,0.0,"[""breast""]",[]
PXD052912,abstract_only,BiologicalAgent,cell_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052912,abstract_only,BiologicalAgent,disease_state,1,1,hierarchically_related_value_sets,0,1,1,0.0,[],[]
PXD052912,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052912,abstract_only,BiologicalAgent,cell_line,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD052912,abstract_only,BiologicalAgent,material_type,1,1,semantic_candidate_value_sets,0,0,1,0.0,[],[]
PXD053141,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD053308,with_methods,BiologicalAgent,species,2,1,partial_overlap,1,1,1,0.5,"[""mus musculus""]",[]
PXD053308,with_methods,BiologicalAgent,tissue,3,0,earlier_only_field,0,0,0,0.0,"[""bone"", ""kidney"", ""muscle""]",[]
PXD053308,with_methods,BiologicalAgent,cell_type,3,1,no_accepted_overlap_review,0,0,0,0.0,"[""embryonal kidney cell"", ""myoblast"", ""osteosarcoma cell""]","[""epithelial cell""]"
PXD053308,with_methods,BiologicalAgent,disease_state,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal"", ""osteosarcoma""]","[""osteoblastoma""]"
PXD053308,with_methods,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053308,with_methods,BiologicalAgent,cell_line,3,0,earlier_only_field,0,0,0,0.0,"[""293ft"", ""c2c12"", ""u2os""]",[]
PXD053308,with_methods,BiologicalAgent,material_type,1,1,semantic_candidate_value_sets,0,0,1,0.0,[],[]
PXD053502,with_methods,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053502,with_methods,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053502,with_methods,BiologicalAgent,cell_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053502,with_methods,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053502,with_methods,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053502,with_methods,BiologicalAgent,cell_line,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053502,with_methods,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053814,with_methods,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053814,with_methods,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053814,with_methods,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053814,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""brain donor""]","[""brain tissue""]"
PXD053814,with_methods,BiologicalAgent,sex,2,2,semantic_candidate_value_sets,0,0,2,0.0,[],[]
PXD053814,with_methods,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD053929,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD053929,abstract_only,BiologicalAgent,tissue,0,1,expanded_only_field,0,0,0,0.0,[],"[""brain""]"
PXD053929,abstract_only,BiologicalAgent,disease_state,0,1,expanded_only_field,0,0,0,0.0,[],"[""normal""]"
PXD053929,abstract_only,BiologicalAgent,sample_source,0,1,expanded_only_field,0,0,0,0.0,[],"[""fetal brain tissue""]"
PXD053929,abstract_only,BiologicalAgent,material_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""tissue""]"
PXD053929,abstract_only,BiologicalAgent,developmental_stage,0,1,expanded_only_field,0,0,0,0.0,[],"[""fetal""]"
PXD054065,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054065,abstract_only,BiologicalAgent,tissue,0,1,expanded_only_field,0,0,0,0.0,[],"[""bone marrow""]"
PXD054065,abstract_only,BiologicalAgent,cell_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054065,abstract_only,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054065,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054065,abstract_only,BiologicalAgent,material_type,2,1,partial_overlap,1,1,1,0.5,"[""extracellular vesicles""]",[]
PXD054207,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD054207,abstract_only,BiologicalAgent,sample_source,0,1,expanded_only_field,0,0,0,0.0,[],"[""cell culture""]"
PXD054207,abstract_only,BiologicalAgent,material_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""cell culture""]"
PXD054323,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054323,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054323,abstract_only,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""hepatocyte""]"
PXD054323,abstract_only,BiologicalAgent,disease_state,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""normal""]","[""liver steatosis""]"
PXD054323,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054323,abstract_only,BiologicalAgent,age,0,1,expanded_only_field,0,0,0,0.0,[],"[""4 week-fed and 30-week diet-fed mice""]"
PXD054323,abstract_only,BiologicalAgent,sex,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054323,abstract_only,BiologicalAgent,strain,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054323,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054323,abstract_only,BiologicalAgent,developmental_stage,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054505,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054505,abstract_only,BiologicalAgent,tissue,1,0,earlier_only_field,0,0,0,0.0,"[""lymph node""]",[]
PXD054505,abstract_only,BiologicalAgent,cell_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054505,abstract_only,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054505,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture""]","[""mouse b cells""]"
PXD054505,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tissue""]","[""cell culture""]"
PXD054686,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054686,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD054686,abstract_only,BiologicalAgent,cell_type,1,1,semantic_candidate_value_sets,0,0,1,0.0,[],[]
PXD054686,abstract_only,BiologicalAgent,disease_state,1,2,partial_overlap,1,1,1,0.5,[],"[""severe alcohol-associated hepatitis""]"
PXD054686,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""murine model""]","[""murine liver""]"
PXD054686,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055011,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055011,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055011,abstract_only,BiologicalAgent,cell_type,2,0,earlier_only_field,0,0,0,0.0,"[""immune cells"", ""tumour cells""]",[]
PXD055011,abstract_only,BiologicalAgent,disease_state,2,1,partial_overlap,1,1,1,0.5,"[""normal""]",[]
PXD055011,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""patient urine""]","[""tumor biopsy""]"
PXD055011,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""biofluid""]","[""tissue""]"
PXD055011,abstract_only,BiologicalAgent,developmental_stage,0,1,expanded_only_field,0,0,0,0.0,[],"[""adult""]"
PXD055262,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055262,abstract_only,BiologicalAgent,tissue,0,1,expanded_only_field,0,0,0,0.0,[],"[""blood""]"
PXD055262,abstract_only,BiologicalAgent,cell_type,2,2,semantic_candidate_value_sets,1,1,2,0.3333333333333333,[],[]
PXD055262,abstract_only,BiologicalAgent,disease_state,2,2,partial_overlap,1,1,1,0.3333333333333333,"[""normal""]","[""cervical adenocarcinoma""]"
PXD055262,abstract_only,BiologicalAgent,sample_source,2,3,partial_overlap,1,1,1,0.25,"[""tumor biopsy""]","[""cell culture"", ""patient tumors""]"
PXD055262,abstract_only,BiologicalAgent,material_type,2,2,partial_overlap,1,1,1,0.3333333333333333,"[""tissue""]","[""primary cell""]"
PXD055586,with_methods,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055586,with_methods,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055586,with_methods,BiologicalAgent,cell_type,1,2,partial_overlap,1,1,1,0.5,[],"[""monocytes""]"
PXD055586,with_methods,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055586,with_methods,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055586,with_methods,BiologicalAgent,cell_line,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055586,with_methods,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055814,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055814,abstract_only,BiologicalAgent,tissue,0,4,expanded_only_field,0,0,0,0.0,[],"[""adipose tissue"", ""brain"", ""heart"", ""thyroid gland""]"
PXD055814,abstract_only,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""kidney""]"
PXD055814,abstract_only,BiologicalAgent,disease_state,0,1,expanded_only_field,0,0,0,0.0,[],"[""normal""]"
PXD055814,abstract_only,BiologicalAgent,sample_source,2,2,partial_overlap,1,1,1,0.3333333333333333,"[""in vitro""]","[""cell culture""]"
PXD055814,abstract_only,BiologicalAgent,cell_line,0,1,expanded_only_field,0,0,0,0.0,[],"[""hek293t""]"
PXD055814,abstract_only,BiologicalAgent,material_type,2,2,partial_overlap,1,1,1,0.3333333333333333,"[""purified protein""]","[""cell culture""]"
PXD055973,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055973,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD055973,abstract_only,BiologicalAgent,disease_state,1,2,no_accepted_overlap_review,0,0,0,0.0,"[""covid-19""]","[""cancer"", ""normal""]"
PXD055973,abstract_only,BiologicalAgent,sample_source,1,5,no_accepted_overlap_review,0,0,0,0.0,"[""plasma samples""]","[""cell culture"", ""healthy donors"", ""patient serum"", ""surgical resection"", ""tumor biopsy""]"
PXD055973,abstract_only,BiologicalAgent,material_type,2,5,partial_overlap,1,1,1,0.16666666666666666,"[""plasma""]","[""cell line"", ""organoid"", ""primary cells"", ""tissue""]"
PXD056064,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD056064,abstract_only,BiologicalAgent,disease_state,0,1,expanded_only_field,0,0,0,0.0,[],"[""normal""]"
PXD056064,abstract_only,BiologicalAgent,sample_source,0,1,expanded_only_field,0,0,0,0.0,[],"[""cell culture""]"
PXD056064,abstract_only,BiologicalAgent,material_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""cell line""]"
PXD056099,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD056099,abstract_only,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""permanent cell line cell""]"
PXD056099,abstract_only,BiologicalAgent,disease_state,0,1,expanded_only_field,0,0,0,0.0,[],"[""normal""]"
PXD056099,abstract_only,BiologicalAgent,sample_source,0,1,expanded_only_field,0,0,0,0.0,[],"[""cell culture""]"
PXD056099,abstract_only,BiologicalAgent,material_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""cell line""]"
PXD056170,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD056170,abstract_only,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""epithelial cell""]"
PXD056170,abstract_only,BiologicalAgent,disease_state,0,1,expanded_only_field,0,0,0,0.0,[],"[""breast cancer""]"
PXD056170,abstract_only,BiologicalAgent,sample_source,0,1,expanded_only_field,0,0,0,0.0,[],"[""cell culture""]"
PXD056170,abstract_only,BiologicalAgent,material_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""cell culture""]"
PXD056196,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD056196,abstract_only,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056196,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056196,abstract_only,BiologicalAgent,material_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""cell culture""]"
PXD056286,with_methods,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056286,with_methods,BiologicalAgent,tissue,2,2,semantic_candidate_value_sets,1,1,2,0.3333333333333333,[],[]
PXD056286,with_methods,BiologicalAgent,cell_type,4,0,earlier_only_field,0,0,0,0.0,"[""capillary"", ""macrophage"", ""nerve tissue"", ""t cell""]",[]
PXD056286,with_methods,BiologicalAgent,disease_state,5,5,partial_overlap,4,4,4,0.6666666666666666,"[""cidp""]","[""chronic inflammatory demyelinating polyneuropathy""]"
PXD056286,with_methods,BiologicalAgent,sample_source,3,1,partial_overlap,1,1,1,0.3333333333333333,"[""non-disease control"", ""patient biopsy""]",[]
PXD056286,with_methods,BiologicalAgent,age,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""18 years""]","[""above 18 years""]"
PXD056286,with_methods,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056286,with_methods,BiologicalAgent,developmental_stage,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056371,with_methods,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056371,with_methods,BiologicalAgent,tissue,2,2,semantic_candidate_value_sets,1,1,2,0.3333333333333333,[],[]
PXD056371,with_methods,BiologicalAgent,cell_type,2,2,semantic_candidate_value_sets,0,0,2,0.0,[],[]
PXD056371,with_methods,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056371,with_methods,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""healthy volunteers""]","[""cell culture""]"
PXD056371,with_methods,BiologicalAgent,cell_line,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD056371,with_methods,BiologicalAgent,strain,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056371,with_methods,BiologicalAgent,material_type,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD056371,with_methods,BiologicalAgent,developmental_stage,1,0,earlier_only_field,0,0,0,0.0,"[""adult""]",[]
PXD056479,with_methods,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056479,with_methods,BiologicalAgent,tissue,3,2,partial_overlap,1,1,1,0.25,"[""breast"", ""kidney""]","[""urinary bladder""]"
PXD056479,with_methods,BiologicalAgent,cell_type,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD056479,with_methods,BiologicalAgent,disease_state,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD056479,with_methods,BiologicalAgent,sample_source,3,2,partial_overlap,1,1,1,0.25,"[""patient plasma"", ""patient urine""]","[""male control subject""]"
PXD056479,with_methods,BiologicalAgent,age,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056479,with_methods,BiologicalAgent,cell_line,3,2,partial_overlap,2,2,2,0.6666666666666666,"[""he293t""]",[]
PXD056479,with_methods,BiologicalAgent,sex,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056479,with_methods,BiologicalAgent,material_type,2,2,semantic_candidate_value_sets,1,1,2,0.3333333333333333,[],[]
PXD056479,with_methods,BiologicalAgent,ethnicity,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056564,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056564,abstract_only,BiologicalAgent,cell_type,1,0,earlier_only_field,0,0,0,0.0,"[""human cells""]",[]
PXD056564,abstract_only,BiologicalAgent,disease_state,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056564,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056564,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD056759,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD056759,abstract_only,BiologicalAgent,tissue,1,1,semantic_candidate_value_sets,0,0,1,0.0,[],[]
PXD056759,abstract_only,BiologicalAgent,cell_type,1,2,partial_overlap,0,0,1,0.0,[],"[""normal human articular knee chondrocytes""]"
PXD056759,abstract_only,BiologicalAgent,disease_state,1,2,partial_overlap,1,1,1,0.5,[],"[""normal""]"
PXD056759,abstract_only,BiologicalAgent,sample_source,1,2,partial_overlap,1,1,1,0.5,[],"[""cell culture medium""]"
PXD056759,abstract_only,BiologicalAgent,material_type,1,2,partial_overlap,0,0,1,0.0,[],"[""primary cells""]"
PXD056908,abstract_only,BiologicalAgent,species,0,1,expanded_only_field,0,0,0,0.0,[],"[""homo sapiens""]"
PXD056908,abstract_only,BiologicalAgent,tissue,0,1,expanded_only_field,0,0,0,0.0,[],"[""lung""]"
PXD057009,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057009,abstract_only,BiologicalAgent,tissue,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057009,abstract_only,BiologicalAgent,cell_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057009,abstract_only,BiologicalAgent,disease_state,1,1,hierarchically_related_value_sets,0,1,1,0.0,[],[]
PXD057009,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057009,abstract_only,BiologicalAgent,cell_line,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057009,abstract_only,BiologicalAgent,material_type,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057149,with_methods,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057149,with_methods,BiologicalAgent,tissue,2,1,partial_overlap,1,1,1,0.5,"[""liver""]",[]
PXD057149,with_methods,BiologicalAgent,cell_type,2,1,no_accepted_overlap_review,0,0,0,0.0,"[""epithelial cell"", ""mesenchymal cell""]","[""colorectal epithelial cell""]"
PXD057149,with_methods,BiologicalAgent,disease_state,2,1,partial_overlap,1,1,1,0.5,"[""liver malignancies""]",[]
PXD057149,with_methods,BiologicalAgent,sample_source,3,2,partial_overlap,2,2,2,0.6666666666666666,"[""tumor biopsy""]",[]
PXD057149,with_methods,BiologicalAgent,anatomic_site_tumor,1,0,earlier_only_field,0,0,0,0.0,"[""liver metastases""]",[]
PXD057149,with_methods,BiologicalAgent,cell_line,6,6,equivalent_value_sets,6,6,6,1.0,[],[]
PXD057149,with_methods,BiologicalAgent,material_type,3,2,partial_overlap,2,2,2,0.6666666666666666,"[""tissue""]",[]
PXD057211,with_methods,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057211,with_methods,BiologicalAgent,tissue,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD057211,with_methods,BiologicalAgent,cell_type,1,0,earlier_only_field,0,0,0,0.0,"[""epithelial cell""]",[]
PXD057211,with_methods,BiologicalAgent,disease_state,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD057211,with_methods,BiologicalAgent,sample_source,2,2,partial_overlap,1,1,1,0.3333333333333333,"[""patient tumor biopsy""]","[""patient tissue""]"
PXD057211,with_methods,BiologicalAgent,cell_line,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057211,with_methods,BiologicalAgent,material_type,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD057390,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057390,abstract_only,BiologicalAgent,cell_type,0,1,expanded_only_field,0,0,0,0.0,[],"[""osteocyte""]"
PXD057390,abstract_only,BiologicalAgent,disease_state,1,1,hierarchically_related_value_sets,0,1,1,0.0,[],[]
PXD057390,abstract_only,BiologicalAgent,sample_source,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tumor genomes""]","[""cell culture""]"
PXD057390,abstract_only,BiologicalAgent,material_type,1,1,no_accepted_overlap_review,0,0,0,0.0,"[""tumor""]","[""cell culture""]"
PXD057472,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057472,abstract_only,BiologicalAgent,tissue,1,0,earlier_only_field,0,0,0,0.0,"[""brain""]",[]
PXD057472,abstract_only,BiologicalAgent,cell_type,1,1,semantic_candidate_value_sets,0,0,1,0.0,[],[]
PXD057472,abstract_only,BiologicalAgent,disease_state,2,1,partial_overlap,1,1,1,0.5,"[""normal""]",[]
PXD057472,abstract_only,BiologicalAgent,sample_source,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057472,abstract_only,BiologicalAgent,cell_line,2,2,equivalent_value_sets,2,2,2,1.0,[],[]
PXD057472,abstract_only,BiologicalAgent,material_type,1,1,semantic_candidate_value_sets,0,0,1,0.0,[],[]
PXD057614,with_methods,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057614,with_methods,BiologicalAgent,tissue,4,0,earlier_only_field,0,0,0,0.0,"[""blood"", ""brain"", ""central nervous system"", ""cerebrospinal fluid""]",[]
PXD057614,with_methods,BiologicalAgent,cell_type,5,0,earlier_only_field,0,0,0,0.0,"[""astrocyte"", ""astrocytoma cell"", ""glioblastoma cell"", ""neuroblastoma cell"", ""neuron""]",[]
PXD057614,with_methods,BiologicalAgent,disease_state,2,1,partial_overlap,0,0,1,0.0,"[""normal""]",[]
PXD057614,with_methods,BiologicalAgent,sample_source,3,1,no_accepted_overlap_review,0,0,0,0.0,"[""cell culture"", ""lumbar puncture"", ""spin cohort""]","[""cerebrospinal fluid""]"
PXD057614,with_methods,BiologicalAgent,cell_line,2,0,earlier_only_field,0,0,0,0.0,"[""a172"", ""sh-sy5y""]",[]
PXD057614,with_methods,BiologicalAgent,material_type,2,1,partial_overlap,1,1,1,0.5,"[""cell line""]",[]
PXD057614,with_methods,BiologicalAgent,ethnicity,2,1,partial_overlap,0,0,1,0.0,"[""white""]",[]
PXD057707,abstract_only,BiologicalAgent,species,1,1,equivalent_value_sets,1,1,1,1.0,[],[]
PXD057707,abstract_only,BiologicalAgent,tissue,1,0,earlier_only_field,0,0,0,0.0,"[""brain""]",[]
PXD057707,abstract_only,BiologicalAgent,cell_type,1,2,partial_overlap,1,1,1,0.5,[],"[""immune cells""]"
