pxd,cohort,agent,field,old_values,new_values
PXD071042,with_methods,BiologicalAgent,age,"[""10-12 weeks""]","[""10-12 weeks""]"
PXD071042,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD071042,with_methods,BiologicalAgent,BMI,[],[]
PXD071042,with_methods,BiologicalAgent,cell_line,"[""a549""]","[""a549"", ""hela""]"
PXD071042,with_methods,BiologicalAgent,sex,[],"[""female"", ""male""]"
PXD071042,with_methods,BiologicalAgent,strain,[],"[""nod-scid""]"
PXD071042,with_methods,BiologicalAgent,material_type,"[""cell line""]","[""cell line""]"
PXD071042,with_methods,BiologicalAgent,developmental_stage,[],[]
PXD071042,with_methods,BiologicalAgent,ethnicity,[],[]
PXD000412,with_methods,BiologicalAgent,species,"[""bos taurus"", ""homo sapiens"", ""ovis aries""]","[""homo sapiens""]"
PXD000412,with_methods,BiologicalAgent,tissue,"[""alveolar bone"", ""dental calculus"", ""dentine""]","[""alveolar bone""]"
PXD000412,with_methods,BiologicalAgent,cell_type,[],"[""neutrophil""]"
PXD000412,with_methods,BiologicalAgent,disease_state,[],"[""periodontitis""]"
PXD000412,with_methods,BiologicalAgent,sample_source,"[""archaeological human dental tissues"", ""modern swiss dental patient controls""]","[""archaeological human dental tissues""]"
PXD000412,with_methods,BiologicalAgent,age,"[""adult""]",[]
PXD000412,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD000412,with_methods,BiologicalAgent,BMI,[],[]
PXD000412,with_methods,BiologicalAgent,cell_line,[],[]
PXD000412,with_methods,BiologicalAgent,sex,[],[]
PXD000412,with_methods,BiologicalAgent,strain,[],[]
PXD000412,with_methods,BiologicalAgent,material_type,"[""tissue""]","[""tissue""]"
PXD000412,with_methods,BiologicalAgent,developmental_stage,[],[]
PXD000412,with_methods,BiologicalAgent,ethnicity,[],[]
PXD000674,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD000674,abstract_only,BiologicalAgent,tissue,"[""cervix""]","[""cervix""]"
PXD000674,abstract_only,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell""]"
PXD000674,abstract_only,BiologicalAgent,disease_state,"[""cervical adenocarcinoma""]","[""cervical adenocarcinoma""]"
PXD000674,abstract_only,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture""]"
PXD000674,abstract_only,BiologicalAgent,age,[],[]
PXD000674,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD000674,abstract_only,BiologicalAgent,BMI,[],[]
PXD000674,abstract_only,BiologicalAgent,cell_line,"[""hela""]","[""hela"", ""hela s3""]"
PXD000674,abstract_only,BiologicalAgent,sex,[],[]
PXD000674,abstract_only,BiologicalAgent,strain,[],[]
PXD000674,abstract_only,BiologicalAgent,material_type,"[""cell line""]","[""cell line""]"
PXD000674,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD000674,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD001279,with_methods,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]"
PXD001279,with_methods,BiologicalAgent,tissue,"[""embryo""]",[]
PXD001279,with_methods,BiologicalAgent,cell_type,"[""embryonic stem cells""]","[""embryonic stem cell"", ""stem cell""]"
PXD001279,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]"
PXD001279,with_methods,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture""]"
PXD001279,with_methods,BiologicalAgent,age,[],[]
PXD001279,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD001279,with_methods,BiologicalAgent,BMI,[],[]
PXD001279,with_methods,BiologicalAgent,cell_line,"[""e14tg2a""]","[""e14tg2a""]"
PXD001279,with_methods,BiologicalAgent,sex,[],[]
PXD001279,with_methods,BiologicalAgent,strain,[],[]
PXD001279,with_methods,BiologicalAgent,material_type,"[""cell line""]","[""cell line""]"
PXD001279,with_methods,BiologicalAgent,developmental_stage,"[""embryonic""]","[""embryonic""]"
PXD001279,with_methods,BiologicalAgent,ethnicity,[],[]
PXD001416,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD001416,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]"
PXD001416,abstract_only,BiologicalAgent,cell_type,"[""peripheral blood mononuclear cells""]","[""peripheral blood mononuclear cell""]"
PXD001416,abstract_only,BiologicalAgent,disease_state,"[""inflammatory activation"", ""normal""]","[""normal""]"
PXD001416,abstract_only,BiologicalAgent,sample_source,"[""peripheral blood""]","[""healthy volunteers""]"
PXD001416,abstract_only,BiologicalAgent,age,[],[]
PXD001416,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD001416,abstract_only,BiologicalAgent,BMI,[],[]
PXD001416,abstract_only,BiologicalAgent,cell_line,[],[]
PXD001416,abstract_only,BiologicalAgent,sex,[],[]
PXD001416,abstract_only,BiologicalAgent,strain,[],[]
PXD001416,abstract_only,BiologicalAgent,material_type,"[""primary cells""]","[""primary cells""]"
PXD001416,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD001416,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD001425,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD001425,with_methods,BiologicalAgent,tissue,"[""blood""]","[""blood""]"
PXD001425,with_methods,BiologicalAgent,cell_type,[],[]
PXD001425,with_methods,BiologicalAgent,disease_state,"[""sepsis""]","[""lemierre's syndrome""]"
PXD001425,with_methods,BiologicalAgent,sample_source,"[""patient plasma""]","[""patient plasma""]"
PXD001425,with_methods,BiologicalAgent,age,"[""\u00b1 10 yr""]",[]
PXD001425,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD001425,with_methods,BiologicalAgent,BMI,[],[]
PXD001425,with_methods,BiologicalAgent,cell_line,[],[]
PXD001425,with_methods,BiologicalAgent,sex,[],[]
PXD001425,with_methods,BiologicalAgent,strain,[],[]
PXD001425,with_methods,BiologicalAgent,material_type,"[""biofluid""]","[""biofluid""]"
PXD001425,with_methods,BiologicalAgent,developmental_stage,[],[]
PXD001425,with_methods,BiologicalAgent,ethnicity,[],[]
PXD001861,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD001861,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]"
PXD001861,abstract_only,BiologicalAgent,cell_type,"[""platelet""]","[""platelet"", ""platelet sub-cellular fractions""]"
PXD001861,abstract_only,BiologicalAgent,disease_state,"[""cardiovascular disease""]","[""cardiovascular"", ""cardiovascular system disease""]"
PXD001861,abstract_only,BiologicalAgent,sample_source,"[""patient platelets""]","[""venous blood""]"
PXD001861,abstract_only,BiologicalAgent,age,[],[]
PXD001861,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD001861,abstract_only,BiologicalAgent,BMI,[],[]
PXD001861,abstract_only,BiologicalAgent,cell_line,[],[]
PXD001861,abstract_only,BiologicalAgent,sex,[],[]
PXD001861,abstract_only,BiologicalAgent,strain,[],[]
PXD001861,abstract_only,BiologicalAgent,material_type,"[""biofluid""]","[""biofluid""]"
PXD001861,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD001861,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD002145,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD002145,abstract_only,BiologicalAgent,tissue,"[""prostate gland"", ""seminal plasma""]","[""seminal plasma""]"
PXD002145,abstract_only,BiologicalAgent,cell_type,[],"[""spermatozoa""]"
PXD002145,abstract_only,BiologicalAgent,disease_state,"[""spinal cord injury""]","[""male infertility""]"
PXD002145,abstract_only,BiologicalAgent,sample_source,"[""normal controls"", ""sci patients""]","[""normal controls"", ""sp retrieved from sci patients""]"
PXD002145,abstract_only,BiologicalAgent,age,[],[]
PXD002145,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD002145,abstract_only,BiologicalAgent,BMI,[],[]
PXD002145,abstract_only,BiologicalAgent,cell_line,[],[]
PXD002145,abstract_only,BiologicalAgent,sex,"[""male""]",[]
PXD002145,abstract_only,BiologicalAgent,strain,[],[]
PXD002145,abstract_only,BiologicalAgent,material_type,"[""biofluid""]","[""biofluid""]"
PXD002145,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD002145,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD002598,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD002598,with_methods,BiologicalAgent,tissue,[],"[""endothelium""]"
PXD002598,with_methods,BiologicalAgent,cell_type,"[""endothelial cells""]","[""endothelial cells"", ""huvecs""]"
PXD002598,with_methods,BiologicalAgent,disease_state,[],"[""normal""]"
PXD002598,with_methods,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture""]"
PXD002598,with_methods,BiologicalAgent,age,[],[]
PXD002598,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD002598,with_methods,BiologicalAgent,BMI,[],[]
PXD002598,with_methods,BiologicalAgent,cell_line,"[""ea.hy926""]","[""ea.hy926"", ""hek293""]"
PXD002598,with_methods,BiologicalAgent,sex,[],[]
PXD002598,with_methods,BiologicalAgent,strain,[],[]
PXD002598,with_methods,BiologicalAgent,material_type,"[""cell culture""]","[""cell line"", ""primary cells""]"
PXD002598,with_methods,BiologicalAgent,developmental_stage,[],[]
PXD002598,with_methods,BiologicalAgent,ethnicity,[],[]
PXD002966,abstract_only,BiologicalAgent,species,"[""bos taurus"", ""homo sapiens""]","[""bos taurus"", ""homo sapiens""]"
PXD002966,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]"
PXD002966,abstract_only,BiologicalAgent,cell_type,[],[]
PXD002966,abstract_only,BiologicalAgent,disease_state,[],"[""normal"", ""oxidative stress""]"
PXD002966,abstract_only,BiologicalAgent,sample_source,"[""cell culture"", ""native human plasma""]","[""in vitro bsa"", ""untreated human plasma""]"
PXD002966,abstract_only,BiologicalAgent,age,[],[]
PXD002966,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD002966,abstract_only,BiologicalAgent,BMI,[],[]
PXD002966,abstract_only,BiologicalAgent,cell_line,[],[]
PXD002966,abstract_only,BiologicalAgent,sex,[],[]
PXD002966,abstract_only,BiologicalAgent,strain,[],[]
PXD002966,abstract_only,BiologicalAgent,material_type,"[""biofluid"", ""protein""]","[""biofluid"", ""protein standard""]"
PXD002966,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD002966,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD003226,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD003226,with_methods,BiologicalAgent,tissue,"[""blood"", ""cervix"", ""kidney"", ""retina""]","[""blood"", ""cervix"", ""kidney""]"
PXD003226,with_methods,BiologicalAgent,cell_type,"[""embryonic kidney cell"", ""epithelial cell"", ""retinal pigment epithelial cell"", ""t cell""]","[""epithelial cell"", ""retinal pigment epithelial cell"", ""t cell""]"
PXD003226,with_methods,BiologicalAgent,disease_state,"[""cervical adenocarcinoma"", ""t-cell lymphoma""]","[""cervical adenocarcinoma"", ""t-cell lymphoma""]"
PXD003226,with_methods,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture""]"
PXD003226,with_methods,BiologicalAgent,age,[],[]
PXD003226,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD003226,with_methods,BiologicalAgent,BMI,[],[]
PXD003226,with_methods,BiologicalAgent,cell_line,"[""hek293t"", ""hela"", ""jurkat"", ""rpe1""]","[""hek293t"", ""hela"", ""jurkat"", ""rpe1""]"
PXD003226,with_methods,BiologicalAgent,sex,[],[]
PXD003226,with_methods,BiologicalAgent,strain,[],[]
PXD003226,with_methods,BiologicalAgent,material_type,"[""cell line""]","[""cell line""]"
PXD003226,with_methods,BiologicalAgent,developmental_stage,"[""embryonic""]","[""embryonic""]"
PXD003226,with_methods,BiologicalAgent,ethnicity,[],[]
PXD003362,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD003362,with_methods,BiologicalAgent,tissue,"[""articular cartilage""]","[""articular cartilage""]"
PXD003362,with_methods,BiologicalAgent,cell_type,"[""chondrocytes"", ""mesenchymal stem cells"", ""synovial fibroblasts""]","[""chondrocyte""]"
PXD003362,with_methods,BiologicalAgent,disease_state,"[""osteoarthritis""]","[""osteoarthritis""]"
PXD003362,with_methods,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture"", ""patient donors""]"
PXD003362,with_methods,BiologicalAgent,age,[],[]
PXD003362,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD003362,with_methods,BiologicalAgent,BMI,[],[]
PXD003362,with_methods,BiologicalAgent,cell_line,[],"[""lenti-x 293t""]"
PXD003362,with_methods,BiologicalAgent,sex,[],[]
PXD003362,with_methods,BiologicalAgent,strain,[],[]
PXD003362,with_methods,BiologicalAgent,material_type,"[""primary cells""]","[""cell culture""]"
PXD003362,with_methods,BiologicalAgent,developmental_stage,[],[]
PXD003362,with_methods,BiologicalAgent,ethnicity,[],[]
PXD003413,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD003413,abstract_only,BiologicalAgent,tissue,[],"[""skin""]"
PXD003413,abstract_only,BiologicalAgent,cell_type,"[""endothelial cells"", ""fibroblasts""]","[""endothelial cell"", ""fibroblast""]"
PXD003413,abstract_only,BiologicalAgent,disease_state,"[""inflammation""]","[""inflammation""]"
PXD003413,abstract_only,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture""]"
PXD003413,abstract_only,BiologicalAgent,age,[],[]
PXD003413,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD003413,abstract_only,BiologicalAgent,BMI,[],[]
PXD003413,abstract_only,BiologicalAgent,cell_line,[],[]
PXD003413,abstract_only,BiologicalAgent,sex,[],[]
PXD003413,abstract_only,BiologicalAgent,strain,[],[]
PXD003413,abstract_only,BiologicalAgent,material_type,"[""primary cells""]","[""primary cells""]"
PXD003413,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD003413,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD003534,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD003534,with_methods,BiologicalAgent,tissue,"[""blood""]","[""blood""]"
PXD003534,with_methods,BiologicalAgent,cell_type,"[""monocytes""]","[""blood cell"", ""monocyte""]"
PXD003534,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""disease free"", ""normal""]"
PXD003534,with_methods,BiologicalAgent,sample_source,"[""cell culture""]","[""cord blood"", ""healthy donors""]"
PXD003534,with_methods,BiologicalAgent,age,"[""adult and newborn""]","[""adult"", ""newborn""]"
PXD003534,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD003534,with_methods,BiologicalAgent,BMI,[],[]
PXD003534,with_methods,BiologicalAgent,cell_line,[],[]
PXD003534,with_methods,BiologicalAgent,sex,[],[]
PXD003534,with_methods,BiologicalAgent,strain,[],[]
PXD003534,with_methods,BiologicalAgent,material_type,"[""biofluid"", ""primary cells""]","[""biofluid"", ""primary cells""]"
PXD003534,with_methods,BiologicalAgent,developmental_stage,"[""newborn and adult""]","[""adult"", ""neonatal""]"
PXD003534,with_methods,BiologicalAgent,ethnicity,[],[]
PXD003965,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD003965,abstract_only,BiologicalAgent,tissue,[],"[""skin""]"
PXD003965,abstract_only,BiologicalAgent,cell_type,"[""fibroblasts"", ""mesenchymal stem cells""]","[""fibroblast""]"
PXD003965,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""chronic inflammation""]"
PXD003965,abstract_only,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture""]"
PXD003965,abstract_only,BiologicalAgent,age,[],[]
PXD003965,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD003965,abstract_only,BiologicalAgent,BMI,[],[]
PXD003965,abstract_only,BiologicalAgent,cell_line,[],[]
PXD003965,abstract_only,BiologicalAgent,sex,[],[]
PXD003965,abstract_only,BiologicalAgent,strain,[],[]
PXD003965,abstract_only,BiologicalAgent,material_type,"[""cell culture""]","[""cell culture""]"
PXD003965,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD003965,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD004154,with_methods,BiologicalAgent,species,"[""e. coli"", ""homo sapiens""]","[""homo sapiens""]"
PXD004154,with_methods,BiologicalAgent,tissue,"[""blood"", ""cervix""]",[]
PXD004154,with_methods,BiologicalAgent,cell_type,"[""b cell"", ""epithelial cell""]","[""epithelial cell""]"
PXD004154,with_methods,BiologicalAgent,disease_state,"[""ruijs-aalfs syndrome""]","[""disease free""]"
PXD004154,with_methods,BiologicalAgent,sample_source,"[""cell culture"", ""patient samples""]","[""cell culture""]"
PXD004154,with_methods,BiologicalAgent,age,[],[]
PXD004154,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD004154,with_methods,BiologicalAgent,BMI,[],[]
PXD004154,with_methods,BiologicalAgent,cell_line,"[""hela"", ""lcls""]","[""hela""]"
PXD004154,with_methods,BiologicalAgent,sex,[],[]
PXD004154,with_methods,BiologicalAgent,strain,[],[]
PXD004154,with_methods,BiologicalAgent,material_type,"[""cell line"", ""primary cells""]","[""cell culture""]"
PXD004154,with_methods,BiologicalAgent,developmental_stage,[],[]
PXD004154,with_methods,BiologicalAgent,ethnicity,[],[]
PXD004540,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD004540,abstract_only,BiologicalAgent,tissue,"[""brain""]","[""cerebrospinal fluid""]"
PXD004540,abstract_only,BiologicalAgent,cell_type,"[""neuron""]",[]
PXD004540,abstract_only,BiologicalAgent,disease_state,"[""neurological controls"", ""relapsing-remitting multiple sclerosis""]","[""multiple sclerosis""]"
PXD004540,abstract_only,BiologicalAgent,sample_source,"[""cerebrospinal fluid""]","[""cell culture""]"
PXD004540,abstract_only,BiologicalAgent,age,[],[]
PXD004540,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD004540,abstract_only,BiologicalAgent,BMI,[],[]
PXD004540,abstract_only,BiologicalAgent,cell_line,[],[]
PXD004540,abstract_only,BiologicalAgent,sex,[],[]
PXD004540,abstract_only,BiologicalAgent,strain,[],[]
PXD004540,abstract_only,BiologicalAgent,material_type,"[""biofluid""]","[""biofluid""]"
PXD004540,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD004540,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD004778,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD004778,abstract_only,BiologicalAgent,tissue,"[""colon""]","[""colon""]"
PXD004778,abstract_only,BiologicalAgent,cell_type,"[""epithelial cell""]","[""colon epithelial cell""]"
PXD004778,abstract_only,BiologicalAgent,disease_state,"[""colon carcinoma""]","[""colon cancer""]"
PXD004778,abstract_only,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture""]"
PXD004778,abstract_only,BiologicalAgent,age,[],[]
PXD004778,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD004778,abstract_only,BiologicalAgent,BMI,[],[]
PXD004778,abstract_only,BiologicalAgent,cell_line,"[""hct116"", ""sw480""]","[""hct116"", ""sw480""]"
PXD004778,abstract_only,BiologicalAgent,sex,[],[]
PXD004778,abstract_only,BiologicalAgent,strain,[],[]
PXD004778,abstract_only,BiologicalAgent,material_type,"[""cell line""]","[""cell culture""]"
PXD004778,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD004778,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD005200,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD005200,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]"
PXD005200,abstract_only,BiologicalAgent,cell_type,"[""red blood cell""]","[""erythrocyte""]"
PXD005200,abstract_only,BiologicalAgent,disease_state,"[""normal""]",[]
PXD005200,abstract_only,BiologicalAgent,sample_source,"[""human blood""]",[]
PXD005200,abstract_only,BiologicalAgent,age,[],[]
PXD005200,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD005200,abstract_only,BiologicalAgent,BMI,[],[]
PXD005200,abstract_only,BiologicalAgent,cell_line,[],[]
PXD005200,abstract_only,BiologicalAgent,sex,[],[]
PXD005200,abstract_only,BiologicalAgent,strain,[],[]
PXD005200,abstract_only,BiologicalAgent,material_type,"[""tissue""]","[""cell""]"
PXD005200,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD005200,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD005465,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD005465,abstract_only,BiologicalAgent,tissue,[],[]
PXD005465,abstract_only,BiologicalAgent,cell_type,"[""endothelial progenitor cells""]","[""endothelial cell""]"
PXD005465,abstract_only,BiologicalAgent,disease_state,"[""atherosclerosis"", ""healthy""]","[""normal""]"
PXD005465,abstract_only,BiologicalAgent,sample_source,"[""atherosclerotic patients"", ""healthy individuals""]","[""healthy donors""]"
PXD005465,abstract_only,BiologicalAgent,age,[],[]
PXD005465,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD005465,abstract_only,BiologicalAgent,BMI,[],[]
PXD005465,abstract_only,BiologicalAgent,cell_line,[],[]
PXD005465,abstract_only,BiologicalAgent,sex,[],[]
PXD005465,abstract_only,BiologicalAgent,strain,[],[]
PXD005465,abstract_only,BiologicalAgent,material_type,"[""primary cells""]","[""cell culture""]"
PXD005465,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD005465,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD005709,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD005709,with_methods,BiologicalAgent,tissue,"[""colorectal"", ""liver""]","[""colon"", ""liver""]"
PXD005709,with_methods,BiologicalAgent,cell_type,[],"[""colon epithelial cell"", ""hepatocyte""]"
PXD005709,with_methods,BiologicalAgent,disease_state,"[""colorectal cancer"", ""colorectal liver metastases""]","[""colon cancer""]"
PXD005709,with_methods,BiologicalAgent,sample_source,"[""patient serum"", ""tumor biopsy""]","[""patient serum"", ""surgical resection""]"
PXD005709,with_methods,BiologicalAgent,age,[],[]
PXD005709,with_methods,BiologicalAgent,anatomic_site_tumor,[],"[""colon"", ""liver""]"
PXD005709,with_methods,BiologicalAgent,BMI,[],[]
PXD005709,with_methods,BiologicalAgent,cell_line,[],[]
PXD005709,with_methods,BiologicalAgent,sex,[],[]
PXD005709,with_methods,BiologicalAgent,strain,[],[]
PXD005709,with_methods,BiologicalAgent,material_type,"[""biofluid"", ""tissue""]","[""biofluid"", ""tissue""]"
PXD005709,with_methods,BiologicalAgent,developmental_stage,[],"[""adult""]"
PXD005709,with_methods,BiologicalAgent,ethnicity,[],[]
PXD005981,with_methods,BiologicalAgent,species,"[""escherichia coli""]","[""escherichia coli"", ""homo sapiens""]"
PXD005981,with_methods,BiologicalAgent,tissue,[],"[""cardiac""]"
PXD005981,with_methods,BiologicalAgent,cell_type,[],"[""protein""]"
PXD005981,with_methods,BiologicalAgent,disease_state,[],[]
PXD005981,with_methods,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture""]"
PXD005981,with_methods,BiologicalAgent,age,[],[]
PXD005981,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD005981,with_methods,BiologicalAgent,BMI,[],[]
PXD005981,with_methods,BiologicalAgent,cell_line,[],[]
PXD005981,with_methods,BiologicalAgent,sex,[],[]
PXD005981,with_methods,BiologicalAgent,strain,"[""blr(de3)""]","[""blr(de3)""]"
PXD005981,with_methods,BiologicalAgent,material_type,"[""cell culture""]","[""cell culture""]"
PXD005981,with_methods,BiologicalAgent,developmental_stage,[],[]
PXD005981,with_methods,BiologicalAgent,ethnicity,[],[]
PXD006265,with_methods,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]"
PXD006265,with_methods,BiologicalAgent,tissue,"[""lung""]","[""lung""]"
PXD006265,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell of lung""]"
PXD006265,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""influenza""]"
PXD006265,with_methods,BiologicalAgent,sample_source,"[""cell culture"", ""mouse lung""]","[""cell culture""]"
PXD006265,with_methods,BiologicalAgent,age,[],"[""6 to 8 weeks""]"
PXD006265,with_methods,BiologicalAgent,anatomic_site_tumor,[],[]
PXD006265,with_methods,BiologicalAgent,BMI,[],[]
PXD006265,with_methods,BiologicalAgent,cell_line,"[""mdck"", ""nhbe""]",[]
PXD006265,with_methods,BiologicalAgent,sex,"[""female"", ""female and male""]","[""female""]"
PXD006265,with_methods,BiologicalAgent,strain,"[""c57/bl6""]","[""c57/bl6""]"
PXD006265,with_methods,BiologicalAgent,material_type,"[""cell line"", ""tissue""]","[""cell line""]"
PXD006265,with_methods,BiologicalAgent,developmental_stage,"[""adult""]",[]
PXD006265,with_methods,BiologicalAgent,ethnicity,[],[]
PXD006404,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD006404,abstract_only,BiologicalAgent,tissue,"[""brain""]",[]
PXD006404,abstract_only,BiologicalAgent,cell_type,"[""neuroblastoma cells""]","[""epithelial cell"", ""neuroblastoma cell""]"
PXD006404,abstract_only,BiologicalAgent,disease_state,"[""neuroblastoma""]","[""neuroblastoma""]"
PXD006404,abstract_only,BiologicalAgent,sample_source,"[""cell culture""]","[""cell culture""]"
PXD006404,abstract_only,BiologicalAgent,age,[],[]
PXD006404,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD006404,abstract_only,BiologicalAgent,BMI,[],[]
PXD006404,abstract_only,BiologicalAgent,cell_line,"[""neuroblastoma cell lines""]","[""nb1""]"
PXD006404,abstract_only,BiologicalAgent,sex,[],[]
PXD006404,abstract_only,BiologicalAgent,strain,[],[]
PXD006404,abstract_only,BiologicalAgent,material_type,"[""cell culture""]","[""cell culture""]"
PXD006404,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD006404,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD006522,abstract_only,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens"", ""mus musculus""]"
PXD006522,abstract_only,BiologicalAgent,tissue,"[""kidney""]","[""kidney""]"
PXD006522,abstract_only,BiologicalAgent,cell_type,"[""epithelial cell"", ""podocyte""]","[""epithelial cell"", ""podocyte""]"
PXD006522,abstract_only,BiologicalAgent,disease_state,"[""proteinuric diseases"", ""proteinuric glomerular kidney disease"", ""sclerotic glomerular disease""]","[""genetic sclerotic and non-sclerotic proteinuric diseases"", ""proteinuric kidney disease"", ""sclerotic glomerular disease""]"
PXD006522,abstract_only,BiologicalAgent,sample_source,"[""mouse model"", ""patients""]","[""mice with proteinuric kidney disease"", ""patients with genetic proteinuric diseases""]"
PXD006522,abstract_only,BiologicalAgent,age,[],[]
PXD006522,abstract_only,BiologicalAgent,anatomic_site_tumor,[],[]
PXD006522,abstract_only,BiologicalAgent,BMI,[],[]
PXD006522,abstract_only,BiologicalAgent,cell_line,[],[]
PXD006522,abstract_only,BiologicalAgent,sex,[],[]
PXD006522,abstract_only,BiologicalAgent,strain,[],[]
PXD006522,abstract_only,BiologicalAgent,material_type,"[""tissue""]","[""cell line""]"
PXD006522,abstract_only,BiologicalAgent,developmental_stage,[],[]
PXD006522,abstract_only,BiologicalAgent,ethnicity,[],[]
PXD006589,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]"
PXD006589,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]"
