agent,pxd_id,field,golden,llm,match_type,score,replicate,model,model_dir,arm,lin
BiologicalAgent,PXD013543,disease,obesity,obesity,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD013809,species,Homo sapiens,Homo sapiens,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD013809,cell_line,HeLa,"HeLa, THP-1",SEMANTIC,0.7953656911849976,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD014762,species,Homo sapiens,Homo sapiens,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD014762,organ,alveoli; blood vessels,lung,NO_MATCH,0.491871,1,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD014762,disease,Idiopathic Pulmonary Fibrosis (IPF),Idiopathic Pulmonary Fibrosis,SEMANTIC,0.9312148094177246,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD015272,cell_line,HeLa,"HeLa, HEK293T, HT1080",SEMANTIC,0.703012228012085,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD015289,species,Homo sapiens,Homo sapiens,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD015289,organ,prostate,prostate,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD015289,disease,prostate cancer; benign prostatic hyperplasia (BPH); bladder cancer; renal cell carcinoma,prostate cancer,SEMANTIC,0.650106,1,Qwen3.8-27B,qwen3_8_27b,S5,0.7324723904117088
BiologicalAgent,PXD018830,species,Homo sapiens,Homo sapiens,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD018830,organ,Breast epithelium,breast,NO_MATCH,0.6563327312469482,1,Qwen3.8-27B,qwen3_8_27b,S5,0.7672979805131644
BiologicalAgent,PXD018830,disease,Breast cancer (BC); Control,breast cancer,NO_MATCH,0.588221,1,Qwen3.8-27B,qwen3_8_27b,S5,0.9880989524001719
BiologicalAgent,PXD019394,species,Mus musculus,Mus musculus,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD019394,organ,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,"brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, and testis",EXACT,0.977778,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD019394,cell_type,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,unknown,NO_MATCH,0.0,1,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD019394,disease,normal,normal,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD021383,species,Dermatophagoides pteronyssinus; Dermatophagoides farinae; Suidasia medanensis; Cicer arietinum; Saccharomyces cerevisiae; Homo sapiens,Dermatophagoides pteronyssinus,SEMANTIC,0.541721,1,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD022741,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD026287,species,Arabidopsis thaliana,Arabidopsis thaliana,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD026287,organ,whole seedlings,unknown,NO_MATCH,0.0,1,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD026287,cell_type,plant cell,unknown,NO_MATCH,0.0,1,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD028781,species,Toxoplasma gondii,Toxoplasma gondii,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD028781,cell_line,HFF-1,HFF-1,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD029966,species,Homo sapiens; Mus musculus,Mus musculus,SEMANTIC,0.708607,1,Qwen3.8-27B,qwen3_8_27b,S5,0.5
BiologicalAgent,PXD029966,organ,serum,placenta,NO_MATCH,0.3359098434448242,1,Qwen3.8-27B,qwen3_8_27b,S5,0.048106491437844054
BiologicalAgent,PXD029997,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD029997,cell_type,yeast,yeast cell,HIERARCHICAL,0.9,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD029997,cell_line,Saccharomyces cerevisiae BY4742,unknown,NO_MATCH,0.0,1,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD030403,species,Homo sapiens,Homo sapiens,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD030403,organ,thyroid,thyroid,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD030403,cell_type,thyroid epithelial cell,epithelial cell,HIERARCHICAL,0.87,1,Qwen3.8-27B,qwen3_8_27b,S5,0.7969479441957341
BiologicalAgent,PXD030403,cell_line,Nthy-ORI,Nthy-ORI,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD030403,disease,normal,normal,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD034195,species,Desulfuromonas acetexigens,Desulfuromonas acetexigens,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD034195,cell_line,Desulfuromonas acetexigens,unknown,NO_MATCH,0.0,1,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD036655,species,Mus musculus,Mus musculus,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD036832,species,Mus musculus,Mus musculus,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD036832,organ,Liver; Lungs; Spleen; Plasma,multi-tissue,NO_MATCH,0.392622,1,Qwen3.8-27B,qwen3_8_27b,S5,0.09992409803764225
BiologicalAgent,PXD036832,disease,"""naive, sepsis""; sepsis",sepsis,SEMANTIC,0.817585,1,Qwen3.8-27B,qwen3_8_27b,S5,0.6666666666666666
BiologicalAgent,PXD040176,species,Diplonema papillatum,Diplonema papillatum,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD040176,organ,Mitochondrial mitoribosomes,unknown,NO_MATCH,0.0,1,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD040176,cell_type,Diplonema papillatum,protist cell,NO_MATCH,0.2785542011260986,1,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD040722,species,Mus musculus,Mus musculus,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD040722,organ,thoracic aorta; brain (cerebrum); gastrocnemius muscle; heart; kidney; liver; lung; abdominal skin,multi-tissue,NO_MATCH,0.371348,1,Qwen3.8-27B,qwen3_8_27b,S5,0.18031441639797366
BiologicalAgent,PXD041681,species,homo sapiens,Homo sapiens,NORMALIZED,0.95,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD042574,species,Homo sapiens,Homo sapiens,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD042574,disease,oral squamous cell carcinoma (OSCC),oral squamous cell carcinoma,SEMANTIC,0.9196428060531616,1,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD043392,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD060381,species,Homo sapiens,Homo sapiens,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD060381,cell_type,mesenchymal stem cells,adipose-derived mesenchymal stem cell,HIERARCHICAL,0.9,1,Qwen3.8-27B,qwen3_8_27b,S5,0.8619147997832041
BiologicalAgent,PXD060381,cell_line,ASC52telo,ASC52telo,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD060381,disease,degenerative disc disease,normal,NO_MATCH,0.248071014881134,1,Qwen3.8-27B,qwen3_8_27b,S5,
TechnicalAgent,PXD001856,cleavage_agent,Lys-C; trypsin,"Lys-C, trypsin",EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD001856,label,Lys8/Arg10 (heavy); Lys4/Arg6 (medium); Light (unlabeled),SILAC,NO_MATCH,0.40862,1,Qwen3.8-27B,qwen3_8_27b,S5,0.09558584363919939
TechnicalAgent,PXD002619,instrument,Q Exactive,Q Exactive,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD002619,label,SILAC,SILAC,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD005982,cleavage_agent,trypsin,trypsin,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD005982,label,label-free,label-free,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD006847,cleavage_agent,trypsin; Lys-C,Lys-C and trypsin,NO_MATCH,0.702424,1,Qwen3.8-27B,qwen3_8_27b,S5,0.7981399255485768
TechnicalAgent,PXD006847,label,Label-free,label-free,NORMALIZED,0.95,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD012439,cleavage_agent,trypsin,Tryptic,SEMANTIC,0.7483850121498108,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD013543,cleavage_agent,trypsin,trypsin,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD013543,label,label-free,label-free,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD013809,cleavage_agent,Lys-C; trypsin,LysC,NO_MATCH,0.665666,1,Qwen3.8-27B,qwen3_8_27b,S5,0.7981399255485768
TechnicalAgent,PXD013809,label,SILAC,SILAC,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD014762,cleavage_agent,trypsin,trypsin,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD015272,label,SILAC (light: Lys/Arg; heavy: Lys/Arg),SILAC,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD015289,cleavage_agent,trypsin; Lys-C,Trypsin/Lys-C mix,SEMANTIC,0.891432,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD015289,label,label-free,label-free,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD018830,instrument,Q Exactive HF-X,Q-Exactive HF-X,SEMANTIC,0.9815266132354736,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD018830,label,label free sample,label-free,SEMANTIC,0.809843897819519,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD019394,instrument,LTQ Orbitrap,LTQ-Orbitrap mass spectrometer,SEMANTIC,0.9257041215896606,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD019394,label,label free sample,label-free,SEMANTIC,0.809843897819519,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD021383,cleavage_agent,trypsin,trypsin,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD022741,instrument,Orbitrap Fusion Lumos,Orbitrap Fusion Lumos,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD022741,label,TMT126; TMT127N; TMT127C; TMT128N; TMT128C; TMT129N; TMT129C; TMT130N; TMT130C; TMT131N; TMT131C,TMT,SEMANTIC,0.7174053192138672,1,Qwen3.8-27B,qwen3_8_27b,S5,0.8037566069090535
TechnicalAgent,PXD026287,instrument,LTQ Orbitrap Velos,LTQ Orbitrap Velos Pro,SEMANTIC,0.9835607409477234,1,Qwen3.8-27B,qwen3_8_27b,S5,0.6892382405219826
TechnicalAgent,PXD026287,label,label free sample,label-free,SEMANTIC,0.809843897819519,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD028781,cleavage_agent,Trypsin; Lys-C,Trypsin/LysC,SEMANTIC,0.966385,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD028781,label,label-free,label-free,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD029966,instrument,TripleTOF 6600,TripleTOF 6600,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD029966,label,label free sample,label-free,SEMANTIC,0.809843897819519,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD029997,cleavage_agent,trypsin,trypsin,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD030403,instrument,LTQ-Orbitrap,LTQ-Orbitrap,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD030403,label,label free sample,label-free,SEMANTIC,0.809843897819519,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD032098,instrument,1; 2; 3; 4,Orbitrap Fusion Tribrid,NO_MATCH,0.328304,1,Qwen3.8-27B,qwen3_8_27b,S5,0.000315760080068027
TechnicalAgent,PXD032098,label,run 1; run 2; run 3; run 4; run 5; run 6; run 7; run 8,label-free,NO_MATCH,0.382041,1,Qwen3.8-27B,qwen3_8_27b,S5,0.3373715160700632
TechnicalAgent,PXD034195,cleavage_agent,trypsin,,NO_MATCH,0.0,1,Qwen3.8-27B,qwen3_8_27b,S5,0.0
TechnicalAgent,PXD036655,cleavage_agent,trypsin,Lys-C,NO_MATCH,0.4203054904937744,1,Qwen3.8-27B,qwen3_8_27b,S5,0.5962798510971538
TechnicalAgent,PXD036655,label,TMT10plex,TMT10 plex,SEMANTIC,0.9192981719970704,1,Qwen3.8-27B,qwen3_8_27b,S5,0.0
TechnicalAgent,PXD036832,instrument,Q Exactive HF-X,Q Exactive HF-X,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD036832,label,label free sample,label-free,SEMANTIC,0.809843897819519,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD040176,instrument,Orbitrap Fusion,Orbitrap Fusion,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD040176,label,Label free,label-free,SEMANTIC,0.9735952019691468,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD040722,cleavage_agent,trypsin,trypsin,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD040722,label,TMT16plex,TMT,SEMANTIC,0.7098262310028076,1,Qwen3.8-27B,qwen3_8_27b,S5,0.8037566069090535
TechnicalAgent,PXD041681,instrument,Orbitrap Fusion Lumos Tribrid,Orbitrap Fusion™ Lumos™ Tribrid™ Mass Spectrometer,SEMANTIC,0.8979113101959229,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD041681,label,label free sample,label-free,SEMANTIC,0.809843897819519,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD042574,cleavage_agent,proteinase K; trypsin,trypsin,SEMANTIC,0.846173,1,Qwen3.8-27B,qwen3_8_27b,S5,0.7981399255485768
TechnicalAgent,PXD043392,cleavage_agent,trypsin,,NO_MATCH,0.0,1,Qwen3.8-27B,qwen3_8_27b,S5,0.0
TechnicalAgent,PXD060381,cleavage_agent,trypsin,trypsin,EXACT,1.0,1,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD001856,species,human (Homo sapiens),human; Homo Sapiens,NO_MATCH,0.959281,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD002619,species,Homo sapiens,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD002619,organ,breast cancer cell,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD002619,disease,breast cancer,breast cancer; ERPR; Her2; TN,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD005982,species,Oryza sativa L.,Oryza sativa L.; Rice; Oryza sativa,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD005982,organ,pistil; seed,Early Seed Development; seeds; pistils; pistil; three DAP and seven DAP seeds,SEMANTIC,0.986498,1,Gemma 4 31B,gemma4_31b,S0,0.6600112093200834
BiologicalAgent,PXD006847,species,Homo sapiens,mammalian cells,NO_MATCH,0.6196779012680054,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD006847,organ,pancreas; islet,islet; pancreatic tissue slices; pancreata; Islets,SEMANTIC,0.955813,1,Gemma 4 31B,gemma4_31b,S0,0.9272778454978727
BiologicalAgent,PXD006847,cell_type,cultured cells,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD006847,cell_line,HeLa,HeLa,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD006847,disease,Healthy control; Type 1 diabetes,thin sections; type 1 diabetic,NO_MATCH,0.652929,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD012439,species,Riftia pachyptila,Riftia pachyptila; sulfur-oxidizing symbiont; Riftia; Tevnia jerichonana; Riftia1; Riftia2; Tevnia; human hair,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,
BiologicalAgent,PXD012439,organ,trophosome; vestimentum; plume,symbiont-containing; symbiont-free; tissues; organs; lamellae; tentacular crown; plume; trophosome; body wall; vestimental; vestimentum; trophosomes,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD013543,species,Rattus norvegicus,rats; Rattus norvegicus,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD013543,organ,left ventricle,myocardial; papillary muscle; cardiac; Heart; left ventricle; LV; atria; right ventricle; tibia; papillary muscles; aortic valve; left atrium; aorta; isolated papillary muscle,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD013543,disease,obesity,Obesity; cardiovascular disease; obese,NORMALIZED,0.95,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD013809,species,Homo sapiens,human; mouse,NO_MATCH,0.825339,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD013809,cell_line,HeLa,HeLa; THP-1,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD014762,species,Homo sapiens,human,SEMANTIC,0.8253394365310669,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD014762,organ,alveoli; blood vessels,lung; blood vessels; blood vessel; human lung blood vessel; morphologically normal human lung alveoli,SEMANTIC,0.878965,1,Gemma 4 31B,gemma4_31b,S0,
BiologicalAgent,PXD014762,disease,Idiopathic Pulmonary Fibrosis (IPF),Idiopathic Pulmonary Fibrosis; IPF,NO_MATCH,0.93583,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD015272,cell_line,HeLa,HEK293T; HT1080; Hela; 293T; HEK 293T,NORMALIZED,0.95,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD015289,species,Homo sapiens,human; homo sapiens,NORMALIZED,0.95,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD015289,organ,prostate,resected prostate cancer tissue samples; Resected prostate cancer tissue specimens; tumour tissue,NO_MATCH,0.600252,1,Gemma 4 31B,gemma4_31b,S0,0.0935519335722384
BiologicalAgent,PXD015289,disease,prostate cancer; benign prostatic hyperplasia (BPH); bladder cancer; renal cell carcinoma,prostate cancer; benign and malignant prostate disease; unique biological profile in prostate cancer; bladder and renal cancer; prostate cancer patients; BPH; urothelial cancer of the bladder; renal cell carcinoma; prostate cancer samples; BPH control samples,SEMANTIC,0.927263,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD018830,species,Homo sapiens,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD018830,organ,Breast epithelium,normal breast tissues,NO_MATCH,0.6717671155929565,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD018830,disease,Breast cancer (BC); Control,breast cancer; ovarian cancer; breast tumors,NO_MATCH,0.588221,1,Gemma 4 31B,gemma4_31b,S0,0.9880989524001719
BiologicalAgent,PXD019394,species,Mus musculus,mouse; mice,NO_MATCH,0.774888,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD019394,organ,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,brain; brown fat; heart; liver; lung; kidney; pancreas; spleen; testis,EXACT,0.988889,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD019394,cell_type,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD019394,disease,normal,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD021383,species,Dermatophagoides pteronyssinus; Dermatophagoides farinae; Suidasia medanensis; Cicer arietinum; Saccharomyces cerevisiae; Homo sapiens,dust mite; house dust mite; Dermatophagoides pteronyssinus; Dermatophagoides farinae; Suidasia medanensis; Cicer arietinum; baker's yeast; D. farinae; Suidasia; Cicer; yeast proteins; D. pteronyssinus; Blomia tropicalis; Blomia allergens; chickpea; B. tropicalis,SEMANTIC,0.875217,1,Gemma 4 31B,gemma4_31b,S0,0.5
BiologicalAgent,PXD022741,species,Saccharomyces cerevisiae,yeast,SEMANTIC,0.8407402634620667,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD026287,species,Arabidopsis thaliana,Arabidopsis,SEMANTIC,0.901980757713318,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD026287,organ,whole seedlings,root,NO_MATCH,0.5540364980697632,1,Gemma 4 31B,gemma4_31b,S0,0.3315126887124648
BiologicalAgent,PXD026287,cell_type,plant cell,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD028781,species,Toxoplasma gondii,Toxoplasma gondii; T. gondii; Saccharomyces cerevisiae; Homo sapiens; S. cerevisiae; Danio rerio; Mus musculus; H. sapiens,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,
BiologicalAgent,PXD028781,cell_line,HFF-1,HFF-1,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD029966,species,Homo sapiens; Mus musculus,mice; females; female; chicken; women; Mouse plasma,NO_MATCH,0.624586,1,Gemma 4 31B,gemma4_31b,S0,0.5
BiologicalAgent,PXD029966,organ,serum,egg white; spleens; Skin specimens; dermis; subcutis; Uterine tissues,NO_MATCH,0.510261,1,Gemma 4 31B,gemma4_31b,S0,0.6472369077565886
BiologicalAgent,PXD029997,species,Saccharomyces cerevisiae,S. cerevisiae; Saccharomyces cerevisiae; Escherichia coli; yeast; Xenopus laevis,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD029997,cell_type,yeast,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD029997,cell_line,Saccharomyces cerevisiae BY4742,Rosetta,NO_MATCH,0.2511861026287079,1,Gemma 4 31B,gemma4_31b,S0,
BiologicalAgent,PXD030403,species,Homo sapiens,normal human thyroid cells,NO_MATCH,0.4649264812469482,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD030403,organ,thyroid,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD030403,cell_type,thyroid epithelial cell,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD030403,cell_line,Nthy-ORI,Nthy-ORI,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,
BiologicalAgent,PXD030403,disease,normal,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD034195,species,Desulfuromonas acetexigens,Desulfobacterota; Desulfuromonas acetexigens; Deltaproteobacteria; D. acetexigens,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,
BiologicalAgent,PXD034195,cell_line,Desulfuromonas acetexigens,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,
BiologicalAgent,PXD036655,species,Mus musculus,Mouse; mice; SwissProt mouse protein database; UniProt mouse,NO_MATCH,0.774888,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD036832,species,Mus musculus,Escherichia coli; E. coli O18:K1; C57BL/6J mice; mouse,NO_MATCH,0.774888,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD036832,organ,Liver; Lungs; Spleen; Plasma,liver; lung; spleen; heart; kidney; liver,SEMANTIC,0.838748,1,Gemma 4 31B,gemma4_31b,S0,0.9998240589651163
BiologicalAgent,PXD036832,disease,"""naive, sepsis""; sepsis",,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,0.0
BiologicalAgent,PXD040176,species,Diplonema papillatum,Diplonema papillatum; D. papillatum; Diplonema cell pellets,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,
BiologicalAgent,PXD040176,organ,Mitochondrial mitoribosomes,mitochondria; Mitochondrial,HIERARCHICAL,0.9,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD040176,cell_type,Diplonema papillatum,,NO_MATCH,0.0,1,Gemma 4 31B,gemma4_31b,S0,
BiologicalAgent,PXD040722,species,Mus musculus,mouse; mice; Mus musculus,EXACT,1.0,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD040722,organ,thoracic aorta; brain (cerebrum); gastrocnemius muscle; heart; kidney; liver; lung; abdominal skin,brain; cerebrum; gastrocnemius muscle; heart; kidney; liver; lung; thoracic aorta,SEMANTIC,0.921004,1,Gemma 4 31B,gemma4_31b,S0,0.9410428873720382
BiologicalAgent,PXD041681,species,homo sapiens,human; Homo sapience,NO_MATCH,0.825339,1,Gemma 4 31B,gemma4_31b,S0,1.0
BiologicalAgent,PXD042574,species,Homo sapiens,Tritirachium album; Human; mammalian,NO_MATCH,0.825339,1,Gemma 4 31B,gemma4_31b,S0,1.0
