pxd	run	acquisition	cell_line	cell_part	disease	enrichment	fractionation	fragmentation	instrument	labeling	organism	tissue
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_13	DIA										
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_14	DIA										
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_2	DIA										
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_3	DIA										
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_4	DIA										
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_5	DIA										
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_6	DIA										
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_7	DIA										
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_8	DIA										
PXD061183	B20230216Hupp_TPD_wosp00127_45minDIA_b15_9	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_Rep_b16_4	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_Rep_b16_7	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_1	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_10	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_11	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_12	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_13	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_14	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_2	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_3	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_4	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_5	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_6	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_7	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_8	DIA										
PXD061183	B20230219Hupp_TPD_wosp00127_45minDIA_b16_9	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_Rep_b17_11	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_Rep_b17_5	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_1	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_10	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_11	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_12	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_13	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_14	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_2	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_3	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_4	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_5	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_6	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_7	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_8	DIA										
PXD061183	B20230220Hupp_TPD_wosp00127_45minDIA_b17_9	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_Rep_b18_11	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_Rep_b18_3	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_1	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_10	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_11	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_12	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_13	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_14	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_2	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_3	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_4	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_5	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_6	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_7	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_8	DIA										
PXD061183	B20230221Hupp_TPD_wosp00127_45minDIA_b18_9	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_Rep_b19_11	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_Rep_b19_5	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_1	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_10	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_11	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_12	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_13	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_14	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_2	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_3	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_4	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_5	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_6	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_7	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_8	DIA										
PXD061183	B20230222Hupp_TPD_wosp00127_45minDIA_b19_9	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_Rep_b20_4	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_Rep_b20_7	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_1	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_10	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_11	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_12	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_13	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_14	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_2	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_3	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_4	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_5	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_6	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_7	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_8	DIA										
PXD061183	B20230223Hupp_TPD_wosp00127_45minDIA_b20_9	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_Rep_b21_11	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_Rep_b21_5	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_1	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_10	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_11	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_12	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_13	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_14	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_2	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_3	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_4	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_5	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_6	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_7	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_8	DIA										
PXD061183	B20230224Hupp_TPD_wosp00127_45minDIA_b21_9	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_Rep_b22_11	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_1	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_10	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_11	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_12	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_13	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_14	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_15	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_2	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_3	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_4	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_5	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_6	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_7	DIA										
PXD061183	B20230225Hupp_TPD_wosp00127_45minDIA_b22_9	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_Rep_b23_11	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_Rep_b23_5	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_Rep_b24_4	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_Rep_b24_7	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_1	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_10	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_11	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_12	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_13	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_14	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_2	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_3	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_4	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_5	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_6	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_7	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_8	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b23_9	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_1	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_10	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_11	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_12	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_13	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_14	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_2	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_3	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_4	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_5	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_6	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_7	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_8	DIA										
PXD061183	B20230226Hupp_TPD_wosp00127_45minDIA_b24_9	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_Rep_b25_11	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_Rep_b25_8	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_1	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_10	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_11	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_12	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_13	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_14	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_15	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_2	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_3	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_4	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_6	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_7	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_8	DIA										
PXD061183	B20230227Hupp_TPD_wosp00127_45minDIA_b25_9	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_Rep_b26_11	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_Rep_b26_6	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_1	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_10	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_11	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_12	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_14	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_15	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_2	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_3	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_4	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_5	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_6	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_7	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_8	DIA										
PXD061183	B20230228Hupp_TPD_wosp00127_45minDIA_b26_9	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_Rep_b27_11	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_Rep_b27_5	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_1	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_10	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_11	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_12	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_13	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_14	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_2	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_3	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_4	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_5	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_6	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_7	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_8	DIA										
PXD061183	B20230301Hupp_TPD_wosp00127_45minDIA_b27_9	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_Rep_b28_11	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_Rep_b28_5	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_1	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_10	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_11	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_12	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_13	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_14	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_2	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_3	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_4	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_5	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_6	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_7	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_8	DIA										
PXD061183	B20230302Hupp_TPD_wosp00127_45minDIA_b28_9	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_Rep_b29_7	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_1	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_10	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_11	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_12	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_13	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_14	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_15	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_2	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_3	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_4	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_5	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_6	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_7	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_8	DIA										
PXD061183	B20230305Hupp_TPD_wosp00127_45minDIA_b29_9	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_Rep_b30_11	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_1	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_10	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_11	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_12	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_13	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_14	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_15	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_2	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_3	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_4	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_5	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_6	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_7	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_8	DIA										
PXD061183	B20230306Hupp_TPD_wosp00127_45minDIA_b30_9	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_Rep_b31_11	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_1	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_10	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_11	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_12	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_13	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_14	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_15	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_2	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_3	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_4	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_5	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_6	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_7	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_8	DIA										
PXD061183	B20230307Hupp_TPD_wosp00127_45minDIA_b31_9	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_Rep_b32_9	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_1	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_10	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_11	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_12	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_13	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_14	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_15	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_2	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_3	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_4	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_5	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_6	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_7	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_8	DIA										
PXD061183	B20230308Hupp_TPD_wosp00127_45minDIA_b32_9	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_1	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_10	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_12	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_13	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_14	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_15	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_2	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_3	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_4	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_5	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_8	DIA										
PXD061183	B20230310Hupp_TPD_wosp00127_45minDIA_b33_9	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_Rep_b34_11	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_Rep_b34_4	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_b34_1	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_b34_10	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_b34_11	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_b34_2	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_b34_4	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_b34_5	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_b34_7	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_b34_8	DIA										
PXD061183	B20230311Hupp_TPD_wosp00127_45minDIA_b34_9	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_Rep_b4_8	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_1	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_10	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_11	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_12	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_13	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_14	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_15	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_2	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_3	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_4	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_5	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_6	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_7	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_8	DIA										
PXD061183	B20230312Hupp_TPM_O_45minDIA_b4_9	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_Rep_b5_9	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_1	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_10	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_11	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_12	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_13	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_14	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_15	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_2	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_3	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_4	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_5	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_6	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_7	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_8	DIA										
PXD061183	B20230313Hupp_TPM_O_45minDIA_b5_9	DIA										
PXD061183	B20230314Hupp_TPM_O_45minDIA_Rep_b12_8	DIA										
PXD061183	B20230314Hupp_TPM_O_45minDIA_b12_1	DIA										
PXD061183	B20230314Hupp_TPM_O_45minDIA_b12_10	DIA										
PXD061183	B20230314Hupp_TPM_O_45minDIA_b12_11	DIA										
