source_file	source_shard	age	cell_line	cell_type	developmental_stage	disease_state	material_type	sample_source	sex	species	tissue	biological_confidence_overall	biological_confidence_evidence_score	biological_confidence_completeness	biological_confidence_format_score	biological_replicate	experimental_design	factor_value	number_of_biological_replicates	number_of_fractions	number_of_samples	number_of_technical_replicates	technical_replicate	technology_type	experimental_design_confidence_overall	experimental_design_confidence_evidence_score	experimental_design_confidence_completeness	experimental_design_confidence_format_score	acquisition_method	alkylation_concentration	alkylation_reagent	cleavage_agent	collision_energy	enrichment_method	fractionation_method	fragmentation_method	instrument	ionization_type	labeling	mass_analyzer	ptm	reduction_concentration	reduction_reagent	technical_confidence_overall	technical_confidence_evidence_score	technical_confidence_completeness	technical_confidence_format_score
PXD052666	shard_0	unknown	unknown	unknown	pediatric	['Acute leukemia', 'acute lymphoblastic leukemia', 'solid brain tumors']	['biofluid', 'biofluid']	patient CSF	unknown	Homo sapiens	Cerebrospinal fluid	0.868	0.924	0.529	1.0	unknown	treated vs control	FCM-positive vs FCM-negative	8	4	8	3	3	['bottom-up proteomics', 'data-independent acquisition', 'data-dependent acquisition']	0.895	0.827	0.909	1.0	['data independent acquisition (DIA)', 'data-dependent acquisition (DDA)', 'Data-independent acquisition', 'Bottom-up proteomics', 'Data-dependent acquisition', 'gas-phase fractionation']	['10 mM', '10 mM', '10 mM CAA final concentration']	['2-chloroacetamide (CAA)', 'chloroacetamide']	['Lys-C', 'trypsin']	['30% normalized collision energy', '27% normalized collision energy', '27% normalized collision energy']	ultracentrifugation	gas-phase fractionation	higher-energy collisional dissociation (HCD)	['Orbitrap Exploris-480 Mass Spectrometer', 'Orbitrap Exploris 480']	electrospray-ionized	['label-free quantification', 'Label free']	Orbitrap	['carbamidomethyl', 'N-terminal acetylation', 'methionine oxidation', 'monohydroxylated residue', 'iodoacetamide derivatized residue', 'Ox(M)']	['5 mM', '5 mM TCEP', '5 mM TCEP']	tris(2-carboxyethyl)phosphine (TCEP)	0.974	0.949	1.0	1.0
PXD052809	shard_0	unknown	LX-2	hepatic stellate cell	unknown	Liver fibrosis	cell culture	cell culture	unknown	Homo sapiens	liver	0.875	0.95	0.5	1.0	unknown	treated vs control	1-PHE treatment	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.778	0.822	0.333	1.0	Data-dependent acquisition	5 mM	iodoacetamide	trypsin	29 eV	unknown	unknown	higher-energy collisional dissociation	Q Exactive HF	ESI	['Normalized Spectral Abundance Factor - NSAF', 'label-free']	Orbitrap	iodoacetamide derivatized amino-terminal residue	1 mM	tris(2-carboxyethyl) phosphine	0.931	0.912	0.875	1.0
PXD053039	shard_0	unknown	unknown	unknown	unknown	normal	tissue	cell culture	unknown	Mus musculus	unknown	0.804	0.893	0.286	1.0	unknown	treated vs control	Vmp1 KO vs WT	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.756	0.778	0.333	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	TMT	Orbitrap	iodoacetamide derivatized residue	unknown	unknown	0.877	0.993	0.4	1.0
PXD053228	shard_0	['50-year-old', '63-year-old', '45-year-old', '65-year-old']	['MOTN-1', 'NKL']	['Lymphocyte', 'T cell', 'NK cell']	unknown	['T-cell large granular lymphocyte leukemia', 'NK-cell large granular lymphocyte leukemia']	cell line	cell culture	['male', 'female']	Homo sapiens	peripheral blood	0.893	0.877	0.773	1.0	unknown	cross-sectional	cell line	unknown	unknown	unknown	3	3	Bottom-up proteomics	0.872	0.922	0.556	1.0	['DDA', 'Data-dependent acquisition']	40 mM	2-chloroacetamide	['trypsin', 'trypsin (full-specific)']	27 NCE	unknown	unknown	HCD	['Q Exactive', 'Q Exactive Plus']	ESI	['label-free', 'MS1 intensity based label-free quantification method']	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	12 mM	Tris(2-carboxyethyl)phosphine	0.945	0.93	0.9	1.0
PXD053362	shard_0	['0-6 years', '6-18 years', '>18 years']	unknown	glomerular cell	unknown	['nephrotic syndrome', 'minimal change disease', 'focal segmental glomerulosclerosis']	tissue	kidney biopsy	unknown	Homo sapiens	kidney	0.875	0.906	0.611	1.0	unknown	case vs control	histological pattern and age	56	unknown	56	unknown	unknown	Bottom-up proteomics	0.878	0.933	0.556	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	label-free	Orbitrap	iodoacetamide derivatized residue	unknown	unknown	0.86	0.96	0.4	1.0
PXD053579	shard_0	unknown	unknown	unknown	unknown	Disease free	unknown	cell culture	unknown	Escherichia coli	unknown	0.836	0.957	0.286	1.0	unknown	['treated vs control', 'time course']	treatment: native vs refolded	unknown	unknown	unknown	5	5	bottom-up proteomics	0.855	0.87	0.6	1.0	['Data-dependent acquisition', 'DDA']	unknown	iodoacetamide	PK	unknown	unknown	unknown	unknown	Q Exactive HF-X	ESI	MS1 intensity based label-free quantification method	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	['1.01 mM TCEP', '10 mM TCEP', '0.91 mM TCEP']	['TCEP', 'dithiothreitol']	0.9	0.895	0.762	1.0
PXD053865	shard_0	unknown	unknown	unknown	unknown	unknown	cell culture	cell culture	unknown	Homo sapiens	unknown	0.843	1.0	0.214	1.0	unknown	treated vs control	compound	unknown	unknown	unknown	unknown	unknown	['affinity purification coupled with mass spectrometry proteomics', 'bottom-up proteomics', 'data-dependent acquisition']	0.827	0.873	0.455	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Orbitrap Eclipse	nanoESI	label-free	Orbitrap	iodoacetamide derivatized residue	unknown	unknown	0.847	0.907	0.467	1.0
PXD054002	shard_0	unknown	unknown	cell cultures	unknown	normal	cell culture	cell culture	unknown	Arabidopsis thaliana	['shoot', 'root']	0.877	0.967	0.467	1.0	unknown	treated vs control	['N-starved', 'N-repleted']	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.798	0.835	0.4	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	phosphorylated residue	unknown	unknown	0.833	0.933	0.333	1.0
PXD054119	shard_0	unknown	unknown	['germ cells', 'somatic cells', 'oocyte', 'embryonic cells']	['early embryonic', 'unknown']	['cervical carcinoma', 'normal']	cell culture	cell culture	unknown	Homo sapiens	cervix	0.846	0.861	0.579	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.794	0.944	0.111	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Orbitrap Eclipse	unknown	TMT	Orbitrap	TMT6plex-126 reporter+balance reagent acylated residue	unknown	unknown	0.863	0.993	0.333	1.0
PXD054298	shard_0	unknown	unknown	embryonic stem cell	embryonic	normal	tissue	mouse embryonic tissues	unknown	Mus musculus	forebrain	0.861	0.921	0.5	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['bottom-up proteomics', 'Data-dependent acquisition']	0.84	1.0	0.2	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	RAPIDASH	unknown	unknown	LTQ Orbitrap Elite	unknown	['TMT', 'label-free']	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'deamidated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.913	0.995	0.579	1.0
PXD054388	shard_0	unknown	unknown	['pluripotent stem cells', 'neural progenitors']	['embryonic', 'embryonic development']	normal	cell culture	cell culture	unknown	Homo sapiens	unknown	0.844	0.888	0.5	1.0	unknown	treated vs control	WNT, BMP and FGF	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.833	0.933	0.333	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	Label free	Orbitrap	['phosphorylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.888	1.0	0.438	1.0
PXD054667	shard_0	unknown	HEK293	epithelial cell	unknown	normal	cell line	cell culture	unknown	Homo sapiens	kidney	0.825	0.85	0.5	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Data-dependent acquisition	0.822	1.0	0.111	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	TIC	Orbitrap	['monohydroxylated residue', 'deamidated residue']	unknown	unknown	0.859	0.969	0.375	1.0
PXD054722	shard_0	unknown	HEK293	kidney cell	unknown	normal	cell line	cell culture	unknown	Homo sapiens	kidney	0.789	0.779	0.5	1.0	unknown	treated vs control	BAG3-FLAG with CaMKIIβ(D-S)-Myc vs CaMKIIδ(D-S)-MYC	2	unknown	2	unknown	unknown	bottom-up proteomics	0.811	0.8	0.556	1.0	Data-dependent acquisition	unknown	unknown	['trypsin', 'Trypsin']	NCE setting at 28	unknown	unknown	NCE	['Q Exactive', 'Q ExactiveTM Plus']	NSI	label-free	Orbitrap	['phosphorylated residue', 'Phospho-(S/T/Y)']	unknown	unknown	0.917	0.967	0.667	1.0
PXD055168	shard_0	unknown	GBM cells	unknown	unknown	glioblastoma multiforme	cell culture	cell culture	unknown	Homo sapiens	brain	0.85	0.929	0.429	1.0	unknown	treated vs control	LINC01956	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.806	0.878	0.333	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.833	0.933	0.333	1.0
PXD055375	shard_0	unknown	unknown	['Epithelial cell', 'ovarian cancer cell', 'acute lymphoblastic leukemia cell']	unknown	['Malignant neoplasm of ovary', 'Acute leukemia']	['Cell culture', 'Cell suspension culture']	['Cell culture', 'Cell suspension culture']	unknown	Homo sapiens	['ovary', 'blood']	0.88	0.92	0.6	1.0	unknown	treated vs control	HDAC inhibitor treatment	unknown	unknown	unknown	unknown	unknown	['bottom-up proteomics', 'shotgun proteomics']	0.79	0.82	0.4	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive Plus	unknown	TMT	Orbitrap	TMT6plex-126 reporter+balance reagent acylated residue	unknown	unknown	0.85	0.967	0.333	1.0
PXD055631	shard_0	unknown	unknown	unknown	unknown	unknown	cell culture	cell culture	unknown	Homo sapiens	unknown	0.807	0.929	0.214	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.822	1.0	0.111	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	Affinity purification	unknown	unknown	Orbitrap Exploris 480	unknown	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.897	0.994	0.5	1.0
PXD055898	shard_0	unknown	unknown	unknown	unknown	normal	ribosome	cell culture	unknown	Saccharomyces cerevisiae	unknown	0.818	0.921	0.286	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Bottom-up proteomics	0.822	1.0	0.111	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive Plus	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.833	0.933	0.333	1.0
PXD055984	shard_0	P28	unknown	Oligodendrocytes	unknown	normal	tissue	myelin purified	unknown	Mus musculus	Brain	0.854	0.907	0.5	1.0	unknown	treated vs control	Gltp cKO vs Cre control	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.811	0.889	0.333	1.0	Data-dependent acquisition	unknown	iodoacetamide derivatized residue	unknown	unknown	unknown	unknown	unknown	Q Exactive HF	unknown	label-free	Orbitrap	['acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.856	0.938	0.438	1.0
PXD056079	shard_0	unknown	unknown	bacterial cell	unknown	unknown	cell culture	cell culture	unknown	Escherichia coli	unknown	0.868	0.993	0.357	1.0	unknown	treated vs control	['GNSs', 'GNSs-HA', 'GNSs+HA', 'HA']	unknown	unknown	8	unknown	unknown	bottom-up proteomics	0.854	0.875	0.583	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.833	0.933	0.333	1.0
PXD056153	shard_0	unknown	['E3', 'E14']	Embryonic stem cell	unknown	unknown	cell culture	cell culture	unknown	Mus musculus	unknown	0.86	0.96	0.4	1.0	unknown	treated vs control	treated vs control	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.783	0.833	0.333	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	['Co-IP', 'IP-MS']	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.841	0.906	0.438	1.0
PXD056183	shard_0	unknown	unknown	cancer cell	unknown	normal	cell culture	cell culture	unknown	Homo sapiens	unknown	0.836	0.929	0.357	1.0	unknown	dose response	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.789	0.889	0.222	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive HF	unknown	TMT	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue', 'deamidated residue']	unknown	unknown	0.886	0.972	0.5	1.0
PXD056206	shard_0	unknown	['MCF-7', 'HeLa', 'HEK293T', 'Caco-2']	['epithelial cell', 'epithelial cell', 'kidney cell', 'intestine cell']	unknown	['breast carcinoma', 'cervical adenocarcinoma']	cell line	cell culture	unknown	Homo sapiens	['breast', 'cervix']	0.825	0.777	0.682	1.0	unknown	treated vs control	ligand treatment	unknown	unknown	unknown	2	2	bottom-up proteomics	0.822	0.822	0.556	1.0	DDA	15 mM	iodoacetamide	['trypsin', 'Lys-C', 'trypsin']	['27%', '36% HCD']	antibody	unknown	HCD	Q Exactive HF	ESI	TMT	Orbitrap	['iodoacetamide derivatized residue', 'methionine oxidation', 'cysteine carbamidomethylation', 'compound covalent modification', 'Cys DBIA mass shift (+239.1628)', 'Met oxidation (+15.9949)']	5 mM	DTT	0.948	0.913	0.957	1.0
PXD056300	shard_0	unknown	unknown	tissue	unknown	['Prostate cancer', 'metastatic CRPC']	tissue	rapid autopsy	unknown	Homo sapiens	['Dura mater', 'Lymph node', 'Liver', 'Lung', 'Kidney', 'prostate']	0.935	0.974	0.741	1.0	4	treated vs control	localised prostate tumor vs metastatic prostate cancer	4	unknown	10	3	3	shotgun proteomics	0.883	0.811	0.889	1.0	DDA	1.5-fold molar excess of TCEP	iodoacetamide	trypsin	35 eV	unknown	unknown	HCD	LTQ Orbitrap Elite	ESI	label-free	Orbitrap	['carbamidomethylation', 'oxidation', 'deamination']	10 mM	TCEP	0.871	0.788	0.882	1.0
PXD056432	shard_0	unknown	HCT116	Epithelial cell	unknown	Colon cancer	cell line	cell culture	unknown	Homo sapiens	unknown	0.882	0.993	0.429	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	TMT proteomics	0.778	0.911	0.111	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive HF	unknown	TMT	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.85	0.967	0.333	1.0
PXD056514	shard_0	unknown	['P31/Fuj', 'MV4-11', 'MOLM-13', 'THP-1', 'HEL', 'Kasumi-1', 'CMK', 'KG-1', 'CTS']	Blood cell	unknown	Acute leukemia	Cell suspension culture	AML primary cells	unknown	Homo sapiens	['Bone marrow', 'Blood']	0.933	0.987	0.696	1.0	unknown	treated vs control	PF-3758309 vs vehicle	unknown	unknown	unknown	unknown	unknown	['bottom-up proteomics', 'phosphoproteomics']	0.83	0.9	0.4	1.0	['DDA', 'data-dependent']	16.6 mM	iodoacetamide	trypsin	35% normalized energy	TiO2	unknown	['HCD', 'CID']	['LTQ Orbitrap', 'Q Exactive']	nanoESI	label-free	['Orbitrap', 'Ion Trap']	['monohydroxylated residue', 'phosphorylated residue', '2-pyrrolidone-5-carboxylic acid (Glu)', 'iodoacetamide derivatized residue', 'carbamidomethyl Cys', 'PyroGlu on N-terminal Gln', 'oxidation of Met', 'phosphorylation on Ser, Thr, and Tyr']	10 mM	DTT	0.952	0.919	0.962	1.0
PXD056690	shard_0	unknown	['HEK293', 'CHO', 'HepG2']	['kidney epithelial cell', 'fibroblast', 'hepatocyte']	unknown	normal	cell line	cell culture	unknown	Homo sapiens	['kidney', 'liver']	0.824	0.795	0.632	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.822	1.0	0.111	1.0	Data-dependent acquisition	unknown	unknown	trypsin	unknown	unknown	unknown	['HCD', 'ETD']	['Orbitrap Fusion Lumos', 'Orbitrap Fusion']	ESI	Peptide counting	Orbitrap	complex glycosylation	unknown	unknown	0.912	0.988	0.588	1.0
PXD056788	shard_0	unknown	unknown	unknown	unknown	unknown	tissue	S. indica-colonized barley roots	unknown	Arabidopsis thaliana	Plant cell	0.829	0.943	0.286	1.0	unknown	treated vs control	['lipid extracts from the root endophytic fungus Serendipita indica', 'chitohexaose', 'ergosterol']	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.832	0.882	0.455	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	MS1 intensity based label-free quantification method	Orbitrap	phosphorylated residue	unknown	unknown	0.863	0.993	0.333	1.0
PXD056940	shard_0	unknown	unknown	unknown	unknown	normal	recombinant protein	['cell culture', 'patient serum']	unknown	Homo sapiens	blood	0.773	0.787	0.4	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Bottom-up proteomics	0.822	1.0	0.111	1.0	Data-dependent acquisition	unknown	unknown	['pepsin', 'chymotrypsin']	unknown	unknown	unknown	unknown	Thermo Fisher Scientific instrument model	unknown	label-free	unknown	unknown	unknown	unknown	0.787	0.887	0.312	0.938
PXD057024	shard_0	unknown	HEK293	['T cell', 'epithelial cell']	unknown	['HIV', 'HCV']	cell line	cell culture	unknown	Homo sapiens	unknown	0.856	0.913	0.5	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Bottom-up proteomics	0.822	1.0	0.111	1.0	Data-independent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Orbitrap Eclipse	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.83	0.927	0.333	1.0
PXD057177	shard_0	unknown	unknown	unknown	unknown	unknown	cell culture	cell culture	unknown	Homo sapiens	unknown	0.843	1.0	0.214	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['Immunopeptidomics', 'Data-dependent acquisition']	0.84	1.0	0.2	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	label-free	unknown	unknown	unknown	unknown	0.78	0.933	0.067	1.0
PXD057319	shard_0	under the age of 2 years	unknown	unknown	infants	['Traumatic brain injury', 'abusive head trauma', 'intracranial hemorrhage', 'sudden infant death syndrome']	['biofluid', 'serum']	infant serum	unknown	Homo sapiens	blood	0.872	0.9	0.611	1.0	unknown	case vs control	AHT vs SIDS	unknown	unknown	unknown	unknown	unknown	['ABPP coupled to LC-MS', 'Bottom-up proteomics', 'Data-dependent acquisition']	0.809	0.836	0.455	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	LTQ Orbitrap Velos	unknown	Spectrum counting	Ion Trap	['10-fluoroethoxyphosphinyl-N-(biotinamidopentyl)decanamide', 'iodoacetamide derivatized residue']	unknown	unknown	0.872	0.969	0.438	1.0
PXD057426	shard_0	unknown	unknown	B cells	unknown	unknown	tissue	spleen	unknown	Mus musculus	Spleen	0.843	0.943	0.357	1.0	unknown	treated vs control	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.817	0.944	0.222	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.817	0.9	0.333	1.0
PXD057527	shard_0	unknown	HEK293	kidney cell	unknown	normal	cell line	cell culture	unknown	Homo sapiens	kidney	0.846	0.893	0.5	1.0	4	treated vs control	['HA-tagged long PRRC2B', 'HA-tagged short PRRC2B', 'HA-tagged mCherry']	4	unknown	12	unknown	unknown	['affinity purification coupled with mass spectrometry proteomics', 'bottom-up proteomics']	0.842	0.783	0.75	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	Affinity purification	unknown	unknown	Q Exactive	unknown	unknown	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.872	0.969	0.438	1.0
PXD057672	shard_0	unknown	HGEK-16	gingival epithelial cell	unknown	normal	cell culture	cell culture	unknown	Homo sapiens	gingiva	0.85	0.9	0.5	1.0	6	treated vs control	strain genotype	6	unknown	42	unknown	unknown	bottom-up proteomics	0.839	0.811	0.667	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	['Orbitrap Fusion', 'Orbitrap Fusion mass spectrometer']	unknown	label-free	Orbitrap	['acetylated residue', 'methionine oxidation with neutral loss of 64 Da', 'iodoacetamide derivatized residue']	unknown	unknown	0.897	0.994	0.5	1.0
PXD057760	shard_0	unknown	THP-1	['Monocyte', 'THP-1 cells']	unknown	unknown	['cell culture', 'cell line']	cell culture	unknown	Homo sapiens	unknown	0.869	0.963	0.438	1.0	unknown	time course	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.817	0.944	0.222	1.0	Data-dependent acquisition	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	TMT	Orbitrap	['monohydroxylated residue', 'TMT6plex-126 reporter+balance reagent acylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.897	0.994	0.5	1.0
PXD057848	shard_0	≥18 years old	unknown	unknown	unknown	['Obesity', 'normal']	biofluid	patient plasma	16 females and 9 males	Homo sapiens	blood	0.83	0.82	0.6	1.0	25	longitudinal	pre-surgery vs post-surgery	25	15	50	unknown	unknown	['bottom-up proteomics', 'targeted proteomics']	0.815	0.71	0.8	1.0	['DDA', 'DIA', 'SWATH MS', 'Data-independent acquisition']	5 mM	iodoacetamide	trypsin	['28% HCD', 'HCD']	unknown	['XBridge C18 column', 'SCX']	HCD	['Fusion Lumos Tribrid MS', 'Orbitrap Fusion Lumos']	ESI	label-free	['Orbitrap', 'Ion Trap']	['iodoacetamide derivatized residue', 'carbamidomethylation', 'oxidation']	10 mM	dithiothreitol	0.921	0.858	0.958	1.0
PXD058014	shard_0	unknown	unknown	['Epithelial cell', 'Head and neck squamous cell carcinoma cell']	unknown	Head and neck squamous cell carcinoma	tissue	tumor biopsy	unknown	Homo sapiens	head and neck	0.86	0.933	0.467	1.0	unknown	case vs control	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.817	0.944	0.222	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['LTQ Orbitrap Elite', 'Q Exactive']	unknown	TMT	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.872	0.994	0.375	1.0
PXD058156	shard_0	unknown	['U87', 'U118']	['GBM cells', 'CD133-CD15- cells', 'CD133-CD15- GBM cells']	unknown	glioblastoma multiforme	cell culture	['tumor biopsy', 'cell culture']	['male', 'male']	Homo sapiens	brain	0.862	0.829	0.737	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Data-dependent acquisition	0.822	1.0	0.111	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.847	0.96	0.333	1.0
PXD058292	shard_0	unknown	HEK293	Early embryonic cell	early embryonic	unknown	cell line	cell culture	unknown	Homo sapiens	kidney	0.843	0.886	0.5	1.0	unknown	treated vs control	unknown	unknown	unknown	unknown	unknown	unknown	Data-independent acquisition	0.817	0.944	0.222	1.0	Data-independent acquisition	unknown	unknown	proteinase K	unknown	unknown	unknown	unknown	Orbitrap Fusion Lumos	unknown	label-free	Orbitrap	['acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.869	0.963	0.438	1.0
PXD058373	shard_0	['20 to 43 years', '35–83 years']	unknown	extracellular vesicle	unknown	['normal', 'cancer']	biofluid	['healthy donors', 'patient serum']	2 males and 7 females	Homo sapiens	blood	0.818	0.776	0.647	1.0	9	treated vs control	preanalytical conditions	9	7	9	unknown	unknown	bottom-up proteomics	0.833	0.756	0.778	1.0	DIA	unknown	iodoacetamide	trypsin	28%	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	label free	Orbitrap	iodoacetamide derivatized residue	unknown	unknown	0.903	0.993	0.533	1.0
PXD058471	shard_0	unknown	unknown	Early embryonic cell	embryonic	normal	cell culture	cell culture	unknown	Homo sapiens	unknown	0.814	0.857	0.429	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['Data-independent acquisition', 'Data-dependent acquisition']	0.84	1.0	0.2	1.0	['Data-independent acquisition', 'Data-dependent acquisition']	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	label-free	Orbitrap	['phosphorylated residue', 'acetylated residue', 'biotinylated residue', 'carbamoylated residue']	unknown	unknown	0.868	0.947	0.474	1.0
PXD058544	shard_0	unknown	unknown	acute B-cell/T-cell leukemia and lymphoma cells	unknown	acute B-cell/T-cell leukemia and lymphoma	['cell line', 'primary cells']	['cell culture', 'primary leukemia cells']	unknown	Homo sapiens	blood	0.803	0.806	0.5	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.822	1.0	0.111	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.847	0.96	0.333	1.0
PXD058618	shard_0	unknown	['HEK-293T', 'HEK293']	epithelial cell	unknown	normal	cell line	cell culture	unknown	['Homo sapiens', 'Homo sapiens']	kidney	0.841	0.856	0.562	1.0	3	case vs control	['untagged USP18', '6HF-ISG15']	3	unknown	3	1	1	affinity purification coupled with mass spectrometry proteomics	0.895	0.83	0.9	1.0	['data-dependent mode', 'Data-dependent acquisition']	100 mM	iodoacetamide	trypsin	27%	unknown	unknown	HCD	['QExactive HF', 'Q Exactive HF']	unknown	label-free	Orbitrap	['carbamidomethylation', 'oxidation', 'Acetylation', 'Ubiquitination', 'phosphorylation', 'No PTMs are included in the dataset']	10 mM	DTT	0.939	0.932	0.864	1.0
PXD058709	shard_0	unknown	unknown	cardiomyocytes	unknown	Cardiovascular system disease	tissue	['cell culture', 'heart explant']	unknown	Mus musculus	Heart	0.8	0.787	0.533	1.0	unknown	treated vs control	genotype and treatment	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.811	0.889	0.333	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive HF	unknown	SILAC	Orbitrap	phosphorylated residue	unknown	unknown	0.85	0.967	0.333	1.0
